gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHKF64AY268GD15C0P00W6CT,2,01JHKF64AQPXBG34D642BD4KW0,4,noncomp,ended,"[[340,276],[14,368],[172,121],[227,432],[352,186],[318,63],[409,58],[452,11],[61,375],[279,221],[73,250],[468,197],[211,288],[214,453],[105,192],[427,107]]",90
01JHKF63KV0KK1R2EPWB9TBBQE,2,01JHKF63KMACBQ2C3E19CR20DF,4,noncomp,ended,"[[201,61],[106,441],[87,393],[337,352],[205,27],[253,79],[10,110],[211,315],[375,153],[84,47],[283,277],[198,52],[20,175],[308,178],[311,9],[303,217]]",270
01JHKF60MF2PC3MFWBCQMW4TZT,2,01JHKF60M7MKRQNPPA4QC0BAE7,4,noncomp,ended,"[[294,121],[79,342],[228,173],[431,356],[286,250],[419,454],[20,218],[292,114],[279,280],[464,277],[317,31],[312,246],[335,307],[296,387],[241,427],[462,285]]",90
01JHKF61Z8ACXVR8FXAHFGS83Q,2,01JHKF61Z1XF1XBS8JZW4RJ73D,4,noncomp,ended,"[[62,135],[462,56],[35,83],[210,302],[67,187],[23,358],[414,247],[15,296],[142,22],[376,249],[37,105],[408,84],[21,240],[450,208],[124,308],[75,70]]",0
01JHKF642ZYQBFXQS3CTD6GF8R,2,01JHKF642RPG0DQBHJ0JA1CCBD,4,noncomp,ended,"[[191,239],[398,132],[323,217],[282,449],[27,348],[7,226],[240,98],[427,14],[48,446],[79,301],[359,300],[415,363],[283,26],[380,222],[400,63],[173,154]]",90
01JHKF5Y70C5EWMNQ90ZZ2ZJPK,2,01JHKF5Y6Q0XHW5BZ2DN3FHVRY,4,noncomp,ended,"[[285,423],[248,44],[204,461],[284,327],[301,460],[57,372],[330,400],[93,195],[185,316],[111,145],[166,440],[405,190],[444,326],[134,235],[180,277],[315,81]]",270
01JHKF609TZHHE76365W6V98CT,2,01JHKF609JCPHB5VH97051611W,4,noncomp,ended,"[[160,325],[204,232],[251,299],[19,187],[307,190],[455,270],[311,116],[406,166],[424,438],[67,124],[68,217],[53,132],[26,302],[107,175],[20,369],[337,391]]",180
01JHKF615X0TW50KJMH4QTMXY2,2,01JHKF615P5TP715YF4F0T37T6,4,noncomp,ended,"[[46,126],[197,322],[96,56],[281,104],[170,375],[273,338],[202,97],[433,440],[67,303],[80,354],[443,199],[74,311],[419,238],[299,340],[137,20],[178,366]]",180
01JHKF63TW5SAHKAA745V5DCYM,2,01JHKF63TPV6GK4BW0BSHAMR18,4,noncomp,ended,"[[193,406],[453,60],[455,408],[414,38],[265,236],[295,246],[443,301],[222,263],[281,102],[81,29],[74,133],[183,190],[300,44],[219,269],[438,112],[28,63]]",180
01JHKF5XKQ0KJFD9KAPWED9YZ5,2,01JHKF5XKEWQGXR51AAV3BX8SN,4,noncomp,ended,"[[196,402],[70,453],[56,431],[10,183],[284,184],[349,97],[263,317],[358,121],[175,412],[373,397],[247,292],[154,123],[48,268],[269,429],[357,210],[230,266]]",180
01JHKF5Z3HESFDW1MP84FJXAHD,2,01JHKF5Z39QX41110X4KTCF3G5,4,noncomp,ended,"[[355,95],[350,366],[169,229],[52,291],[129,278],[69,396],[427,81],[430,105],[459,257],[255,312],[448,150],[12,173],[357,162],[53,220],[91,356],[102,404]]",0
01JHKF61FG3GAV24154EES5XTP,2,01JHKF61FA0J0V5G9477T9KDH8,4,noncomp,ended,"[[282,0],[218,142],[289,66],[255,238],[285,132],[163,179],[374,417],[44,229],[146,258],[196,217],[101,211],[32,365],[26,193],[267,250],[293,397],[314,47]]",90
01JHKF61RHEXJMR2EKTE6N549C,2,01JHKF61R9H11G55H8RJMKM3E1,4,noncomp,ended,"[[335,445],[254,350],[46,192],[188,21],[384,91],[407,412],[396,74],[231,326],[308,380],[415,262],[454,299],[450,432],[265,67],[271,4],[150,51],[383,305]]",270
01JHKF64J04J4P1Q3CVCFDM6DP,NA,01JHKF64HRV0EH1ZSEA5HBHPT7,NA,NA,NA,NA,NA
01JHKF5WE2XW7HPVRK3N64GBRS,2,01JHKF5WDJVDV5S9E5RY4G6YF4,4,noncomp,ended,"[[389,297],[57,303],[163,286],[284,239],[266,359],[314,8],[49,464],[104,218],[123,377],[107,455],[217,179],[99,271],[311,33],[403,12],[135,384],[463,250]]",180
