id,avatar,avatarLastChangedAt,bonus,bonusLastChangedAt,ended,endedLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,lobbyTimerGameID,lobbyTimerGameIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,name,nameLastChangedAt,nameColor,nameColorLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,partner,partnerLastChangedAt,replayGameReadyCheck,replayGameReadyCheckLastChangedAt,role,roleLastChangedAt,score,scoreLastChangedAt,src,srcLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JHGXCQ5Q9VRHEAF17WBFAV85,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T22:46:05.161250061Z,1.770000,2025-01-13T23:04:08.810523775Z,game ended,2025-01-13T23:04:23.105504354Z,true,2025-01-13T23:04:55.074754473Z,"{""age"":""24"",""gender"":""Male"",""strategy"":""Communicate distinctive shapes"",""enjoy"":""Yes, comms were good"",""feedback"":""N/A"",""education"":""high-school""}",2025-01-13T23:04:55.093296342Z,01JHGX9Y9R26D3GMKYRVRCS4EY,2025-01-13T22:43:45.982060239Z,2,2025-01-13T22:45:48.187512144Z,true,2025-01-13T22:46:04.881127507Z,01JHGX9Y9R26D3GMKYRVRCS4EY,2025-01-13T22:46:04.91916115Z,01JHGXGYVKN3GT88ZW2SH83GF8,2025-01-13T22:46:04.91916115Z,Minu,2025-01-13T22:46:05.161250061Z,#444EA1,2025-01-13T22:46:05.161250061Z,01JHGXCPJ6R46TKHS3K88CG3DW,2025-01-13T22:43:45.975493859Z,66856891a8480b1aab4d03aa,2025-01-13T22:43:45.975493859Z,01JHGXCMVBDW1F7PZF6QG8S8RN,2025-01-13T22:46:05.161250061Z,,,matcher,2025-01-13T23:04:08.9175394Z,1.770000,2025-01-13T23:04:08.810523775Z,/avatars/red.png,2025-01-13T22:46:05.161250061Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T22:43:45.982060239Z,full-noncomp,2025-01-13T22:43:45.982060239Z,"{""participantKey"":""66856891a8480b1aab4d03aa"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859710bfbc67d87f53b524""}",2025-01-13T22:43:46.306629694Z
01JHGYMXR6B5MMBTZT2FM0Y9PN,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T23:13:35.865303819Z,1.590000,2025-01-14T00:05:58.089564928Z,game ended,2025-01-14T00:05:58.483552675Z,true,2025-01-14T00:08:06.703557786Z,"{""age"":""29"",""gender"":""Male"",""strategy"":""It tests players ability to describe an object accurately"",""enjoy"":""yes i did because my partner was accurate"",""feedback"":""nothing much"",""education"":""bachelor""}",2025-01-14T00:08:06.771159224Z,01JHGXA8B7K9W683NZVSFGRJYC,2025-01-13T23:11:44.547481759Z,2,2025-01-13T23:09:11.077215723Z,true,2025-01-13T23:13:33.824367007Z,01JHGXA8B7K9W683NZVSFGRJYC,2025-01-13T23:13:33.917122423Z,01JHGZ396RJVGGANH1NBFKSMNY,2025-01-13T23:13:33.917122423Z,Minu,2025-01-13T23:13:35.865303819Z,#444EA1,2025-01-13T23:13:35.865303819Z,01JHGYMX8A01QTG0GWSY3G29MZ,2025-01-13T23:05:43.430381123Z,673c84306aed518ba4e6d01e,2025-01-13T23:05:43.430381123Z,01JHGYM40K6P4SMW0TYPFG1H51,2025-01-13T23:13:35.865303819Z,,,matcher,2025-01-14T00:05:10.282657569Z,1.590000,2025-01-14T00:05:58.089564928Z,/avatars/red.png,2025-01-13T23:13:35.865303819Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:05:43.457304308Z,full-noncomp,2025-01-13T23:05:43.457304308Z,"{""participantKey"":""673c84306aed518ba4e6d01e"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859c1a85ba28d0ed98350d""}",2025-01-13T23:05:43.801528991Z
01JHGYN213K55R1ZY60YQB3122,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-13T23:18:34.036194558Z,1.320000,2025-01-14T00:15:53.340119996Z,game ended,2025-01-14T00:15:53.878124515Z,true,2025-01-14T00:17:13.083207741Z,"{""age"":""57"",""gender"":""male"",""strategy"":""use the simple shapes to describe the object"",""enjoy"":""yes. Got to know how they think"",""feedback"":""the study stopped on two different occassions"",""education"":""high-school""}",2025-01-14T00:17:13.014999682Z,01JHGXA8VZCTE04S4M78T8QW23,2025-01-13T23:15:38.077790086Z,2,2025-01-13T23:10:06.518314679Z,true,2025-01-13T23:17:47.385031833Z,01JHGXA8VZCTE04S4M78T8QW23,2025-01-13T23:17:47.42544316Z,01JHGZB0RWEX4WB1TC13QE74G9,2025-01-13T23:17:47.42544316Z,Repi,2025-01-13T23:18:34.036194558Z,#29828D,2025-01-13T23:18:34.036194558Z,01JHGYN1NNQJNG6YMD6TZ8CXZ1,2025-01-13T23:05:47.811324731Z,5caa534a19731a00190bb935,2025-01-13T23:05:47.811324731Z,01JHGYQJJ5H8CR1883DJRJYV1D,2025-01-13T23:18:34.036194558Z,,,director,2025-01-14T00:15:21.074751003Z,1.320000,2025-01-14T00:15:53.340119996Z,/avatars/blue.png,2025-01-13T23:18:34.036194558Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:05:47.83664552Z,full-noncomp,2025-01-13T23:05:47.83664552Z,"{""participantKey"":""5caa534a19731a00190bb935"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859c1218106d3b8fd81333""}",2025-01-13T23:05:48.025400099Z
01JHGYQGQSJ1M6XPHESPT0NPA3,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T23:15:40.389491405Z,1.680000,2025-01-14T00:12:27.123521734Z,game ended,2025-01-14T00:12:27.439218404Z,true,2025-01-14T00:18:21.227278768Z,"{""age"":""52"",""gender"":""male"",""strategy"":""I tried to be as descriptive as possible in simple terms and be quick as possible and learn from previous trials since the shapes repeated. "",""enjoy"":""I enjoyed this very much "",""feedback"":""for the ones I mismatched I was confused on many of them and wonder If I was doing it wrong or the problems were due to the lag that we were occasionally experiencing "",""education"":""other""}",2025-01-14T00:18:21.16549719Z,01JHGXA8K9CYY9WWB3KNN9P1DR,2025-01-13T23:13:33.880349554Z,2,2025-01-13T23:12:56.638902901Z,true,2025-01-13T23:14:42.031164664Z,01JHGXA8K9CYY9WWB3KNN9P1DR,2025-01-13T23:14:42.137035371Z,01JHGZ5BTKJDZ5QZRJNM9RRF5Z,2025-01-13T23:14:42.137035371Z,Minu,2025-01-13T23:15:40.389491405Z,#444EA1,2025-01-13T23:15:40.389491405Z,01JHGYQGDSBDXAETVZDMAA5PM3,2025-01-13T23:07:08.409669044Z,581e0aee4182b600017307ea,2025-01-13T23:07:08.409669044Z,01JHGYMF2YXN13XV0GK3FC4GF5,2025-01-13T23:15:40.389491405Z,,,matcher,2025-01-14T00:11:24.016982845Z,1.680000,2025-01-14T00:12:27.123521734Z,/avatars/red.png,2025-01-13T23:15:40.389491405Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:07:08.437105452Z,full-noncomp,2025-01-13T23:07:08.437105452Z,"{""participantKey"":""581e0aee4182b600017307ea"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859c13f74029f1e3da8e95""}",2025-01-13T23:07:08.987704252Z
01JHGYQJJ5H8CR1883DJRJYV1D,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T23:18:34.036194558Z,1.320000,2025-01-14T00:15:53.340119996Z,game ended,2025-01-14T00:15:53.878124515Z,true,2025-01-14T00:16:55.315981407Z,"{""age"":""24"",""gender"":""Male"",""strategy"":""My intuition"",""enjoy"":""Yeah"",""feedback"":""Great and interesting study"",""education"":""bachelor""}",2025-01-14T00:16:55.377520437Z,01JHGXA8VZCTE04S4M78T8QW23,2025-01-13T23:15:38.077790086Z,2,2025-01-13T23:14:44.387740382Z,true,2025-01-13T23:18:30.940984538Z,01JHGXA8VZCTE04S4M78T8QW23,2025-01-13T23:18:31.03960888Z,01JHGZCBBSVVZ44M4WBM5RKK3Y,2025-01-13T23:18:31.03960888Z,Minu,2025-01-13T23:18:34.036194558Z,#444EA1,2025-01-13T23:18:34.036194558Z,01JHGYQGANEGNP8JXBDEKGDMB4,2025-01-13T23:07:10.27707263Z,6754382c00512c6923de5f6a,2025-01-13T23:07:10.27707263Z,01JHGYN213K55R1ZY60YQB3122,2025-01-13T23:18:34.036194558Z,,,matcher,2025-01-14T00:15:21.074751003Z,1.320000,2025-01-14T00:15:53.340119996Z,/avatars/red.png,2025-01-13T23:18:34.036194558Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:07:10.304861242Z,full-noncomp,2025-01-13T23:07:10.304861242Z,"{""participantKey"":""6754382c00512c6923de5f6a"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859c0be6e9879246542768""}",2025-01-13T23:07:10.692330214Z
01JHH17N061SS0V7EV4HQVWRQS,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-13T23:59:53.88907082Z,1.800000,2025-01-14T00:30:07.577235893Z,game ended,2025-01-14T00:30:27.335870991Z,true,2025-01-14T00:31:54.274117901Z,"{""age"":""44"",""gender"":""male"",""strategy"":""made names for shapes"",""enjoy"":""it was fun gets better as you go"",""feedback"":""no problems thanks"",""education"":""high-school""}",2025-01-14T00:31:54.189186987Z,01JHH15NTHTD78CJ9F7P0FXSBC,2025-01-13T23:52:03.101113614Z,2,2025-01-13T23:53:37.285533675Z,true,2025-01-13T23:57:58.186338244Z,01JHH15NTHTD78CJ9F7P0FXSBC,2025-01-13T23:57:58.268833975Z,01JHH1MK3N1ZVJ1TKHJATVEF36,2025-01-13T23:57:58.268833975Z,Repi,2025-01-13T23:59:53.88907082Z,#29828D,2025-01-13T23:59:53.88907082Z,01JHH16KG0J6Q7K8ZVCDF403CC,2025-01-13T23:50:54.21475722Z,6512ae672f906eda39b7e9db,2025-01-13T23:50:54.21475722Z,01JHH1DDC35W8XVECE33KBFKN1,2025-01-13T23:59:53.88907082Z,,,director,2025-01-14T00:30:08.142059362Z,1.800000,2025-01-14T00:30:07.577235893Z,/avatars/blue.png,2025-01-13T23:59:53.88907082Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:50:55.098636197Z,full-noncomp,2025-01-13T23:50:55.098636197Z,"{""participantKey"":""6512ae672f906eda39b7e9db"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""6785a6978fc575351b6a2ed2""}",2025-01-13T23:50:55.554003059Z
01JHGXDA0FP5NH51CXHFVQ85HP,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T22:46:53.362366668Z,1.890000,2025-01-13T23:15:17.541321126Z,game ended,2025-01-13T23:15:17.991653444Z,true,2025-01-13T23:16:58.072506018Z,"{""age"":""25"",""gender"":""Male"",""strategy"":""We came up with code words to identify certain shapes e.g. \""upside down house, flipped L\"""",""enjoy"":""I enjoyed it! Because they caught on very easily to the strategy I was building over time."",""feedback"":""The game froze sometimes despite clicking on an answer which made it feel like it had crashed, but brought us back. "",""education"":""bachelor""}",2025-01-13T23:16:58.046426515Z,01JHGXA0EWQD9VPQBF5F5SM963,2025-01-13T22:46:46.060983289Z,2,2025-01-13T22:46:09.010553931Z,true,2025-01-13T22:46:49.208473125Z,01JHGXA0EWQD9VPQBF5F5SM963,2025-01-13T22:46:49.816866284Z,01JHGXJAPPS0DR96VKSPY426BE,2025-01-13T22:46:49.816866284Z,Minu,2025-01-13T22:46:53.362366668Z,#444EA1,2025-01-13T22:46:53.362366668Z,01JHGXD9D1NP5DWVDW29SK1X19,2025-01-13T22:44:05.263892809Z,666640831e2f8d963f8c528f,2025-01-13T22:44:05.263892809Z,01JHGXD94A0N8BEHN44HCTE4ES,2025-01-13T22:46:53.362366668Z,,,matcher,2025-01-13T23:14:54.738680341Z,1.890000,2025-01-13T23:15:17.541321126Z,/avatars/red.png,2025-01-13T22:46:53.362366668Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T22:44:05.269404328Z,full-noncomp,2025-01-13T22:44:05.269404328Z,"{""participantKey"":""666640831e2f8d963f8c528f"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859718de8441a179925ac1""}",2025-01-13T22:44:05.59797137Z
01JHGXKT79NC3WNRPKZBS63ATQ,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T22:56:38.257114765Z,0,2025-01-13T22:56:38.257114765Z,game ended,2025-01-13T23:02:08.731116481Z,true,2025-01-13T23:03:25.563098362Z,"{""age"":""25"",""gender"":""female "",""strategy"":""no strategy"",""enjoy"":""no"",""feedback"":""i had no partner "",""education"":""master""}",2025-01-13T23:03:25.548192456Z,01JHGXA37CZW3WJ3WJ1GK3320B,2025-01-13T22:55:15.820483649Z,2,2025-01-13T22:53:35.20366951Z,true,2025-01-13T22:56:37.415727821Z,01JHGXA37CZW3WJ3WJ1GK3320B,2025-01-13T22:56:37.453731875Z,01JHGY48J9XT6MBSSSSZA71JE2,2025-01-13T22:56:37.453731875Z,Minu,2025-01-13T22:56:38.257114765Z,#444EA1,2025-01-13T22:56:38.257114765Z,01JHGXKRT83ZTWJKEQR6E1WZAY,2025-01-13T22:47:38.47357198Z,6744a4e059fd1c761b0d66d9,2025-01-13T22:47:38.47357198Z,01JHGXJDRCPYGC6A9V38MAD0JC,2025-01-13T22:56:38.257114765Z,,,director,2025-01-13T23:01:05.409062709Z,0,2025-01-13T22:56:38.257114765Z,/avatars/red.png,2025-01-13T22:56:38.257114765Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T22:47:38.480720048Z,full-noncomp,2025-01-13T22:47:38.480720048Z,"{""participantKey"":""6744a4e059fd1c761b0d66d9"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""678597ad75536e87254eaf27""}",2025-01-13T22:47:39.060504896Z
01JHGYM40K6P4SMW0TYPFG1H51,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-13T23:13:35.865303819Z,1.590000,2025-01-14T00:05:58.089564928Z,game ended,2025-01-14T00:05:58.483552675Z,true,2025-01-14T00:06:35.927310348Z,"{""age"":""31"",""gender"":""female"",""strategy"":""naming the points on the side or the inside"",""enjoy"":""I did! It was fun"",""feedback"":"""",""education"":""bachelor""}",2025-01-14T00:06:35.859510116Z,01JHGXA8B7K9W683NZVSFGRJYC,2025-01-13T23:11:44.547481759Z,2,2025-01-13T23:06:40.608615979Z,true,2025-01-13T23:12:18.323648835Z,01JHGXA8B7K9W683NZVSFGRJYC,2025-01-13T23:12:19.948382918Z,01JHGZ10Z6M4Y79TCZGGM5BGPF,2025-01-13T23:12:19.948382918Z,Repi,2025-01-13T23:13:35.865303819Z,#29828D,2025-01-13T23:13:35.865303819Z,01JHGYM3VYKXPKH9KXHQR6PMJ0,2025-01-13T23:05:17.075946091Z,66cf5037b04affe37187bb8a,2025-01-13T23:05:17.075946091Z,01JHGYMXR6B5MMBTZT2FM0Y9PN,2025-01-13T23:13:35.865303819Z,,,director,2025-01-14T00:05:10.282657569Z,1.590000,2025-01-14T00:05:58.089564928Z,/avatars/blue.png,2025-01-13T23:13:35.865303819Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:05:17.100620859Z,full-noncomp,2025-01-13T23:05:17.100620859Z,"{""participantKey"":""66cf5037b04affe37187bb8a"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859c127d6e27798b98df8b""}",2025-01-13T23:05:17.295097613Z
01JHGYMMQ6BJYAAD99QH05QAP2,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-13T23:09:52.878249956Z,1.830000,2025-01-13T23:44:37.238195424Z,game ended,2025-01-13T23:44:37.510561803Z,true,2025-01-13T23:46:10.786933231Z,"{""age"":""21"",""gender"":""Female"",""strategy"":""Describing the characteristics of the shape that are similar to everyday objects."",""enjoy"":""Yes, it seemed like we formed our own 'language' and didn't need as many words to describe the objects by the end of the game."",""feedback"":""This was a very fun game. No problems encountered."",""education"":""bachelor""}",2025-01-13T23:46:10.695774515Z,01JHGXA5Z9PYEZYZHPW79N1EEC,2025-01-13T23:08:50.709440513Z,2,2025-01-13T23:08:22.674832814Z,true,2025-01-13T23:09:50.699126759Z,01JHGXA5Z9PYEZYZHPW79N1EEC,2025-01-13T23:09:50.822498761Z,01JHGYWFB1S6Q8S2KF8QF3MHKF,2025-01-13T23:09:50.822498761Z,Minu,2025-01-13T23:09:52.878249956Z,#444EA1,2025-01-13T23:09:52.878249956Z,01JHGYMMAYFKSBFMW05SQWNV86,2025-01-13T23:05:34.182309828Z,66b0d6ecaaab7cbcd8b2a842,2025-01-13T23:05:34.182309828Z,01JHGYM9JPTQ4HSS74K7S9QCSS,2025-01-13T23:09:52.878249956Z,,,matcher,2025-01-13T23:44:11.436263926Z,1.830000,2025-01-13T23:44:37.238195424Z,/avatars/red.png,2025-01-13T23:09:52.878249956Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T23:05:34.206015242Z,full-noncomp,2025-01-13T23:05:34.206015242Z,"{""participantKey"":""66b0d6ecaaab7cbcd8b2a842"",""STUDY_ID"":""67857eae498df7f729574db7"",""SESSION_ID"":""67859c1a2378f2915ec79f20""}",2025-01-13T23:05:34.399978926Z
