id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JH9TDRAD4YS1C1AEFM06C2NE,01JH9SGB85HG90JC6PW00MFPF5,2025-01-11T04:37:13.165575285Z,3,2025-01-11T04:37:13.165575285Z,true,2025-01-11T04:38:22.846534351Z,01JH9SGB8DR3ZQBTE62666YJ37,2025-01-11T04:37:13.165575285Z,1,2025-01-11T04:37:13.165575285Z,true,2025-01-11T04:38:19.812730966Z,feedback,2025-01-11T04:37:13.165575285Z,01JH9TDQRAD320BJ2YE1GKBFCZ,2025-01-11T04:37:13.165575285Z,true,2025-01-11T04:38:19.637467227Z,true,2025-01-11T04:38:19.835231076Z,01JH9TDRA5Q491T8X9ZFVVK1PV,2025-01-11T04:37:13.165575285Z
01JH9V00PZ37WBGV5HDX0E3TDF,01JH9SGAA0WCVGJ2BK8MK3A0V0,2025-01-11T04:47:11.583445104Z,60,2025-01-11T04:47:11.583445104Z,true,2025-01-11T05:29:36.764222394Z,01JH9SGAA658NFPWXGCTEHJ41E,2025-01-11T04:47:11.583445104Z,0,2025-01-11T04:47:11.583445104Z,true,2025-01-11T05:29:15.58026994Z,selection,2025-01-11T04:47:11.583445104Z,01JH9TZW59H8VD3GYY0RJN6VGN,2025-01-11T04:47:11.583445104Z,true,2025-01-11T05:29:15.385277907Z,true,2025-01-11T05:29:15.695179854Z,01JH9V00PR0C55CQFYHP2YHKR8,2025-01-11T04:47:11.583445104Z
01JH9V8CWWWC6FPHGHS0DDPEJE,01JH9SG789Q3JDWPWFKY4MDQWJ,2025-01-11T04:51:46.204239865Z,3,2025-01-11T04:51:46.204239865Z,true,2025-01-11T05:05:34.133587124Z,01JH9SG78HVVRSBRB5PATQ33NW,2025-01-11T04:51:46.204239865Z,1,2025-01-11T04:51:46.204239865Z,true,2025-01-11T05:05:30.52253189Z,feedback,2025-01-11T04:51:46.204239865Z,01JH9V8ACZZFHVXM08NGKCZX5K,2025-01-11T04:51:46.204239865Z,true,2025-01-11T05:05:30.371002456Z,true,2025-01-11T05:05:30.753900893Z,01JH9V8CW7JS540Z2H5ZMAS46K,2025-01-11T04:51:46.204239865Z
01JH9VA6GWCAC36SMGWMXNQ6TQ,01JH9SG6RF4C9BZ8Z35HR73T5T,2025-01-11T04:52:45.21259767Z,60,2025-01-11T04:52:45.21259767Z,true,2025-01-11T05:08:58.65384837Z,01JH9SG6RQ5PT1CRXPH2DDTEVN,2025-01-11T04:52:45.21259767Z,0,2025-01-11T04:52:45.21259767Z,true,2025-01-11T05:08:42.035310188Z,selection,2025-01-11T04:52:45.21259767Z,01JH9VA4H2528BD5WCA85KVYS9,2025-01-11T04:52:45.21259767Z,true,2025-01-11T05:08:41.663213462Z,true,2025-01-11T05:08:42.138387976Z,01JH9VA6GMM2Y0B7K24S5T121T,2025-01-11T04:52:45.21259767Z
01JH9VDBG0PP4EPW254ZAPXY0P,01JH9SG5ST2WM6WFVR52F3X3Q2,2025-01-11T04:54:28.608464385Z,60,2025-01-11T04:54:28.608464385Z,true,2025-01-11T05:30:17.088354534Z,01JH9SG5T4Q3ZQ4H2N2EHSQGEP,2025-01-11T04:54:28.608464385Z,0,2025-01-11T04:54:28.608464385Z,true,2025-01-11T05:29:48.40337766Z,selection,2025-01-11T04:54:28.608464385Z,01JH9VD755WK10R4M99C5A744A,2025-01-11T04:54:28.608464385Z,true,2025-01-11T05:29:47.960664361Z,true,2025-01-11T05:29:48.524771911Z,01JH9VDBFPT2HC3GDYSTC77ER3,2025-01-11T04:54:28.608464385Z
01JH9T8STNK3HFCDNFNXHHDSZ5,01JH9SGE6MZ80HYJT5W4D3K43Z,2025-01-11T04:34:30.869594828Z,3,2025-01-11T04:34:30.869594828Z,true,2025-01-11T05:15:30.993286708Z,01JH9SGE6WNQGJ9QXAAXMXB1KM,2025-01-11T04:34:30.869594828Z,1,2025-01-11T04:34:30.869594828Z,true,2025-01-11T05:15:27.76100776Z,feedback,2025-01-11T04:34:30.869594828Z,01JH9T8RTPPD3CPE3422EAWZRC,2025-01-11T04:34:30.869594828Z,true,2025-01-11T05:15:27.508269609Z,true,2025-01-11T05:15:27.944278303Z,01JH9T8STH1KR3WKAKDBCF9MND,2025-01-11T04:34:30.869594828Z
01JH9TBDH456HDMEHPK3JERED8,01JH9SGAXPRX1SN1DJE6R807K5,2025-01-11T04:35:56.580364879Z,60,2025-01-11T04:35:56.580364879Z,true,2025-01-11T05:05:56.18638992Z,01JH9SGAXY80Q61E4V3J2PWF19,2025-01-11T04:35:56.580364879Z,0,2025-01-11T04:35:56.580364879Z,true,2025-01-11T05:05:32.877184831Z,selection,2025-01-11T04:35:56.580364879Z,01JH9TBCD0G5C5G47WPN0PH6PZ,2025-01-11T04:35:56.580364879Z,true,2025-01-11T05:05:32.741068034Z,true,2025-01-11T05:05:32.981707832Z,01JH9TBDGZJ5XZJFF0E73SPGH9,2025-01-11T04:35:56.580364879Z
01JH9TW354NH0A2J5SZMP6T8YY,01JH9SGM9Y88X030VM49TRMRVS,2025-01-11T04:45:03.012437986Z,3,2025-01-11T04:45:03.012437986Z,true,2025-01-11T05:10:45.2029888Z,01JH9SGMA5SQW06Q2RHZM566J9,2025-01-11T04:45:03.012437986Z,1,2025-01-11T04:45:03.012437986Z,true,2025-01-11T05:10:42.106299214Z,feedback,2025-01-11T04:45:03.012437986Z,01JH9TW1AFY5V83P6NTCHJEXTB,2025-01-11T04:45:03.012437986Z,true,2025-01-11T05:10:41.918934121Z,true,2025-01-11T05:10:42.197037683Z,01JH9TW34NZT9SHHN9X0N589M2,2025-01-11T04:45:03.012437986Z
01JH9TZZZGA4HTSDF2MP8GRY4H,01JH9SGAA0WCVGJ2BK8MK3A0V0,2025-01-11T04:47:10.832620428Z,60,2025-01-11T04:47:10.832620428Z,true,2025-01-11T05:22:01.752681976Z,01JH9SGAA658NFPWXGCTEHJ41E,2025-01-11T04:47:10.832620428Z,0,2025-01-11T04:47:10.832620428Z,true,2025-01-11T05:21:38.475865556Z,selection,2025-01-11T04:47:10.832620428Z,01JH9TZWG7HZ4XY32TRF6HNTEC,2025-01-11T04:47:10.832620428Z,true,2025-01-11T05:21:38.296072998Z,true,2025-01-11T05:21:38.588631239Z,01JH9TZZZ9P0SESEGR76EVCFDN,2025-01-11T04:47:10.832620428Z
01JH9VA57B9M2QCAF9A8AEQJEW,01JH9SG6RF4C9BZ8Z35HR73T5T,2025-01-11T04:52:43.883432573Z,3,2025-01-11T04:52:43.883432573Z,true,2025-01-11T04:55:04.805796804Z,01JH9SG6RQ5PT1CRXPH2DDTEVN,2025-01-11T04:52:43.883432573Z,1,2025-01-11T04:52:43.883432573Z,true,2025-01-11T04:55:01.262323533Z,feedback,2025-01-11T04:52:43.883432573Z,01JH9VA3JSN3XAJQW7624PEBA3,2025-01-11T04:52:43.883432573Z,true,2025-01-11T04:54:59.992646118Z,true,2025-01-11T04:55:01.328546295Z,01JH9VA56K0TT8WJF06Q74YX6D,2025-01-11T04:52:43.883432573Z
01JH9VD9FG9MZFJJ84874183YR,01JH9SG5ST2WM6WFVR52F3X3Q2,2025-01-11T04:54:26.544825687Z,3,2025-01-11T04:54:26.544825687Z,true,2025-01-11T05:16:15.327355938Z,01JH9SG5T4Q3ZQ4H2N2EHSQGEP,2025-01-11T04:54:26.544825687Z,1,2025-01-11T04:54:26.544825687Z,true,2025-01-11T05:16:12.025846784Z,feedback,2025-01-11T04:54:26.544825687Z,01JH9VD65RYYK4SXZWMC970KXD,2025-01-11T04:54:26.544825687Z,true,2025-01-11T05:16:11.861109001Z,true,2025-01-11T05:16:12.149269815Z,01JH9VD9EPKYPKH47EVCNBF46K,2025-01-11T04:54:26.544825687Z
