room_num,image_options,target_image,stage_num,trial_num,round_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_3,1,19,7,FALSE,NA,order,1,38,37,878,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_1_1,1,20,7,FALSE,NA,order,1,38,37,879,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_2,1,21,7,FALSE,NA,order,1,38,37,880,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_4_4,1,22,8,FALSE,NA,order,1,38,37,881,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_2,1,23,8,FALSE,NA,order,1,38,37,882,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_1_4,1,24,8,FALSE,NA,order,1,38,37,883,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_4_1,1,27,9,FALSE,NA,order,1,37,38,884,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_1_2,1,25,9,FALSE,NA,order,1,37,38,885,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_4,1,26,9,FALSE,NA,order,1,37,38,886,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_1,1,28,10,FALSE,NA,order,1,37,38,887,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_4,1,29,10,FALSE,NA,order,1,37,38,888,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_2,1,30,10,FALSE,NA,order,1,37,38,889,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_1_4,1,31,11,FALSE,NA,order,1,37,38,890,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_4_1,1,32,11,FALSE,NA,order,1,37,38,891,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_1_3,1,33,11,FALSE,NA,order,1,37,38,892,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_4_4,1,34,12,FALSE,NA,order,1,37,38,893,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_4,1,35,12,FALSE,NA,order,1,37,38,894,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_1_1,1,36,12,FALSE,NA,order,1,37,38,895,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_4_2,1,39,13,FALSE,NA,order,1,38,37,896,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_1,1,37,13,FALSE,NA,order,1,38,37,897,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_3,1,38,13,FALSE,NA,order,1,38,37,898,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_4,1,40,14,FALSE,NA,order,1,38,37,899,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_2_2,1,41,14,FALSE,NA,order,1,38,37,900,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_3,1,42,14,FALSE,NA,order,1,38,37,901,19
1,2_1_1;2_1_2;2_1_3;2_1_4;2_2_1;2_2_2;2_2_3;2_2_4;2_3_1;2_3_2;2_3_3;2_3_4;2_4_1;2_4_2;2_4_3;2_4_4,2_3_2,1,43,15,FALSE,NA,order,1,38,37,902,19
