condition_label,dataset_id,full_cite,short_cite,group_size,prior_relationship,partner_constancy,role_constancy,population,confederates,modality,feedback,backchannel,language,condition_id
color_boxes,dahan2025_hedging,"Dahan, D. (2025). When hedging helps, rather than impedes, communication: collaboration in the referential communication task. Discourse Processes, 62(2), 89-111.",Dahan (2025),2,yes,yes,no,adult,no,oral-in-person,none,full,English,1
