roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JHDTY447DW7XC65B8MYSQD42,NA,01JHDSENBHY9B83RV9ECKWENWM,8,65,0,NA,/tangrams/310_109.png,9,8,"[""/tangrams/34_346.png"",""/tangrams/220_438.png"",""/tangrams/80_460.png"",""/tangrams/310_109.png""]"
01JHDSG473JYH872PRTDGPDXHD,TRUE,01JHDRYFJ2BRY23J4SFBVWGDG5,7,65,0,/tangrams/318_179.png,/tangrams/318_179.png,8,7,"[""/tangrams/318_179.png"",""/tangrams/257_344.png"",""/tangrams/296_183.png"",""/tangrams/4_71.png""]"
01JHDTNGA1WADPANWYZP15R5ZA,NA,01JHDSENAYK76DQX37J3H6VY74,25,65,1,NA,/tangrams/289_358.png,10,25,"[""/tangrams/360_205.png"",""/tangrams/289_358.png"",""/tangrams/21_226.png"",""/tangrams/189_419.png""]"
01JHDT28JMRYKRD6GPEZ4GHA63,TRUE,01JHDSEN9ZXYGTDKT3E4FMPN7Y,6,65,0,/tangrams/306_96.png,/tangrams/306_96.png,7,6,"[""/tangrams/306_96.png"",""/tangrams/276_179.png"",""/tangrams/14_100.png"",""/tangrams/67_181.png""]"
01JHDT1D20Z9GKKC4F1XC3FV0G,FALSE,01JHDSEN9DC4QXFP61HDZDXMVF,45,65,2,NA,/tangrams/183_431.png,14,45,"[""/tangrams/314_133.png"",""/tangrams/410_62.png"",""/tangrams/383_34.png"",""/tangrams/183_431.png""]"
01JHDT28H8WKZQP2E3109T1FGB,FALSE,01JHDSEN9ZXYGTDKT3E4FMPN7Y,2,65,0,NA,/tangrams/385_370.png,3,2,"[""/tangrams/14_100.png"",""/tangrams/90_117.png"",""/tangrams/385_370.png"",""/tangrams/367_366.png""]"
01JHDTNH4NZ24RKB9NG7T08PCJ,NA,01JHDSENAYK76DQX37J3H6VY74,53,65,3,NA,/tangrams/255_161.png,6,53,"[""/tangrams/102_297.png"",""/tangrams/128_421.png"",""/tangrams/7_220.png"",""/tangrams/255_161.png""]"
01JHDSHPQ826WHSFK8ZTMQT9JG,TRUE,01JHDRYRE2FDEZZD13T1M5NP7E,61,65,3,/tangrams/443_232.png,/tangrams/443_232.png,14,61,"[""/tangrams/330_172.png"",""/tangrams/443_232.png"",""/tangrams/353_196.png"",""/tangrams/425_394.png""]"
01JHDT1D7WSWRVXJYB34G23180,NA,01JHDSEN9DC4QXFP61HDZDXMVF,59,65,3,NA,/tangrams/392_101.png,12,59,"[""/tangrams/205_265.png"",""/tangrams/183_431.png"",""/tangrams/272_132.png"",""/tangrams/392_101.png""]"
01JHDSWWASHJFRFV26Z50FNDW9,TRUE,01JHDS0KXDNZPWE4782ZXE3X1V,7,65,0,/tangrams/11_250.png,/tangrams/11_250.png,8,7,"[""/tangrams/200_328.png"",""/tangrams/11_250.png"",""/tangrams/466_228.png"",""/tangrams/311_292.png""]"
