id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JH9SGKR50W5ED7CXSG3TQF7R,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:18.213122084Z,all games finished,2025-01-11T05:14:35.176175063Z,true,2025-01-11T04:21:18.221839745Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:18.213122084Z,ended,2025-01-11T05:14:35.176175063Z
01JH9SGM9Y88X030VM49TRMRVS,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:18.782748322Z,all games finished,2025-01-11T05:29:49.135538909Z,true,2025-01-11T04:21:18.790562931Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:18.782748322Z,ended,2025-01-11T05:29:49.135538909Z
01JH9SGB85HG90JC6PW00MFPF5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:09.509670684Z,all games finished,2025-01-11T05:10:38.657382728Z,true,2025-01-11T04:21:09.51837338Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:09.509670684Z,ended,2025-01-11T05:10:38.657382728Z
01JH9SGE6MZ80HYJT5W4D3K43Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:12.532076543Z,all games finished,2025-01-11T05:29:21.117307612Z,true,2025-01-11T04:21:12.539849945Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:12.532076543Z,ended,2025-01-11T05:29:21.117307612Z
01JH9SGAXPRX1SN1DJE6R807K5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:09.174743692Z,all games finished,2025-01-11T05:18:00.227612101Z,true,2025-01-11T04:21:09.182713384Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:09.174743692Z,ended,2025-01-11T05:18:00.227612101Z
01JH9SGDKV1EQ95V1SDDJNDQ5X,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:11.931521917Z,all games finished,2025-01-11T05:14:06.38186097Z,true,2025-01-11T04:21:11.93872774Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:11.931521917Z,ended,2025-01-11T05:14:06.38186097Z
01JH9SGKF7EQ1XC0PDNHES0FBJ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:21:17.927666974Z,all games finished,2025-01-11T04:44:06.500378756Z,true,2025-01-11T04:21:17.93511684Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:21:17.927666974Z,ended,2025-01-11T04:44:06.500378756Z
01JH9VBFB1QZKZMY6PQC7WNTKS,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:53:27.009215633Z,all games finished,2025-01-11T05:33:09.005069729Z,true,2025-01-11T04:53:27.11087114Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:53:27.009215633Z,ended,2025-01-11T05:33:09.005069729Z
01JH9VMBD4Z5STDMYH967P5RSE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:58:17.892254186Z,,,true,2025-01-11T04:58:44.100314878Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:58:17.892254186Z,terminated,2025-01-11T05:41:45.963623411Z
01JH9VNZG27AKVHG14PPGHEAWQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-11T04:59:11.234854881Z,,,true,2025-01-11T04:59:33.759636633Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-11T04:59:11.234854881Z,terminated,2025-01-11T05:41:44.084940504Z
