roundID,text,playerID,director_msg,chit_chat
01JK45JY89DT9DJF1J0K7ZME35,castle with diamond in the middle,01JK457AKRPRNS17AEQHS80T3S,TRUE,FALSE
01JK45JY8CTCKTW44WVGHFD058,"house, all black",01JK455VW63ETCXWJFGJTK6P5P,TRUE,FALSE
01JK47RT60A49SXAMT1K2GJCED,small sharp hat on top of a pointy blob,01JK47J0RF2VM23CA4CWE4AVRX,TRUE,FALSE
01JK48HH7AP0B8HA05A4S3C7VJ,top arrow facing the right and bottom two arrows pointing up and down,01JK4847PY2ET4C6DNW9N77HM7,TRUE,FALSE
01JK48HH7JJXV8DQKAMVDKAF4D,dogs ears top and arrow facing right,01JK4803HNF7SME8Z9W0HT6DBY,TRUE,FALSE
01JK45JY8CTCKTW44WSXWJ3HJJ,there is a triangle and diamond at the bottom,01JK457AKRPRNS17AEQHS80T3S,TRUE,FALSE
01JK45JY95GYFA1715S3BN5ET9,downwards arrow. triangle and diamond at bottom,01JK455VW63ETCXWJFGJTK6P5P,TRUE,FALSE
01JK48HH5E1HEC404P1FTXFXE6,triangle ears with arrow pointing right at bottom,01JK4847PY2ET4C6DNW9N77HM7,TRUE,FALSE
01JK48HH6M94ZG13V6784KEQWE,trangle ears with arrow base facing right,01JK4803HNF7SME8Z9W0HT6DBY,TRUE,FALSE
01JK45JY91640REJ665QF3BZR1,this was fun,01JK457AKRPRNS17AEQHS80T3S,FALSE,FALSE
01JK45JY91640REJ665QF3BZR1,last one,01JK457AKRPRNS17AEQHS80T3S,FALSE,FALSE
01JK45JY91640REJ665QF3BZR1,white almost diamond in middle,01JK455VW63ETCXWJFGJTK6P5P,TRUE,FALSE
01JK47EYGPA75RJ397DH8N2RG2,has a square hole in middle,01JK477R58AT3NBDR93M7QDTDJ,TRUE,FALSE
01JK481VCJPJ5T5NXWPA759ND7,hi! hexagon on top with two straight arms and two leg-shapes. One is bent back,01JK465YSXEK63PZ0HJRDXS1MK,TRUE,FALSE
