gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHGGYD2VBZ481WAASEHSBTBK,NA,01JHGGYD2KFG1MREWX2P1X286Z,NA,NA,NA,NA,NA
01JHGGY73YKFPFR78HD0F9P5YC,2,01JHGGY73QE3Z8WE6H9RAQ50RP,4,comp-between,ended,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",90
01JHGGY7R091J93MX4XJMRYRF8,2,01JHGGY7QSMR6XA2FG68FMS49Q,4,comp-between,ended,"[[81,17],[81,216],[81,278],[81,212],[266,17],[266,216],[266,278],[266,212],[408,17],[408,216],[408,278],[408,212],[424,17],[424,216],[424,278],[424,212]]",180
01JHGGYCS451XAKQQ5AXY059NA,NA,01JHGGYCRXZ79QXYPZKXNGJ8CW,NA,NA,NA,NA,NA
01JHGGYBNNQV5P1MRTY9EPHFHT,NA,01JHGGYBNDXAG6H1CZVKP5V61Z,NA,NA,NA,NA,NA
01JHGGYCE4KJXBJJ1XFRKDXWEB,NA,01JHGGYCDSPBMPTNQBEJPB6EJA,NA,NA,NA,NA,NA
01JHGGY1ZYC1KM428A4XC87HN1,2,01JHGGY1ZM7X6TNEN4JJ3VWT6S,4,comp-between,ended,"[[341,453],[341,154],[341,388],[341,24],[375,453],[375,154],[375,388],[375,24],[298,453],[298,154],[298,388],[298,24],[293,453],[293,154],[293,388],[293,24]]",180
01JHGGY54SXSZQW4TE12ZJHVE3,2,01JHGGY54HNTA1WCZZ606PXMYN,4,comp-between,ended,"[[203,291],[203,357],[203,259],[203,47],[249,291],[249,357],[249,259],[249,47],[459,291],[459,357],[459,259],[459,47],[78,291],[78,357],[78,259],[78,47]]",0
01JHGGY8P7JEQPK3HA35DPTKZQ,2,01JHGGY8P0J66Y85GEZC6VQNWA,4,comp-between,ended,"[[117,153],[117,6],[117,397],[117,207],[360,153],[360,6],[360,397],[360,207],[30,153],[30,6],[30,397],[30,207],[103,153],[103,6],[103,397],[103,207]]",270
01JHGGYC2XV8EC8SZCHF8Z55X6,NA,01JHGGYC2P9ZNFPX4HXWP31BRJ,NA,NA,NA,NA,NA
01JHGGXYZWXD6VFDEGADATQMG8,2,01JHGGXYZB35K2VWPVXQAWP6AZ,4,comp-between,ended,"[[342,437],[342,197],[342,332],[342,75],[232,437],[232,197],[232,332],[232,75],[181,437],[181,197],[181,332],[181,75],[376,437],[376,197],[376,332],[376,75]]",90
01JHGGY4AX2P47YBE9PNYAZSBA,2,01JHGGY4ANFVCM9BZ7CZHAMKWE,4,comp-between,ended,"[[431,233],[431,264],[431,77],[431,133],[61,233],[61,264],[61,77],[61,133],[363,233],[363,264],[363,77],[363,133],[40,233],[40,264],[40,77],[40,133]]",180
01JHGGY5Z05KJRNNNVJZMNX4RQ,2,01JHGGY5YQ8K6AW6SFNW35CN7K,4,comp-between,ended,"[[374,341],[374,307],[374,285],[374,24],[301,341],[301,307],[301,285],[301,24],[381,341],[381,307],[381,285],[381,24],[288,341],[288,307],[288,285],[288,24]]",0
01JHGGY9WK95B71BMX502V4N0Q,2,01JHGGY9WB16H3FY4RYRBP93C5,4,comp-between,ended,"[[440,27],[440,360],[440,0],[440,456],[117,27],[117,360],[117,0],[117,456],[399,27],[399,360],[399,0],[399,456],[223,27],[223,360],[223,0],[223,456]]",0
01JHGGYB8GRMFS9GB2A4FX8GD1,NA,01JHGGYB88AQ9N7KRP2T3SBDKH,NA,NA,NA,NA,NA
