id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JHDRYFJ2BRY23J4SFBVWGDG5,2,2025-01-12T17:37:59.777041532Z,01JHDRYFHR67P3C94Z2470CP6S,2025-01-12T17:28:21.82668154Z,"[179,56,7,411,71,183,278,90,344,334,149,272,304,150,157,219]",2025-01-12T17:38:00.452629413Z,4,2025-01-12T17:37:59.88938163Z,noncomp,2025-01-12T17:37:59.88938163Z,true,2025-01-12T18:17:17.030862925Z,false,2025-01-12T17:37:59.88938163Z,end of game,2025-01-12T18:17:17.157122468Z,01JHDRYFJFX9FZ0R433PQDMJBC,2025-01-12T17:28:21.840887609Z,false,2025-01-12T17:38:09.825486004Z,5,2025-01-12T17:37:59.88938163Z,0,2025-01-12T18:09:57.971769407Z,270,2025-01-12T17:37:59.88938163Z,63,2025-01-12T17:38:00.452629413Z,1,2025-01-12T17:37:59.88938163Z,null,2025-01-12T18:17:17.030862925Z,true,2025-01-12T17:37:59.777041532Z,true,2025-01-12T17:37:59.777041532Z,ended,2025-01-12T18:17:17.157122468Z,"[[318,179],[282,56],[100,7],[200,411],[4,71],[296,183],[48,278],[307,90],[257,344],[409,334],[432,149],[238,272],[292,304],[198,150],[207,157],[413,219]]",2025-01-12T17:38:00.452629413Z,"[318,282,100,200,4,296,48,307,257,409,432,238,292,198,207,413]",2025-01-12T17:38:00.452629413Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:28:21.82668154Z,full-noncomp,2025-01-12T17:28:21.82668154Z
01JHDS0G7D57MN6NVVBM5B0W5H,,,01JHDS0G72B8TPHMF9C775SBX1,2025-01-12T17:29:28.045080819Z,,,,,,,false,2025-01-12T17:29:28.045080819Z,,,batch ended,2025-01-12T17:34:52.202278626Z,01JHDS0G8AEZ2DSBWR6Q82KDNV,2025-01-12T17:29:28.076122399Z,,,,,,,,,,,,,,,false,2025-01-12T17:29:28.045080819Z,,,terminated,2025-01-12T17:34:52.202278626Z,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:29:28.045080819Z,full-noncomp,2025-01-12T17:29:28.045080819Z
01JHDRXZZNS6W0KNGZCH2B1KKK,2,2025-01-12T17:34:47.589841908Z,01JHDRXZZ1K7XTRTT10AGGG9CS,2025-01-12T17:28:05.877408482Z,"[444,465,103,325,107,115,113,11,190,346,100,386,361,445,418,119]",2025-01-12T17:34:47.825912844Z,4,2025-01-12T17:34:47.611627654Z,noncomp,2025-01-12T17:34:47.611627654Z,true,2025-01-12T18:05:53.283615622Z,false,2025-01-12T17:34:47.611627654Z,end of game,2025-01-12T18:05:53.500182374Z,01JHDRY009ZSPM7PHA79X9MD9G,2025-01-12T17:28:05.899824134Z,false,2025-01-12T17:34:50.946159845Z,5,2025-01-12T17:34:47.611627654Z,0,2025-01-12T17:41:48.208315403Z,180,2025-01-12T17:34:47.611627654Z,63,2025-01-12T17:34:47.825912844Z,1,2025-01-12T17:34:47.611627654Z,null,2025-01-12T18:05:53.283615622Z,true,2025-01-12T17:34:47.589841908Z,true,2025-01-12T17:34:47.589841908Z,ended,2025-01-12T18:05:53.500182374Z,"[[259,444],[130,465],[61,103],[218,325],[397,107],[213,115],[285,113],[71,11],[289,190],[6,346],[322,100],[165,386],[224,361],[436,445],[95,418],[407,119]]",2025-01-12T17:34:47.825912844Z,"[259,130,61,218,397,213,285,71,289,6,322,165,224,436,95,407]",2025-01-12T17:34:47.825912844Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:28:05.877408482Z,full-noncomp,2025-01-12T17:28:05.877408482Z
01JHDRYFJ2BRY23J4SFMJNZ8M5,2,2025-01-12T17:37:51.528487323Z,01JHDRYFHR67P3C94Z2470CP6S,2025-01-12T17:28:21.826936062Z,"[39,469,351,330,336,246,4,169,427,155,153,65,358,119,82,424]",2025-01-12T17:37:52.057126007Z,4,2025-01-12T17:37:51.586295006Z,noncomp,2025-01-12T17:37:51.586295006Z,true,2025-01-12T18:09:44.46199566Z,false,2025-01-12T17:37:51.586295006Z,end of game,2025-01-12T18:09:44.74623179Z,01JHDRYFJWS3JYGW8EFQND7FRP,2025-01-12T17:28:21.853519035Z,false,2025-01-12T17:38:00.301862803Z,5,2025-01-12T17:37:51.586295006Z,0,2025-01-12T18:06:38.531800753Z,0,2025-01-12T17:37:51.586295006Z,63,2025-01-12T17:37:52.057126007Z,1,2025-01-12T17:37:51.586295006Z,null,2025-01-12T18:09:44.46199566Z,true,2025-01-12T17:37:51.528487323Z,true,2025-01-12T17:37:51.528487323Z,ended,2025-01-12T18:09:44.74623179Z,"[[269,39],[117,469],[244,351],[385,330],[170,336],[441,246],[421,4],[70,169],[292,427],[293,155],[339,153],[381,65],[134,358],[289,119],[15,82],[422,424]]",2025-01-12T17:37:52.057126007Z,"[269,117,244,385,170,441,421,70,292,293,339,381,134,289,15,422]",2025-01-12T17:37:52.057126007Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:28:21.826936062Z,full-noncomp,2025-01-12T17:28:21.826936062Z
01JHDS0KXC5VRF4K1N0K42GW13,2,2025-01-12T17:44:07.98383896Z,01JHDS0KWZQDR4ZDSJ946RVYYZ,2025-01-12T17:29:31.82019259Z,"[39,349,127,443,469,431,340,357,358,244,45,459,73,375,316,189]",2025-01-12T17:44:09.366514654Z,4,2025-01-12T17:44:08.074037556Z,noncomp,2025-01-12T17:44:08.074037556Z,true,2025-01-12T18:24:29.668265691Z,false,2025-01-12T17:44:08.074037556Z,end of game,2025-01-12T18:24:29.77545082Z,01JHDS0KXSQQTMD5BKBMZFPCR1,2025-01-12T17:29:31.844332056Z,false,2025-01-12T17:44:29.771509728Z,5,2025-01-12T17:44:08.074037556Z,0,2025-01-12T18:05:56.694704334Z,270,2025-01-12T17:44:08.074037556Z,63,2025-01-12T17:44:09.366514654Z,1,2025-01-12T17:44:08.074037556Z,null,2025-01-12T18:24:29.668265691Z,true,2025-01-12T17:44:07.98383896Z,true,2025-01-12T17:44:07.98383896Z,ended,2025-01-12T18:24:29.77545082Z,"[[268,39],[448,349],[6,127],[78,443],[264,469],[382,431],[434,340],[451,357],[442,358],[305,244],[25,45],[399,459],[374,73],[217,375],[341,316],[37,189]]",2025-01-12T17:44:09.366514654Z,"[268,448,6,78,264,382,434,451,442,305,25,399,374,217,341,37]",2025-01-12T17:44:09.366514654Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:29:31.82019259Z,full-noncomp,2025-01-12T17:29:31.82019259Z
01JHDSEFMD6K1XBGABRT6PP5YG,,,01JHDSEFKX60A86FMYSZFBT7QT,2025-01-12T17:37:06.18937877Z,,,,,,,false,2025-01-12T17:37:06.18937877Z,,,batch ended,2025-01-12T17:40:32.512128473Z,01JHDSEFN2JG7AS2QZ4JMRMN54,2025-01-12T17:37:06.211945397Z,,,,,,,,,,,,,,,false,2025-01-12T17:37:06.18937877Z,,,terminated,2025-01-12T17:40:32.512128473Z,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:37:06.18937877Z,full-noncomp,2025-01-12T17:37:06.18937877Z
01JHDRY6FPS99E2NA6HEZHD8AK,2,2025-01-12T17:35:37.600497479Z,01JHDRY6FB1TBNBEXV082FF6QB,2025-01-12T17:28:12.534542237Z,"[405,310,105,386,186,426,320,117,144,293,466,183,215,444,224,26]",2025-01-12T17:35:37.813026883Z,4,2025-01-12T17:35:37.619202961Z,noncomp,2025-01-12T17:35:37.619202961Z,true,2025-01-12T18:02:29.663025238Z,false,2025-01-12T17:35:37.619202961Z,end of game,2025-01-12T18:02:29.841359214Z,01JHDRY6G4VDZMWH6NPR7QHD6X,2025-01-12T17:28:12.550352013Z,false,2025-01-12T17:35:42.683374008Z,5,2025-01-12T17:35:37.619202961Z,0,2025-01-12T17:37:15.265124449Z,0,2025-01-12T17:35:37.619202961Z,63,2025-01-12T17:35:37.813026883Z,1,2025-01-12T17:35:37.619202961Z,null,2025-01-12T18:02:29.663025238Z,true,2025-01-12T17:35:37.600497479Z,true,2025-01-12T17:35:37.600497479Z,ended,2025-01-12T18:02:29.841359214Z,"[[338,405],[447,310],[68,105],[255,386],[208,186],[316,426],[76,320],[48,117],[282,144],[133,293],[356,466],[399,183],[170,215],[392,444],[38,224],[385,26]]",2025-01-12T17:35:37.813026883Z,"[338,447,68,255,208,316,76,48,282,133,356,399,170,392,38,385]",2025-01-12T17:35:37.813026883Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:28:12.534542237Z,full-noncomp,2025-01-12T17:28:12.534542237Z
01JHDS085RCQV90KFQ343HD284,,,01JHDS085DG2JCY6SPVART79EB,2025-01-12T17:29:19.800514096Z,,,,,,,false,2025-01-12T17:29:19.800514096Z,,,batch ended,2025-01-12T17:34:50.639024457Z,01JHDS0865EMCVTD6ZSFY6N014,2025-01-12T17:29:19.815109938Z,,,,,,,,,,,,,,,false,2025-01-12T17:29:19.800514096Z,,,terminated,2025-01-12T17:34:50.639024457Z,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:29:19.800514096Z,full-noncomp,2025-01-12T17:29:19.800514096Z
01JHDS085RCQV90KFQ3F6XP49D,,,01JHDS085DG2JCY6SPVART79EB,2025-01-12T17:29:19.800757972Z,,,,,,,false,2025-01-12T17:29:19.800757972Z,,,batch ended,2025-01-12T17:34:50.639024457Z,01JHDS086JZ1QKWS03MEZC0DG0,2025-01-12T17:29:19.827863189Z,,,,,,,,,,,,,,,false,2025-01-12T17:29:19.800757972Z,,,terminated,2025-01-12T17:34:50.639024457Z,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:29:19.800757972Z,full-noncomp,2025-01-12T17:29:19.800757972Z
01JHDS0JDGF55CETX8ZBQ4WAAS,2,2025-01-12T17:41:19.874852296Z,01JHDS0JD6F5ZWXYZ2Y0138XQT,2025-01-12T17:29:30.288228377Z,"[14,85,392,121,321,21,274,417,113,291,253,352,419,255,325,328]",2025-01-12T17:41:20.889891504Z,4,2025-01-12T17:41:19.946875112Z,noncomp,2025-01-12T17:41:19.946875112Z,true,2025-01-12T18:10:23.486383107Z,false,2025-01-12T17:41:19.946875112Z,end of game,2025-01-12T18:10:23.595088015Z,01JHDS0JEAH4DKFJVC25DTN9E0,2025-01-12T17:29:30.316483769Z,false,2025-01-12T17:41:36.756988712Z,5,2025-01-12T17:41:19.946875112Z,0,2025-01-12T18:02:42.777740849Z,0,2025-01-12T17:41:19.946875112Z,63,2025-01-12T17:41:20.889891504Z,1,2025-01-12T17:41:19.946875112Z,null,2025-01-12T18:10:23.486383107Z,true,2025-01-12T17:41:19.874852296Z,true,2025-01-12T17:41:19.874852296Z,ended,2025-01-12T18:10:23.595088015Z,"[[248,14],[361,85],[365,392],[300,121],[53,321],[0,21],[396,274],[224,417],[174,113],[7,291],[202,253],[40,352],[240,419],[400,255],[377,325],[171,328]]",2025-01-12T17:41:20.889891504Z,"[248,361,365,300,53,0,396,224,174,7,202,40,240,400,377,171]",2025-01-12T17:41:20.889891504Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-12T17:29:30.288228377Z,full-noncomp,2025-01-12T17:29:30.288228377Z
