gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JH9BRHR8QRZ25D3VFBSAAXZH,2,01JH9BRHQZYSSYWQN75W3PAV17,4,noncomp,ended,"[[45,380],[82,189],[73,187],[436,280],[176,122],[418,102],[21,400],[423,381],[74,376],[369,219],[399,422],[216,321],[305,163],[192,359],[128,107],[290,165]]",0
01JH9BRNDVYKXKN9CSJRJVMJHY,2,01JH9BRNDMV7QEPRE6J0F03ZEB,4,noncomp,ended,"[[214,168],[161,8],[39,171],[135,137],[64,367],[261,93],[428,0],[309,310],[169,236],[114,203],[67,317],[407,206],[124,94],[231,153],[450,131],[264,111]]",0
01JH9BRP9GE0ZVJS39DBKV0AFR,2,01JH9BRP99CTZD392P7WRGTWZ2,4,noncomp,ended,"[[309,224],[137,110],[244,351],[313,295],[432,41],[336,378],[459,74],[332,339],[68,72],[171,352],[369,243],[233,69],[328,364],[21,451],[355,223],[169,404]]",180
01JH9BREM9CNFMDTE8ZGVGBWWT,2,01JH9BREKSM9GWVCQ942EKS85B,4,noncomp,ended,"[[335,321],[277,365],[72,197],[312,417],[93,243],[422,407],[193,270],[147,71],[204,315],[75,340],[469,185],[90,100],[331,247],[57,0],[3,68],[267,316]]",0
01JH9BRK0XGF8A62XZ1MCZN3C4,2,01JH9BRK0NGX20E7KW6Z2CN9PP,4,noncomp,ended,"[[468,75],[443,305],[14,337],[230,37],[137,334],[256,2],[38,146],[241,236],[122,237],[454,265],[85,167],[211,317],[345,266],[452,148],[409,219],[312,326]]",0
01JH9DWKFQGPKBKV1DG18G1KC7,2,01JH9DWKEH6GDE4GTY062FWBF2,4,noncomp,ended,"[[166,341],[23,52],[196,314],[129,51],[26,111],[257,300],[362,339],[134,47],[240,50],[369,336],[185,422],[97,440],[201,73],[232,397],[388,159],[184,457]]",90
01JH9EGPQY8P28R15MNP70Z40P,NA,01JH9EGPNTN4RWJ2CKPGRT3968,NA,NA,terminated,NA,NA
01JH9E6Z7K62E5HRRZJGEACRWF,2,01JH9E6Z600P28KEFHBRWZJC3R,4,noncomp,ended,"[[14,16],[262,362],[384,160],[67,326],[54,80],[109,290],[192,227],[33,113],[436,238],[378,468],[349,299],[257,381],[156,406],[28,405],[422,322],[359,339]]",90
01JH9BRH79CNE9WT406Z7STBP1,2,01JH9BRH7026TDSMHK7PT05CSY,4,noncomp,ended,"[[193,356],[340,264],[345,52],[93,241],[223,89],[123,368],[329,421],[105,410],[343,346],[166,298],[195,429],[45,190],[422,306],[20,406],[126,37],[180,337]]",90
01JH9BRKGYAQPYRSATFK9G1CDV,2,01JH9BRKGNSDDX0QRWMQFBMC6N,4,noncomp,ended,"[[42,48],[133,329],[210,136],[305,62],[412,211],[358,448],[58,366],[291,135],[152,372],[50,32],[309,215],[435,423],[453,64],[444,263],[281,111],[195,415]]",0
01JH9BRMTHGSJFFKTD82MTRQ0M,2,01JH9BRMT9A0DFMVRAWQEPJ38D,4,noncomp,ended,"[[211,355],[352,217],[161,200],[107,416],[359,382],[431,194],[41,272],[320,404],[222,290],[235,326],[164,134],[275,343],[167,137],[332,423],[361,325],[8,85]]",180
01JH9BRNZ53EZP16JQY7B7TCJD,2,01JH9BRNYYHXEKB1VEKV8Z4T4P,4,noncomp,ended,"[[375,303],[26,179],[95,30],[200,322],[433,390],[63,253],[381,310],[423,462],[219,315],[302,463],[258,147],[408,336],[415,202],[256,21],[399,189],[434,149]]",90
01JH9BRMEVGAZPCDBY96308MZ7,2,01JH9BRMEKZCF2MA6AJ67H9FTD,4,noncomp,ended,"[[356,116],[44,393],[418,79],[263,212],[237,94],[451,191],[410,403],[40,144],[123,234],[70,36],[443,291],[236,444],[467,133],[19,354],[414,287],[379,368]]",270
