roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JHKFEPVYB8ZKXJX0DMAR1472,TRUE,01JHKF5WE2XW7HPVRK3N64GBRS,25,65,1,/tangrams/389_297.png,/tangrams/389_297.png,10,25,"[""/tangrams/389_297.png"",""/tangrams/57_303.png"",""/tangrams/104_218.png"",""/tangrams/49_464.png""]"
01JHKFHZN34R461XTKCRS7T5J7,TRUE,01JHKF5Y70C5EWMNQ90ZZ2ZJPK,25,65,1,/tangrams/301_460.png,/tangrams/301_460.png,10,25,"[""/tangrams/185_316.png"",""/tangrams/284_327.png"",""/tangrams/301_460.png"",""/tangrams/285_423.png""]"
01JHKFJPXKTHGRWGYMYNYF9JY2,TRUE,01JHKF5Z3HESFDW1MP84FJXAHD,42,65,2,/tangrams/91_356.png,/tangrams/91_356.png,11,42,"[""/tangrams/102_404.png"",""/tangrams/91_356.png"",""/tangrams/448_150.png"",""/tangrams/53_220.png""]"
01JHKGCRXQT4K1BDKXMEK79SNY,NA,01JHKF61Z8ACXVR8FXAHFGS83Q,56,65,3,NA,/tangrams/21_240.png,9,56,"[""/tangrams/67_187.png"",""/tangrams/21_240.png"",""/tangrams/75_70.png"",""/tangrams/15_296.png""]"
01JHKH25PSVXXVQV1VR3PNS8V3,NA,01JHKF642ZYQBFXQS3CTD6GF8R,6,65,0,NA,/tangrams/380_222.png,7,6,"[""/tangrams/380_222.png"",""/tangrams/400_63.png"",""/tangrams/323_217.png"",""/tangrams/359_300.png""]"
01JHKFHZM5S90Q78FQW7AGX20C,TRUE,01JHKF5Y70C5EWMNQ90ZZ2ZJPK,42,65,2,/tangrams/285_423.png,/tangrams/285_423.png,11,42,"[""/tangrams/285_423.png"",""/tangrams/93_195.png"",""/tangrams/315_81.png"",""/tangrams/166_440.png""]"
01JHKFTVV8ZTTKC1D6AMCV95JJ,FALSE,01JHKF60MF2PC3MFWBCQMW4TZT,31,65,1,NA,/tangrams/228_173.png,16,31,"[""/tangrams/464_277.png"",""/tangrams/292_114.png"",""/tangrams/419_454.png"",""/tangrams/228_173.png""]"
01JHKG0RG6Z25NRKVN7123MVJ3,TRUE,01JHKF61FG3GAV24154EES5XTP,63,65,3,/tangrams/101_211.png,/tangrams/101_211.png,16,63,"[""/tangrams/196_217.png"",""/tangrams/282_0.png"",""/tangrams/101_211.png"",""/tangrams/374_417.png""]"
01JHKG0RH1S2A6NYTDSJC5VWFH,TRUE,01JHKF61FG3GAV24154EES5XTP,61,65,3,/tangrams/282_0.png,/tangrams/282_0.png,14,61,"[""/tangrams/196_217.png"",""/tangrams/218_142.png"",""/tangrams/282_0.png"",""/tangrams/255_238.png""]"
01JHKFKYVQH1JJW76HE5SKJDST,TRUE,01JHKF609TZHHE76365W6V98CT,16,65,1,/tangrams/107_175.png,/tangrams/107_175.png,1,16,"[""/tangrams/107_175.png"",""/tangrams/19_187.png"",""/tangrams/204_232.png"",""/tangrams/67_124.png""]"
