condition_label,dataset_id,full_cite,short_cite,group_size,prior_relationship,partner_constancy,role_constancy,population,confederates,modality,feedback,backchannel,language,condition_id
expt1_new,bangerter2020_lexical,"Bangerter, A., Mayor, E., & Knutsen, D. (2020). Lexical entrainment without conceptual pacts? Revisiting the matching task. Journal of Memory and Language, 114, 104129.",Bangerter et al. (2020),2,no,yes,yes,adult,no,oral-in-person,none,full,French,1
expt1_classic,bangerter2020_lexical,"Bangerter, A., Mayor, E., & Knutsen, D. (2020). Lexical entrainment without conceptual pacts? Revisiting the matching task. Journal of Memory and Language, 114, 104129.",Bangerter et al. (2020),2,no,yes,yes,adult,no,oral-in-person,none,full,French,2
expt2_new,bangerter2020_lexical,"Bangerter, A., Mayor, E., & Knutsen, D. (2020). Lexical entrainment without conceptual pacts? Revisiting the matching task. Journal of Memory and Language, 114, 104129.",Bangerter et al. (2020),2,no,yes,yes,adult,no,oral-in-person,none,full,French,3
expt2_classic,bangerter2020_lexical,"Bangerter, A., Mayor, E., & Knutsen, D. (2020). Lexical entrainment without conceptual pacts? Revisiting the matching task. Journal of Memory and Language, 114, 104129.",Bangerter et al. (2020),2,no,yes,yes,adult,no,oral-in-person,none,full,French,4
expt3_new,bangerter2020_lexical,"Bangerter, A., Mayor, E., & Knutsen, D. (2020). Lexical entrainment without conceptual pacts? Revisiting the matching task. Journal of Memory and Language, 114, 104129.",Bangerter et al. (2020),3,no,no,yes,adult,no,oral-in-person,none,full,French,5
expt3_classic,bangerter2020_lexical,"Bangerter, A., Mayor, E., & Knutsen, D. (2020). Lexical entrainment without conceptual pacts? Revisiting the matching task. Journal of Memory and Language, 114, 104129.",Bangerter et al. (2020),3,no,no,yes,adult,no,oral-in-person,none,full,French,6
