condition_label,paper_id,full_cite,short_cite,group_size,structure,language,condition_id
unconstrained,hawkins2020_characterizing,"Hawkins, R. D., Frank, M. C., & Goodman, N. D. (2020)...",Hawkins et al. (2020),2,thick,English,1
