id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JK47RTAV9VYSK3Q5322AADCR,01JK44ZG81046BN59PTB22VM0C,2025-02-02T21:06:24.219849916Z,3,2025-02-02T21:06:24.219849916Z,true,2025-02-02T21:10:29.563104249Z,01JK44ZG88WSKH56Z2TG065NRD,2025-02-02T21:06:24.219849916Z,1,2025-02-02T21:06:24.219849916Z,true,2025-02-02T21:10:26.55454187Z,feedback,2025-02-02T21:06:24.219849916Z,01JK47RT5ZC8N8ZYGV5RPV6AZ0,2025-02-02T21:06:24.219849916Z,true,2025-02-02T21:10:26.546365138Z,true,2025-02-02T21:10:26.560495295Z,01JK47RTATDBK1F5GQQKVWAWDQ,2025-02-02T21:06:24.219849916Z
01JK481VHB9JH94754GKFMRMRM,01JK44ZGWK2DGFKBG4AWFE4VP6,2025-02-02T21:11:20.363457492Z,60,2025-02-02T21:11:20.363457492Z,true,2025-02-02T21:22:36.34606909Z,01JK44ZGWS1NXY318QCGWPH280,2025-02-02T21:11:20.363457492Z,0,2025-02-02T21:11:20.363457492Z,true,2025-02-02T21:22:21.630826394Z,selection,2025-02-02T21:11:20.363457492Z,01JK481VCNBPVZKS4PQR0J0JWS,2025-02-02T21:11:20.363457492Z,true,2025-02-02T21:22:21.618728792Z,true,2025-02-02T21:22:21.637058058Z,01JK481VH9HC05HRC591RF7KTD,2025-02-02T21:11:20.363457492Z
01JK48HHXPM61SRDBK4H4HM3PS,01JK44ZH7FN9Z2VBXC3XG1VTW1,2025-02-02T21:19:54.806785001Z,3,2025-02-02T21:19:54.806785001Z,true,2025-02-02T21:59:32.053979743Z,01JK44ZH7ME8SPE3ZCXE9C1EDR,2025-02-02T21:19:54.806785001Z,1,2025-02-02T21:19:54.806785001Z,true,2025-02-02T21:59:29.037028262Z,feedback,2025-02-02T21:19:54.806785001Z,01JK48HH85E4CQYN3PHJSGK1WP,2025-02-02T21:19:54.806785001Z,true,2025-02-02T21:59:29.013507283Z,true,2025-02-02T21:59:29.051347573Z,01JK48HHXKYQ68HFS4S9TCV1RT,2025-02-02T21:19:54.806785001Z
01JK45JYA7NNJX17EYAM9TJ5MF,01JK44ZDMR9B870R7THXN18279,2025-02-02T20:28:14.535762053Z,60,2025-02-02T20:28:14.535762053Z,true,2025-02-02T20:29:55.41062226Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:28:14.535762053Z,0,2025-02-02T20:28:14.535762053Z,true,2025-02-02T20:29:22.893142372Z,selection,2025-02-02T20:28:14.535762053Z,01JK45JY86CZQMS7JKJP67MWRY,2025-02-02T20:28:14.535762053Z,true,2025-02-02T20:29:22.881818727Z,true,2025-02-02T20:29:22.897683245Z,01JK45JYA4PEKBCFWDQ91MV2SB,2025-02-02T20:28:14.535762053Z
01JK45JYDQSZPKY1YJCJKQEY9Y,01JK44ZDMR9B870R7THXN18279,2025-02-02T20:28:14.647246438Z,60,2025-02-02T20:28:14.647246438Z,true,2025-02-02T20:40:16.101612552Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:28:14.647246438Z,0,2025-02-02T20:28:14.647246438Z,true,2025-02-02T20:39:41.399271634Z,selection,2025-02-02T20:28:14.647246438Z,01JK45JY8DSCZ7PRE55Z5D8D21,2025-02-02T20:28:14.647246438Z,true,2025-02-02T20:39:41.391377749Z,true,2025-02-02T20:39:41.403803999Z,01JK45JYDKA6CKR0KJJGK4GFXF,2025-02-02T20:28:14.647246438Z
01JK45JYH18TAJVT217GYCGY64,01JK44ZDMR9B870R7THXN18279,2025-02-02T20:28:14.75377384Z,3,2025-02-02T20:28:14.75377384Z,true,2025-02-02T20:49:28.500956725Z,01JK44ZDN4WND3M57SJYNVDKAJ,2025-02-02T20:28:14.75377384Z,1,2025-02-02T20:28:14.75377384Z,true,2025-02-02T20:49:25.493818133Z,feedback,2025-02-02T20:28:14.75377384Z,01JK45JY8FGR2PV033MZQ3J9KM,2025-02-02T20:28:14.75377384Z,true,2025-02-02T20:49:25.486425378Z,true,2025-02-02T20:49:25.499022622Z,01JK45JYH0575AHAJYCNJ9QVV6,2025-02-02T20:28:14.75377384Z
01JK47EYN88Q2BEKGV6VEC8GS3,01JK44ZF3DNRC6HZE7F31QVVPG,2025-02-02T21:01:00.968214301Z,3,2025-02-02T21:01:00.968214301Z,true,2025-02-02T21:10:07.978338863Z,01JK44ZF3K9ZQ73CY29ECJ83KC,2025-02-02T21:01:00.968214301Z,1,2025-02-02T21:01:00.968214301Z,true,2025-02-02T21:10:04.96928141Z,feedback,2025-02-02T21:01:00.968214301Z,01JK47EYGY2VSBVQ1JFJ531W6H,2025-02-02T21:01:00.968214301Z,true,2025-02-02T21:10:04.96000743Z,true,2025-02-02T21:10:04.976532563Z,01JK47EYN60S0HNTR6BEDCC7EV,2025-02-02T21:01:00.968214301Z
01JK47RTFQBF5C018TRC9KV07H,01JK44ZG81046BN59PTB22VM0C,2025-02-02T21:06:24.375740407Z,60,2025-02-02T21:06:24.375740407Z,true,2025-02-02T21:17:52.759253979Z,01JK44ZG88WSKH56Z2TG065NRD,2025-02-02T21:06:24.375740407Z,0,2025-02-02T21:06:24.375740407Z,true,2025-02-02T21:17:44.269973501Z,selection,2025-02-02T21:06:24.375740407Z,01JK47RT6CQN8NSR3GSG554GDE,2025-02-02T21:06:24.375740407Z,true,2025-02-02T21:17:44.259485907Z,true,2025-02-02T21:17:44.276223095Z,01JK47RTFJKZ3F8HHE869AT49J,2025-02-02T21:06:24.375740407Z
01JK48HHBZ4064G7FGRPN7FWXX,01JK44ZH7FN9Z2VBXC3XG1VTW1,2025-02-02T21:19:54.239822319Z,60,2025-02-02T21:19:54.239822319Z,true,2025-02-02T21:28:22.859127707Z,01JK44ZH7ME8SPE3ZCXE9C1EDR,2025-02-02T21:19:54.239822319Z,0,2025-02-02T21:19:54.239822319Z,true,2025-02-02T21:27:59.331652088Z,selection,2025-02-02T21:19:54.239822319Z,01JK48HH6654D3EM5XT09PTMVG,2025-02-02T21:19:54.239822319Z,true,2025-02-02T21:27:59.317682157Z,true,2025-02-02T21:27:59.339370119Z,01JK48HHBX79GRA34S26N6TK7Q,2025-02-02T21:19:54.239822319Z
01JK481VSP4Z4JSEXE6NC8KNMZ,01JK44ZGWK2DGFKBG4AWFE4VP6,2025-02-02T21:11:20.630728298Z,3,2025-02-02T21:11:20.630728298Z,true,2025-02-02T21:37:56.420536167Z,01JK44ZGWS1NXY318QCGWPH280,2025-02-02T21:11:20.630728298Z,1,2025-02-02T21:11:20.630728298Z,true,2025-02-02T21:37:53.40707888Z,feedback,2025-02-02T21:11:20.630728298Z,01JK481VBENN5V33PGK16VEX7B,2025-02-02T21:11:20.630728298Z,true,2025-02-02T21:37:53.391137095Z,true,2025-02-02T21:37:53.418010234Z,01JK481VSK00PJW05YVPR7K7XJ,2025-02-02T21:11:20.630728298Z
