Dyad	Segment	BlockSequence	Director	Matcher	Set	Target	Matched	Alignment
D15SET1	25	C1	A	B	1	1_3_4	1_3_4	correct
D15SET1	26	C1	A	B	1	1_4_1	1_4_1	correct
D15SET1	27	C1	A	B	1	1_1_2	1_1_2	correct
D15SET1	28	C2	A	B	1	1_3_2	1_3_2	correct
D15SET1	29	C2	A	B	1	1_2_4	1_2_4	correct
D15SET1	30	C2	A	B	1	1_3_1	1_3_1	correct
D15SET1	31	C3	A	B	1	1_1_3	1_1_3	correct
D15SET1	32	C3	A	B	1	1_4_1	1_4_1	correct
D15SET1	33	C3	A	B	1	1_1_4	1_3_4	incorrect
D15SET1	34_1	C4	A	B	1	1_4_4	1_2_4	IncompleteIncorrect
D15SET1	34_2	C5	A	B	1	1_4_4	1_4_4	correct
D15SET1	35	C4	A	B	1	1_1_1	1_1_1	correct
D15SET1	36	C4	A	B	1	1_2_4	1_2_4	correct
D15SET1	37	D1	B	A	1	1_2_1	1_2_1	correct
D15SET1	38	D1	B	A	1	1_4_2	1_4_2	correct
D15SET1	39	D1	B	A	1	1_2_3	1_2_3	correct
D15SET1	40	D2	B	A	1	1_3_3	1_3_3	correct
D15SET1	41	D2	B	A	1	1_2_2	1_2_2	correct
D15SET1	42	D2	B	A	1	1_3_4	1_3_4	correct
D15SET1	43	D3	B	A	1	1_3_1	1_3_1	correct
D15SET1	44	D3	B	A	1	1_3_2	1_3_2	correct
D15SET1	45	D3	B	A	1	1_4_3	1_4_3	correct
D15SET1	46	D4	B	A	1	1_1_2	1_1_2	correct
D15SET1	47	D4	B	A	1	1_1_3	1_1_3	correct
D15SET1	48	D4	B	A	1	1_1_1	1_1_1	correct
D16SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D16SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D16SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D16SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D16SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D16SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D16SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D16SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D16SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D16SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D16SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D16SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D16SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D16SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D16SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D16SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D16SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D16SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D16SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D16SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D16SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D16SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D16SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D16SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D16SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D16SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D16SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D16SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D16SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D16SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D16SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D16SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D16SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D16SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D16SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D16SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D16SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D16SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D16SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D16SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D16SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D16SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D16SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D16SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D16SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D16SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D16SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D16SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D17SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D17SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D17SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D17SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D17SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D17SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D17SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D17SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D17SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D17SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D17SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D17SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D17SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D17SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D17SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D17SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D17SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D17SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D17SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D17SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D17SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D17SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D17SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D17SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D17SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D17SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D17SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D17SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D17SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D17SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D17SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D17SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D17SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D17SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D17SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D17SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D17SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D17SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D17SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D17SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D17SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D17SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D17SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D17SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D17SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D17SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D17SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D17SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D18SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D18SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D18SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D18SET2	4	A2	A	B	2	2_2_2	2_3_2	incorrect
D18SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D18SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D18SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D18SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D18SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D18SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D18SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D18SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D18SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D18SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D18SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D18SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D18SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D18SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D18SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D18SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D18SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D18SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D18SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D18SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D18SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D18SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D18SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D18SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D18SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D18SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D18SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D18SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D18SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D18SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D18SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D18SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D18SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D18SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D18SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D18SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D18SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D18SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D18SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D18SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D18SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D18SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D18SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D18SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D19SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D19SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D19SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D19SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D19SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D19SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D19SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D19SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D19SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D19SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D19SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D19SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D19SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D19SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D19SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D19SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D19SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D19SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D19SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D19SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D19SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D19SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D19SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D19SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D19SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D19SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D19SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D19SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D19SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D19SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D19SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D19SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D19SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D19SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D19SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D19SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D19SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D19SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D19SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D19SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D19SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D19SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D19SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D19SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D19SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D19SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D19SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D19SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
D20SET2	1	A1	A	B	2	2_4_2	2_4_2	correct
D20SET2	2	A1	A	B	2	2_1_2	2_1_2	correct
D20SET2	3	A1	A	B	2	2_2_3	2_2_3	correct
D20SET2	4	A2	A	B	2	2_2_2	2_2_2	correct
D20SET2	5	A2	A	B	2	2_3_3	2_3_3	correct
D20SET2	6	A2	A	B	2	2_2_1	2_2_1	correct
D20SET2	7	A3	A	B	2	2_4_3	2_4_3	correct
D20SET2	8	A3	A	B	2	2_4_4	2_4_4	correct
D20SET2	9	A3	A	B	2	2_3_4	2_3_4	correct
D20SET2	10	A4	A	B	2	2_3_3	2_3_3	correct
D20SET2	11	A4	A	B	2	2_1_4	2_1_4	correct
D20SET2	12	A4	A	B	2	2_4_2	2_4_2	correct
D20SET2	13	B1	B	A	2	2_1_3	2_1_3	correct
D20SET2	14	B1	B	A	2	2_4_3	2_4_3	correct
D20SET2	15	B1	B	A	2	2_2_4	2_2_4	correct
D20SET2	16	B2	B	A	2	2_4_1	2_4_1	correct
D20SET2	17	B2	B	A	2	2_2_1	2_2_1	correct
D20SET2	18	B2	B	A	2	2_3_1	2_3_1	correct
D20SET2	19	B3	B	A	2	2_2_3	2_2_3	correct
D20SET2	20	B3	B	A	2	2_1_1	2_1_1	correct
D20SET2	21	B3	B	A	2	2_2_2	2_2_2	correct
D20SET2	22	B4	B	A	2	2_4_4	2_4_4	correct
D20SET2	23	B4	B	A	2	2_3_2	2_3_2	correct
D20SET2	24	B4	B	A	2	2_1_4	2_1_4	correct
D20SET2	25	C1	A	B	2	2_1_2	2_1_2	correct
D20SET2	26	C1	A	B	2	2_3_4	2_3_4	correct
D20SET2	27	C1	A	B	2	2_4_1	2_4_1	correct
D20SET2	28	C2	A	B	2	2_3_1	2_3_1	correct
D20SET2	29	C2	A	B	2	2_2_4	2_2_4	correct
D20SET2	30	C2	A	B	2	2_3_2	2_3_2	correct
D20SET2	31	C3	A	B	2	2_1_4	2_1_4	correct
D20SET2	32	C3	A	B	2	2_4_1	2_4_1	correct
D20SET2	33	C3	A	B	2	2_1_3	2_1_3	correct
D20SET2	34	C4	A	B	2	2_4_1	2_4_1	correct
D20SET2	35	C4	A	B	2	2_2_4	2_2_4	correct
D20SET2	36	C4	A	B	2	2_1_1	2_1_1	correct
D20SET2	37	D1	B	A	2	2_2_1	2_2_1	correct
D20SET2	38	D1	B	A	2	2_2_3	2_2_3	correct
D20SET2	39	D1	B	A	2	2_4_2	2_4_2	correct
D20SET2	40	D2	B	A	2	2_3_4	2_3_4	correct
D20SET2	41	D2	B	A	2	2_2_2	2_2_2	correct
D20SET2	42	D2	B	A	2	2_3_3	2_3_3	correct
D20SET2	43	D3	B	A	2	2_3_2	2_3_2	correct
D20SET2	44	D3	B	A	2	2_4_3	2_4_3	correct
D20SET2	45	D3	B	A	2	2_3_1	2_3_1	correct
D20SET2	46	D4	B	A	2	2_1_1	2_1_1	correct
D20SET2	47	D4	B	A	2	2_1_3	2_1_3	correct
D20SET2	48	D4	B	A	2	2_1_2	2_1_2	correct
