image_id,image_type,kilogram_id,image_path
/tangrams/343_106.png,tangram,NA,NA
/tangrams/269_458.png,tangram,NA,NA
/tangrams/343_139.png,tangram,NA,NA
/tangrams/7_123.png,tangram,NA,NA
/tangrams/447_298.png,tangram,NA,NA
/tangrams/262_298.png,tangram,NA,NA
/tangrams/391_298.png,tangram,NA,NA
/tangrams/184_298.png,tangram,NA,NA
/tangrams/184_423.png,tangram,NA,NA
/tangrams/334_265.png,tangram,NA,NA
/tangrams/394_442.png,tangram,NA,NA
/tangrams/441_220.png,tangram,NA,NA
/tangrams/280_220.png,tangram,NA,NA
/tangrams/460_286.png,tangram,NA,NA
/tangrams/226_286.png,tangram,NA,NA
/tangrams/39_62.png,tangram,NA,NA
/tangrams/39_215.png,tangram,NA,NA
/tangrams/321_265.png,tangram,NA,NA
/tangrams/7_265.png,tangram,NA,NA
/tangrams/391_368.png,tangram,NA,NA
/tangrams/262_368.png,tangram,NA,NA
/tangrams/184_368.png,tangram,NA,NA
/tangrams/109_382.png,tangram,NA,NA
/tangrams/321_123.png,tangram,NA,NA
/tangrams/334_123.png,tangram,NA,NA
/tangrams/9_53.png,tangram,NA,NA
/tangrams/165_284.png,tangram,NA,NA
/tangrams/117_284.png,tangram,NA,NA
/tangrams/34_70.png,tangram,NA,NA
/tangrams/273_404.png,tangram,NA,NA
/tangrams/165_456.png,tangram,NA,NA
/tangrams/332_351.png,tangram,NA,NA
/tangrams/262_96.png,tangram,NA,NA
/tangrams/440_136.png,tangram,NA,NA
/tangrams/17_149.png,tangram,NA,NA
/tangrams/117_463.png,tangram,NA,NA
/tangrams/367_187.png,tangram,NA,NA
/tangrams/385_270.png,tangram,NA,NA
/tangrams/367_456.png,tangram,NA,NA
/tangrams/461_463.png,tangram,NA,NA
/tangrams/367_293.png,tangram,NA,NA
/tangrams/117_456.png,tangram,NA,NA
/tangrams/461_456.png,tangram,NA,NA
/tangrams/267_187.png,tangram,NA,NA
/tangrams/25_193.png,tangram,NA,NA
/tangrams/25_433.png,tangram,NA,NA
/tangrams/378_469.png,tangram,NA,NA
/tangrams/193_273.png,tangram,NA,NA
/tangrams/117_187.png,tangram,NA,NA
/tangrams/367_284.png,tangram,NA,NA
/tangrams/467_86.png,tangram,NA,NA
/tangrams/165_187.png,tangram,NA,NA
/tangrams/165_463.png,tangram,NA,NA
/tangrams/66_389.png,tangram,NA,NA
/tangrams/150_34.png,tangram,NA,NA
/tangrams/367_463.png,tangram,NA,NA
/tangrams/420_15.png,tangram,NA,NA
/tangrams/461_187.png,tangram,NA,NA
/tangrams/362_202.png,tangram,NA,NA
/tangrams/461_284.png,tangram,NA,NA
/tangrams/458_469.png,tangram,NA,NA
/tangrams/378_245.png,tangram,NA,NA
/tangrams/452_329.png,tangram,NA,NA
/tangrams/127_433.png,tangram,NA,NA
/tangrams/452_193.png,tangram,NA,NA
/tangrams/52_273.png,tangram,NA,NA
/tangrams/52_126.png,tangram,NA,NA
/tangrams/420_44.png,tangram,NA,NA
/tangrams/150_389.png,tangram,NA,NA
/tangrams/150_351.png,tangram,NA,NA
/tangrams/150_190.png,tangram,NA,NA
/tangrams/385_52.png,tangram,NA,NA
/tangrams/327_52.png,tangram,NA,NA
/tangrams/151_372.png,tangram,NA,NA
/tangrams/151_375.png,tangram,NA,NA
/tangrams/151_245.png,tangram,NA,NA
/tangrams/361_276.png,tangram,NA,NA
/tangrams/77_276.png,tangram,NA,NA
/tangrams/332_276.png,tangram,NA,NA
/tangrams/127_329.png,tangram,NA,NA
/tangrams/440_276.png,tangram,NA,NA
/tangrams/326_7.png,tangram,NA,NA
/tangrams/326_202.png,tangram,NA,NA
/tangrams/77_464.png,tangram,NA,NA
/tangrams/332_464.png,tangram,NA,NA
/tangrams/80_273.png,tangram,NA,NA
/tangrams/440_464.png,tangram,NA,NA
/tangrams/361_464.png,tangram,NA,NA
/tangrams/315_98.png,tangram,NA,NA
/tangrams/311_329.png,tangram,NA,NA
/tangrams/341_221.png,tangram,NA,NA
/tangrams/420_293.png,tangram,NA,NA
/tangrams/250_293.png,tangram,NA,NA
/tangrams/315_293.png,tangram,NA,NA
/tangrams/341_331.png,tangram,NA,NA
/tangrams/458_375.png,tangram,NA,NA
/tangrams/266_221.png,tangram,NA,NA
/tangrams/193_320.png,tangram,NA,NA
/tangrams/425_258.png,tangram,NA,NA
/tangrams/24_7.png,tangram,NA,NA
/tangrams/80_96.png,tangram,NA,NA
/tangrams/250_15.png,tangram,NA,NA
/tangrams/367_44.png,tangram,NA,NA
/tangrams/250_44.png,tangram,NA,NA
/tangrams/25_329.png,tangram,NA,NA
/tangrams/458_245.png,tangram,NA,NA
/tangrams/384_245.png,tangram,NA,NA
/tangrams/385_258.png,tangram,NA,NA
/tangrams/213_292.png,tangram,NA,NA
/tangrams/93_128.png,tangram,NA,NA
/tangrams/215_128.png,tangram,NA,NA
/tangrams/266_22.png,tangram,NA,NA
/tangrams/420_98.png,tangram,NA,NA
/tangrams/293_22.png,tangram,NA,NA
/tangrams/258_292.png,tangram,NA,NA
/tangrams/449_128.png,tangram,NA,NA
/tangrams/213_344.png,tangram,NA,NA
/tangrams/103_258.png,tangram,NA,NA
/tangrams/315_44.png,tangram,NA,NA
/tangrams/103_183.png,tangram,NA,NA
/tangrams/396_86.png,tangram,NA,NA
/tangrams/446_86.png,tangram,NA,NA
/tangrams/179_86.png,tangram,NA,NA
/tangrams/10_351.png,tangram,NA,NA
/tangrams/205_292.png,tangram,NA,NA
/tangrams/283_221.png,tangram,NA,NA
/tangrams/33_157.png,tangram,NA,NA
/tangrams/33_410.png,tangram,NA,NA
/tangrams/137_292.png,tangram,NA,NA
/tangrams/93_274.png,tangram,NA,NA
/tangrams/268_128.png,tangram,NA,NA
/tangrams/293_361.png,tangram,NA,NA
/tangrams/385_183.png,tangram,NA,NA
/tangrams/341_22.png,tangram,NA,NA
/tangrams/452_433.png,tangram,NA,NA
/tangrams/33_404.png,tangram,NA,NA
/tangrams/374_450.png,tangram,NA,NA
/tangrams/374_379.png,tangram,NA,NA
/tangrams/267_70.png,tangram,NA,NA
/tangrams/374_149.png,tangram,NA,NA
/tangrams/425_183.png,tangram,NA,NA
/tangrams/10_389.png,tangram,NA,NA
/tangrams/293_221.png,tangram,NA,NA
/tangrams/341_361.png,tangram,NA,NA
/tangrams/266_361.png,tangram,NA,NA
/tangrams/262_351.png,tangram,NA,NA
/tangrams/416_351.png,tangram,NA,NA
/tangrams/293_331.png,tangram,NA,NA
/tangrams/247_96.png,tangram,NA,NA
/tangrams/193_96.png,tangram,NA,NA
/tangrams/459_273.png,tangram,NA,NA
/tangrams/247_351.png,tangram,NA,NA
/tangrams/262_233.png,tangram,NA,NA
/tangrams/195_164.png,tangram,NA,NA
/tangrams/247_74.png,tangram,NA,NA
/tangrams/416_233.png,tangram,NA,NA
/tangrams/376_431.png,tangram,NA,NA
/tangrams/267_467.png,tangram,NA,NA
/tangrams/158_70.png,tangram,NA,NA
/tangrams/158_431.png,tangram,NA,NA
/tangrams/158_467.png,tangram,NA,NA
/tangrams/376_187.png,tangram,NA,NA
/tangrams/376_70.png,tangram,NA,NA
/tangrams/267_431.png,tangram,NA,NA
/tangrams/283_361.png,tangram,NA,NA
/tangrams/247_233.png,tangram,NA,NA
/tangrams/376_467.png,tangram,NA,NA
/tangrams/34_187.png,tangram,NA,NA
/tangrams/158_187.png,tangram,NA,NA
/tangrams/332_233.png,tangram,NA,NA
/tangrams/332_96.png,tangram,NA,NA
/tangrams/302_190.png,tangram,NA,NA
/tangrams/416_96.png,tangram,NA,NA
/tangrams/425_270.png,tangram,NA,NA
/tangrams/103_270.png,tangram,NA,NA
/tangrams/327_270.png,tangram,NA,NA
/tangrams/258_336.png,tangram,NA,NA
/tangrams/258_354.png,tangram,NA,NA
/tangrams/258_344.png,tangram,NA,NA
/tangrams/326_348.png,tangram,NA,NA
/tangrams/356_165.png,tangram,NA,NA
/tangrams/356_202.png,tangram,NA,NA
/tangrams/195_450.png,tangram,NA,NA
/tangrams/356_7.png,tangram,NA,NA
/tangrams/362_348.png,tangram,NA,NA
/tangrams/24_348.png,tangram,NA,NA
/tangrams/356_348.png,tangram,NA,NA
/tangrams/215_274.png,tangram,NA,NA
/tangrams/302_351.png,tangram,NA,NA
/tangrams/367_98.png,tangram,NA,NA
/tangrams/302_34.png,tangram,NA,NA
/tangrams/25_196.png,tangram,NA,NA
/tangrams/452_196.png,tangram,NA,NA
/tangrams/127_196.png,tangram,NA,NA
/tangrams/311_196.png,tangram,NA,NA
/tangrams/137_336.png,tangram,NA,NA
/tangrams/396_134.png,tangram,NA,NA
/tangrams/446_134.png,tangram,NA,NA
/tangrams/137_344.png,tangram,NA,NA
/tangrams/467_134.png,tangram,NA,NA
/tangrams/115_400.png,tangram,NA,NA
/tangrams/115_410.png,tangram,NA,NA
/tangrams/115_157.png,tangram,NA,NA
/tangrams/115_404.png,tangram,NA,NA
/tangrams/446_45.png,tangram,NA,NA
/tangrams/93_384.png,tangram,NA,NA
/tangrams/449_384.png,tangram,NA,NA
/tangrams/268_384.png,tangram,NA,NA
/tangrams/215_384.png,tangram,NA,NA
/tangrams/137_354.png,tangram,NA,NA
/tangrams/367_15.png,tangram,NA,NA
/tangrams/195_149.png,tangram,NA,NA
/tangrams/362_165.png,tangram,NA,NA
/tangrams/378_375.png,tangram,NA,NA
/tangrams/458_372.png,tangram,NA,NA
/tangrams/52_320.png,tangram,NA,NA
/tangrams/205_354.png,tangram,NA,NA
/tangrams/459_320.png,tangram,NA,NA
/tangrams/326_165.png,tangram,NA,NA
/tangrams/80_320.png,tangram,NA,NA
/tangrams/205_336.png,tangram,NA,NA
/tangrams/224_379.png,tangram,NA,NA
/tangrams/10_190.png,tangram,NA,NA
/tangrams/10_34.png,tangram,NA,NA
/tangrams/66_34.png,tangram,NA,NA
/tangrams/416_74.png,tangram,NA,NA
/tangrams/262_74.png,tangram,NA,NA
/tangrams/332_74.png,tangram,NA,NA
/tangrams/110_404.png,tangram,NA,NA
/tangrams/110_400.png,tangram,NA,NA
/tangrams/250_98.png,tangram,NA,NA
/tangrams/24_202.png,tangram,NA,NA
/tangrams/24_165.png,tangram,NA,NA
/tangrams/103_52.png,tangram,NA,NA
/tangrams/449_274.png,tangram,NA,NA
/tangrams/449_46.png,tangram,NA,NA
/tangrams/17_379.png,tangram,NA,NA
/tangrams/17_450.png,tangram,NA,NA
/tangrams/17_164.png,tangram,NA,NA
/tangrams/52_96.png,tangram,NA,NA
/tangrams/459_96.png,tangram,NA,NA
/tangrams/266_331.png,tangram,NA,NA
/tangrams/213_336.png,tangram,NA,NA
/tangrams/151_469.png,tangram,NA,NA
/tangrams/378_372.png,tangram,NA,NA
/tangrams/283_22.png,tangram,NA,NA
/tangrams/315_15.png,tangram,NA,NA
/tangrams/22_240.png,tangram,NA,NA
/tangrams/302_389.png,tangram,NA,NA
/tangrams/127_193.png,tangram,NA,NA
/tangrams/179_45.png,tangram,NA,NA
/tangrams/396_45.png,tangram,NA,NA
/tangrams/241_276.png,tangram,NA,NA
/tangrams/467_45.png,tangram,NA,NA
/tangrams/66_351.png,tangram,NA,NA
/tangrams/384_372.png,tangram,NA,NA
/tangrams/384_469.png,tangram,NA,NA
/tangrams/273_157.png,tangram,NA,NA
/tangrams/311_193.png,tangram,NA,NA
/tangrams/148_221.png,tangram,NA,NA
/tangrams/33_400.png,tangram,NA,NA
/tangrams/273_410.png,tangram,NA,NA
/tangrams/110_410.png,tangram,NA,NA
/tangrams/268_274.png,tangram,NA,NA
/tangrams/283_331.png,tangram,NA,NA
/tangrams/327_183.png,tangram,NA,NA
/tangrams/440_144.png,tangram,NA,NA
/tangrams/374_164.png,tangram,NA,NA
/tangrams/77_144.png,tangram,NA,NA
/tangrams/332_144.png,tangram,NA,NA
/tangrams/74_331.png,tangram,NA,NA
/tangrams/384_375.png,tangram,NA,NA
/tangrams/396_440.png,tangram,NA,NA
/tangrams/224_450.png,tangram,NA,NA
/tangrams/66_190.png,tangram,NA,NA
/tangrams/110_157.png,tangram,NA,NA
/tangrams/48_296.png,tangram,NA,NA
/tangrams/311_433.png,tangram,NA,NA
/tangrams/179_134.png,tangram,NA,NA
/tangrams/327_258.png,tangram,NA,NA
/tangrams/205_344.png,tangram,NA,NA
/tangrams/213_354.png,tangram,NA,NA
/tangrams/459_126.png,tangram,NA,NA
/tangrams/361_136.png,tangram,NA,NA
/tangrams/34_431.png,tangram,NA,NA
/tangrams/224_164.png,tangram,NA,NA
/tangrams/224_149.png,tangram,NA,NA
/tangrams/425_52.png,tangram,NA,NA
/tangrams/361_144.png,tangram,NA,NA
/tangrams/273_400.png,tangram,NA,NA
/tangrams/77_136.png,tangram,NA,NA
/tangrams/200_276.png,tangram,NA,NA
/tangrams/446_440.png,tangram,NA,NA
/tangrams/467_440.png,tangram,NA,NA
/tangrams/179_440.png,tangram,NA,NA
/tangrams/195_379.png,tangram,NA,NA
/tangrams/74_294.png,tangram,NA,NA
/tangrams/241_222.png,tangram,NA,NA
/tangrams/215_46.png,tangram,NA,NA
/tangrams/34_467.png,tangram,NA,NA
/tangrams/332_136.png,tangram,NA,NA
/tangrams/362_7.png,tangram,NA,NA
/tangrams/48_294.png,tangram,NA,NA
/tangrams/80_126.png,tangram,NA,NA
/tangrams/193_126.png,tangram,NA,NA
/tangrams/336_404.png,tangram,NA,NA
/tangrams/93_46.png,tangram,NA,NA
/tangrams/268_46.png,tangram,NA,NA
/tangrams/200_221.png,tangram,NA,NA
/tangrams/318_179.png,tangram,NA,NA
/tangrams/74_16.png,tangram,NA,NA
/tangrams/233_321.png,tangram,NA,NA
/tangrams/306_96.png,tangram,NA,NA
/tangrams/387_40.png,tangram,NA,NA
/tangrams/385_370.png,tangram,NA,NA
/tangrams/14_100.png,tangram,NA,NA
/tangrams/437_265.png,tangram,NA,NA
/tangrams/276_179.png,tangram,NA,NA
/tangrams/90_117.png,tangram,NA,NA
/tangrams/36_318.png,tangram,NA,NA
/tangrams/98_8.png,tangram,NA,NA
/tangrams/168_114.png,tangram,NA,NA
/tangrams/367_366.png,tangram,NA,NA
/tangrams/399_218.png,tangram,NA,NA
/tangrams/67_181.png,tangram,NA,NA
/tangrams/300_121.png,tangram,NA,NA
/tangrams/443_232.png,tangram,NA,NA
/tangrams/130_150.png,tangram,NA,NA
/tangrams/124_363.png,tangram,NA,NA
/tangrams/105_219.png,tangram,NA,NA
/tangrams/241_339.png,tangram,NA,NA
/tangrams/7_203.png,tangram,NA,NA
/tangrams/178_4.png,tangram,NA,NA
/tangrams/146_22.png,tangram,NA,NA
/tangrams/465_428.png,tangram,NA,NA
/tangrams/179_144.png,tangram,NA,NA
/tangrams/78_443.png,tangram,NA,NA
/tangrams/224_179.png,tangram,NA,NA
/tangrams/137_262.png,tangram,NA,NA
/tangrams/264_469.png,tangram,NA,NA
/tangrams/246_381.png,tangram,NA,NA
/tangrams/248_14.png,tangram,NA,NA
/tangrams/81_320.png,tangram,NA,NA
/tangrams/285_113.png,tangram,NA,NA
/tangrams/430_210.png,tangram,NA,NA
/tangrams/143_146.png,tangram,NA,NA
/tangrams/355_222.png,tangram,NA,NA
/tangrams/440_270.png,tangram,NA,NA
/tangrams/271_33.png,tangram,NA,NA
/tangrams/109_153.png,tangram,NA,NA
/tangrams/448_157.png,tangram,NA,NA
/tangrams/431_465.png,tangram,NA,NA
/tangrams/259_154.png,tangram,NA,NA
/tangrams/257_344.png,tangram,NA,NA
/tangrams/138_67.png,tangram,NA,NA
/tangrams/289_358.png,tangram,NA,NA
/tangrams/53_344.png,tangram,NA,NA
/tangrams/142_421.png,tangram,NA,NA
/tangrams/407_119.png,tangram,NA,NA
/tangrams/432_9.png,tangram,NA,NA
/tangrams/375_308.png,tangram,NA,NA
/tangrams/210_295.png,tangram,NA,NA
/tangrams/177_216.png,tangram,NA,NA
/tangrams/259_79.png,tangram,NA,NA
/tangrams/289_190.png,tangram,NA,NA
/tangrams/396_274.png,tangram,NA,NA
/tangrams/115_457.png,tangram,NA,NA
/tangrams/68_13.png,tangram,NA,NA
/tangrams/282_56.png,tangram,NA,NA
/tangrams/292_405.png,tangram,NA,NA
/tangrams/6_346.png,tangram,NA,NA
/tangrams/38_224.png,tangram,NA,NA
/tangrams/380_103.png,tangram,NA,NA
/tangrams/305_47.png,tangram,NA,NA
/tangrams/409_334.png,tangram,NA,NA
/tangrams/129_321.png,tangram,NA,NA
/tangrams/322_100.png,tangram,NA,NA
/tangrams/128_177.png,tangram,NA,NA
/tangrams/147_16.png,tangram,NA,NA
/tangrams/311_292.png,tangram,NA,NA
/tangrams/11_250.png,tangram,NA,NA
/tangrams/200_411.png,tangram,NA,NA
/tangrams/292_304.png,tangram,NA,NA
/tangrams/292_427.png,tangram,NA,NA
/tangrams/414_225.png,tangram,NA,NA
/tangrams/217_375.png,tangram,NA,NA
/tangrams/414_315.png,tangram,NA,NA
/tangrams/5_267.png,tangram,NA,NA
/tangrams/147_199.png,tangram,NA,NA
/tangrams/143_147.png,tangram,NA,NA
/tangrams/399_459.png,tangram,NA,NA
/tangrams/157_403.png,tangram,NA,NA
/tangrams/280_202.png,tangram,NA,NA
/tangrams/344_91.png,tangram,NA,NA
/tangrams/354_221.png,tangram,NA,NA
/tangrams/44_112.png,tangram,NA,NA
/tangrams/18_45.png,tangram,NA,NA
/tangrams/330_172.png,tangram,NA,NA
/tangrams/353_196.png,tangram,NA,NA
/tangrams/205_265.png,tangram,NA,NA
/tangrams/25_45.png,tangram,NA,NA
/tangrams/434_340.png,tangram,NA,NA
/tangrams/48_117.png,tangram,NA,NA
/tangrams/100_7.png,tangram,NA,NA
/tangrams/357_465.png,tangram,NA,NA
/tangrams/418_61.png,tangram,NA,NA
/tangrams/150_56.png,tangram,NA,NA
/tangrams/74_268.png,tangram,NA,NA
/tangrams/446_252.png,tangram,NA,NA
/tangrams/18_249.png,tangram,NA,NA
/tangrams/341_316.png,tangram,NA,NA
/tangrams/456_197.png,tangram,NA,NA
/tangrams/165_204.png,tangram,NA,NA
/tangrams/268_39.png,tangram,NA,NA
/tangrams/37_189.png,tangram,NA,NA
/tangrams/4_71.png,tangram,NA,NA
/tangrams/306_202.png,tangram,NA,NA
/tangrams/200_328.png,tangram,NA,NA
/tangrams/270_171.png,tangram,NA,NA
/tangrams/357_23.png,tangram,NA,NA
/tangrams/307_90.png,tangram,NA,NA
/tangrams/316_155.png,tangram,NA,NA
/tangrams/413_219.png,tangram,NA,NA
/tangrams/442_358.png,tangram,NA,NA
/tangrams/383_34.png,tangram,NA,NA
/tangrams/400_72.png,tangram,NA,NA
/tangrams/68_105.png,tangram,NA,NA
/tangrams/255_386.png,tangram,NA,NA
/tangrams/382_431.png,tangram,NA,NA
/tangrams/451_357.png,tangram,NA,NA
/tangrams/374_73.png,tangram,NA,NA
/tangrams/349_379.png,tangram,NA,NA
/tangrams/298_34.png,tangram,NA,NA
/tangrams/448_349.png,tangram,NA,NA
/tangrams/208_146.png,tangram,NA,NA
/tangrams/134_358.png,tangram,NA,NA
/tangrams/231_404.png,tangram,NA,NA
/tangrams/258_469.png,tangram,NA,NA
/tangrams/400_249.png,tangram,NA,NA
/tangrams/314_203.png,tangram,NA,NA
/tangrams/133_293.png,tangram,NA,NA
/tangrams/109_73.png,tangram,NA,NA
/tangrams/337_160.png,tangram,NA,NA
/tangrams/267_178.png,tangram,NA,NA
/tangrams/293_155.png,tangram,NA,NA
/tangrams/269_39.png,tangram,NA,NA
/tangrams/0_269.png,tangram,NA,NA
/tangrams/267_42.png,tangram,NA,NA
/tangrams/151_344.png,tangram,NA,NA
/tangrams/70_169.png,tangram,NA,NA
/tangrams/189_205.png,tangram,NA,NA
/tangrams/365_437.png,tangram,NA,NA
/tangrams/88_246.png,tangram,NA,NA
/tangrams/392_444.png,tangram,NA,NA
/tangrams/252_315.png,tangram,NA,NA
/tangrams/56_88.png,tangram,NA,NA
/tangrams/171_328.png,tangram,NA,NA
/tangrams/40_352.png,tangram,NA,NA
/tangrams/338_159.png,tangram,NA,NA
/tangrams/7_291.png,tangram,NA,NA
/tangrams/433_101.png,tangram,NA,NA
/tangrams/39_104.png,tangram,NA,NA
/tangrams/61_103.png,tangram,NA,NA
/tangrams/53_321.png,tangram,NA,NA
/tangrams/443_4.png,tangram,NA,NA
/tangrams/2_115.png,tangram,NA,NA
/tangrams/356_287.png,tangram,NA,NA
/tangrams/305_244.png,tangram,NA,NA
/tangrams/244_351.png,tangram,NA,NA
/tangrams/17_443.png,tangram,NA,NA
/tangrams/391_300.png,tangram,NA,NA
/tangrams/40_171.png,tangram,NA,NA
/tangrams/401_7.png,tangram,NA,NA
/tangrams/183_431.png,tangram,NA,NA
/tangrams/352_28.png,tangram,NA,NA
/tangrams/381_65.png,tangram,NA,NA
/tangrams/399_183.png,tangram,NA,NA
/tangrams/134_118.png,tangram,NA,NA
/tangrams/289_119.png,tangram,NA,NA
/tangrams/214_384.png,tangram,NA,NA
/tangrams/314_133.png,tangram,NA,NA
/tangrams/0_21.png,tangram,NA,NA
/tangrams/224_361.png,tangram,NA,NA
/tangrams/102_297.png,tangram,NA,NA
/tangrams/83_318.png,tangram,NA,NA
/tangrams/350_266.png,tangram,NA,NA
/tangrams/170_215.png,tangram,NA,NA
/tangrams/400_255.png,tangram,NA,NA
/tangrams/191_158.png,tangram,NA,NA
/tangrams/466_228.png,tangram,NA,NA
/tangrams/199_189.png,tangram,NA,NA
/tangrams/101_93.png,tangram,NA,NA
/tangrams/11_198.png,tangram,NA,NA
/tangrams/48_278.png,tangram,NA,NA
/tangrams/296_183.png,tangram,NA,NA
/tangrams/405_232.png,tangram,NA,NA
/tangrams/366_375.png,tangram,NA,NA
/tangrams/126_454.png,tangram,NA,NA
/tangrams/139_376.png,tangram,NA,NA
/tangrams/350_14.png,tangram,NA,NA
/tangrams/236_382.png,tangram,NA,NA
/tangrams/442_379.png,tangram,NA,NA
/tangrams/390_80.png,tangram,NA,NA
/tangrams/282_144.png,tangram,NA,NA
/tangrams/252_244.png,tangram,NA,NA
/tangrams/238_272.png,tangram,NA,NA
/tangrams/432_149.png,tangram,NA,NA
/tangrams/198_150.png,tangram,NA,NA
/tangrams/28_309.png,tangram,NA,NA
/tangrams/422_424.png,tangram,NA,NA
/tangrams/95_418.png,tangram,NA,NA
/tangrams/410_62.png,tangram,NA,NA
/tangrams/240_108.png,tangram,NA,NA
/tangrams/23_39.png,tangram,NA,NA
/tangrams/177_333.png,tangram,NA,NA
/tangrams/431_273.png,tangram,NA,NA
/tangrams/449_177.png,tangram,NA,NA
/tangrams/213_115.png,tangram,NA,NA
/tangrams/339_153.png,tangram,NA,NA
/tangrams/228_240.png,tangram,NA,NA
/tangrams/208_186.png,tangram,NA,NA
/tangrams/103_230.png,tangram,NA,NA
/tangrams/71_11.png,tangram,NA,NA
/tangrams/130_465.png,tangram,NA,NA
/tangrams/397_107.png,tangram,NA,NA
/tangrams/189_419.png,tangram,NA,NA
/tangrams/165_386.png,tangram,NA,NA
/tangrams/207_157.png,tangram,NA,NA
/tangrams/255_402.png,tangram,NA,NA
/tangrams/224_417.png,tangram,NA,NA
/tangrams/6_268.png,tangram,NA,NA
/tangrams/169_26.png,tangram,NA,NA
/tangrams/174_113.png,tangram,NA,NA
/tangrams/441_246.png,tangram,NA,NA
/tangrams/364_418.png,tangram,NA,NA
/tangrams/361_85.png,tangram,NA,NA
/tangrams/259_444.png,tangram,NA,NA
/tangrams/446_200.png,tangram,NA,NA
/tangrams/455_230.png,tangram,NA,NA
/tangrams/202_253.png,tangram,NA,NA
/tangrams/256_439.png,tangram,NA,NA
/tangrams/435_43.png,tangram,NA,NA
/tangrams/288_93.png,tangram,NA,NA
/tangrams/5_85.png,tangram,NA,NA
/tangrams/385_330.png,tangram,NA,NA
/tangrams/281_5.png,tangram,NA,NA
/tangrams/369_11.png,tangram,NA,NA
/tangrams/254_423.png,tangram,NA,NA
/tangrams/211_353.png,tangram,NA,NA
/tangrams/447_310.png,tangram,NA,NA
/tangrams/76_320.png,tangram,NA,NA
/tangrams/385_26.png,tangram,NA,NA
/tangrams/89_413.png,tangram,NA,NA
/tangrams/365_392.png,tangram,NA,NA
/tangrams/117_469.png,tangram,NA,NA
/tangrams/316_426.png,tangram,NA,NA
/tangrams/454_114.png,tangram,NA,NA
/tangrams/383_108.png,tangram,NA,NA
/tangrams/356_466.png,tangram,NA,NA
/tangrams/378_108.png,tangram,NA,NA
/tangrams/145_325.png,tangram,NA,NA
/tangrams/377_325.png,tangram,NA,NA
/tangrams/4_339.png,tangram,NA,NA
/tangrams/218_325.png,tangram,NA,NA
/tangrams/338_405.png,tangram,NA,NA
/tangrams/392_101.png,tangram,NA,NA
/tangrams/272_132.png,tangram,NA,NA
/tangrams/6_127.png,tangram,NA,NA
/tangrams/170_336.png,tangram,NA,NA
/tangrams/17_69.png,tangram,NA,NA
/tangrams/240_419.png,tangram,NA,NA
/tangrams/410_403.png,tangram,NA,NA
/tangrams/387_464.png,tangram,NA,NA
/tangrams/425_394.png,tangram,NA,NA
/tangrams/45_355.png,tangram,NA,NA
/tangrams/436_445.png,tangram,NA,NA
/tangrams/122_19.png,tangram,NA,NA
/tangrams/220_438.png,tangram,NA,NA
/tangrams/80_460.png,tangram,NA,NA
/tangrams/37_445.png,tangram,NA,NA
/tangrams/97_82.png,tangram,NA,NA
/tangrams/421_4.png,tangram,NA,NA
/tangrams/15_82.png,tangram,NA,NA
/tangrams/137_30.png,tangram,NA,NA
/tangrams/294_72.png,tangram,NA,NA
/tangrams/281_129.png,tangram,NA,NA
/tangrams/270_102.png,tangram,NA,NA
/tangrams/131_253.png,tangram,NA,NA
/tangrams/308_187.png,tangram,NA,NA
/tangrams/301_341.png,tangram,NA,NA
/tangrams/374_341.png,tangram,NA,NA
/tangrams/117_6.png,tangram,NA,NA
/tangrams/374_285.png,tangram,NA,NA
/tangrams/249_259.png,tangram,NA,NA
/tangrams/117_207.png,tangram,NA,NA
/tangrams/266_17.png,tangram,NA,NA
/tangrams/81_17.png,tangram,NA,NA
/tangrams/408_17.png,tangram,NA,NA
/tangrams/424_17.png,tangram,NA,NA
/tangrams/277_41.png,tangram,NA,NA
/tangrams/374_24.png,tangram,NA,NA
/tangrams/301_24.png,tangram,NA,NA
/tangrams/288_24.png,tangram,NA,NA
/tangrams/61_264.png,tangram,NA,NA
/tangrams/431_264.png,tangram,NA,NA
/tangrams/450_41.png,tangram,NA,NA
/tangrams/450_88.png,tangram,NA,NA
/tangrams/399_456.png,tangram,NA,NA
/tangrams/23_137.png,tangram,NA,NA
/tangrams/424_216.png,tangram,NA,NA
/tangrams/408_216.png,tangram,NA,NA
/tangrams/40_133.png,tangram,NA,NA
/tangrams/223_360.png,tangram,NA,NA
/tangrams/117_153.png,tangram,NA,NA
/tangrams/181_197.png,tangram,NA,NA
/tangrams/288_307.png,tangram,NA,NA
/tangrams/23_81.png,tangram,NA,NA
/tangrams/342_75.png,tangram,NA,NA
/tangrams/232_197.png,tangram,NA,NA
/tangrams/203_47.png,tangram,NA,NA
/tangrams/203_291.png,tangram,NA,NA
/tangrams/203_357.png,tangram,NA,NA
/tangrams/363_133.png,tangram,NA,NA
/tangrams/61_133.png,tangram,NA,NA
/tangrams/431_133.png,tangram,NA,NA
/tangrams/30_6.png,tangram,NA,NA
/tangrams/117_0.png,tangram,NA,NA
/tangrams/223_0.png,tangram,NA,NA
/tangrams/78_47.png,tangram,NA,NA
/tangrams/459_47.png,tangram,NA,NA
/tangrams/376_332.png,tangram,NA,NA
/tangrams/360_6.png,tangram,NA,NA
/tangrams/103_397.png,tangram,NA,NA
/tangrams/342_332.png,tangram,NA,NA
/tangrams/103_6.png,tangram,NA,NA
