prolificID,bonus
6695745ee6d6f8975139350a,1.92
67418cda6e494fad0e28f3dc,1.32
652d3d3c8e375878e83f43f3,1.86
679253ec7447587753b084bc,1.59
5ea4621fc5dd5201c70071f1,1.65
678b123b0d424c5ed8ff450d,1.2
673e8f8911c2dd1d55117e22,1.5
57850499eeaf6d00018d3da3,1.59
5ba292385301b80001c71ba2,1.74
6711ee336b91eb0fcf53841f,1.74
5e0c664d78322543b1fea686,1.92
6758900521e9f85e87a5182b,1.77
66c3ee0c060ef644fe8cc051,0.27
66be8d00e5e8eea95c97947a,1.59
56bd0347d4e218000ca87e53,1.86
6733983217b9e8aaa7b1732d,1.83
676ca3da9773676ad989ef10,1.62
60767cbbfb3b5575a5c46144,1.59
66cfb26f6df9993dcff9ade6,1.8
5de58f7433a3aa000b024461,1.62
63d53d53a7a7b0379ba289cf,1.5
5a4c1ecaefd8df0001d34305,1.86
65847ecf0896ca006d2c00b7,1.86
675557fa962856d1ca052984,1.59
66e751acca3571686adc14d4,0.27
66a6bbb40b48d0e4f326767e,1.74
6661bf4587f6b99850d9328b,1.5
6790f068dfbbb3a7ed289bc9,1.5
60173ba4df028898aa20838a,1.74
676088a6d8c59f4cf86a872d,1.74
615e3aa6d5cb5b00708b9405,1.65
67698c3573d3cbf6add78578,1.32
611465b0cdf9e7bb34a05898,1.77
667363a421930ecb36370e9e,1.59
5f6d38a1da8e511b441139b7,1.74
66f75ca6c63db2214194b1cc,1.8
5a993b151eda410001365a23,1.83
6786ac16415168abd9f21d6b,1.2
