roundID,text,playerID,director_msg,chit_chat
01JJDDRFRMV1MN2GVTYZNFSQ5D,:D,01JJDDD6HRDYCWG70Z794PTE6X,TRUE,TRUE
01JJDDJFDFYJFBX1WN68FB4RVP,:P,01JJDDF073M1Z3E8G5EJKDTADW,TRUE,TRUE
01JJDDJFDMMYH31PQHFEB5WN74,:P,01JJDDCXD2FZ7A6H5T8W6BBRQ5,TRUE,TRUE
01JJDE67Z07V65HJ00DA5Y9CGK,sorry,01JJDDPK870599CRC4Z8Z14J2D,FALSE,FALSE
01JJDE1XN19ZGE73TDWAWRDWNZ,"""The target shape has a triangular arrow pointing up at the top, with two layered triangular sections forming its base.""",01JJDDRPF8SV6VB2JSWVD63HFT,TRUE,FALSE
01JJDE1XJFDFRPFJ6EMPYE2QE8,"""The target shape looks like a bird with outstretched wings and a sharp tail pointing downward. It has a horizontal bar or rectangle in the middle.""",01JJDDRPF8SV6VB2JSWVD63HFT,TRUE,FALSE
01JJDE682M2ZAHZQ26PKRH1G3R,alright,01JJDDNWXZJNE9Z803BH2Y2V2V,FALSE,FALSE
01JJDE1XM4HB6PW0RNE68V171E,"""The target shape looks like an upward arrow with a flat base. It has a small rectangle in the middle that connects to the triangular arrowhead above and pointed layers below.""",01JJDDRPF8SV6VB2JSWVD63HFT,TRUE,FALSE
01JJDDK2V9HCCK12HHF5KJDP7C,"""v"" shape down the top, longer ""foot"" on right side",01JJDDE04TY32Z6E1XGHN510VB,TRUE,FALSE
01JJDDK2WS9KJX2VZNCCPQXSRT,*left,01JJDDE04TY32Z6E1XGHN510VB,TRUE,FALSE
01JJDDV9F48THY735PZ4J66RJ7,1 square with lots of triangles in middle on one on right,01JJDDN529TXRB0YTFJWHE2YYE,TRUE,FALSE
01JJDMCT8DAPYBM8BMSXMNWEW3,white triangle?,01JJDM96NYJ2B15N661J0PZ08J,FALSE,FALSE
01JJDDS7HPD4HEV0SXGW22FZ79,1 v shape on left and right the two turrets,01JJDDH6DPTE03G8WMS3Q2X87G,TRUE,FALSE
01JJDE5XWNPT35JVEW7KPQDYBY,10 outline,01JJDDS2XTM0Z55HAKGM5NQ1E3,TRUE,FALSE
01JJDE5XY09AWEKQMM3C2R3P7V,15 ouline,01JJDDPGFZ073QCEV954WCX7E9,TRUE,FALSE
01JJDE5XV5PJ8D4ANMADPGCBKH,1st rhino looking shape,01JJDDS2XTM0Z55HAKGM5NQ1E3,TRUE,FALSE
01JJDMGVXRMYFH62S4HJ355ACY,"2 arrows pointing at eachother, but without the triangle at the bottom",01JJDM9GGE0PPJVB2JYB14PKCT,TRUE,FALSE
01JJDMFTY4XQKCFC12NJ1N770E,2 diamonds,01JJDM9EXFPD3DVX6Y50ZG70CC,TRUE,FALSE
01JJDMFTK6M544TH2CD85CERDG,2 diamonds,01JJDM97WA3FBVRMMKNYDQRXWZ,TRUE,FALSE
