id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JHDSAWE58JMBNT3QPPAG2WFW,01JHDRXZZ1K7XTRTT10AGGG9CS,2025-01-12T17:35:08.229414195Z,60,2025-01-12T17:35:08.229414195Z,true,2025-01-12T17:52:22.019808452Z,01JHDRXZZNS6W0KNGZCZNFJV0G,2025-01-12T17:35:08.229414195Z,0,2025-01-12T17:35:08.229414195Z,true,2025-01-12T17:51:57.128130504Z,selection,2025-01-12T17:35:08.229414195Z,01JHDSAW2F94Z771GH8TE0P70N,2025-01-12T17:35:08.229414195Z,true,2025-01-12T17:51:57.043728192Z,true,2025-01-12T17:51:57.184020664Z,01JHDSAWE1K3723P96FQ5JCS6H,2025-01-12T17:35:08.229414195Z
01JHDSEHA8HMJBSNJB4HGYQ98A,01JHDRYCASHM533JE5DAZYMGMC,2025-01-12T17:37:07.912488031Z,60,2025-01-12T17:37:07.912488031Z,true,2025-01-12T18:23:10.426052166Z,01JHDRYCB5FSS04RVSYX0D80DF,2025-01-12T17:37:07.912488031Z,0,2025-01-12T17:37:07.912488031Z,true,2025-01-12T18:22:27.01292577Z,selection,2025-01-12T17:37:07.912488031Z,01JHDSEG8XCGDP0JH840JWYFKR,2025-01-12T17:37:07.912488031Z,true,2025-01-12T18:22:26.802375868Z,true,2025-01-12T18:22:27.127592093Z,01JHDSEHA4HVW8X4PWNPRJQ21Z,2025-01-12T17:37:07.912488031Z
01JHDT2D938QR8YW5Z3ZVQT3GT,01JHDSEK792A1PR6M0877F9RYQ,2025-01-12T17:47:59.139115537Z,3,2025-01-12T17:47:59.139115537Z,true,2025-01-12T18:12:22.485402308Z,01JHDSEN9ZXYGTDKT3E4FMPN7Y,2025-01-12T17:47:59.139115537Z,1,2025-01-12T17:47:59.139115537Z,true,2025-01-12T18:12:19.369958721Z,feedback,2025-01-12T17:47:59.139115537Z,01JHDT29HSN1H2MNZ48JDVQNM9,2025-01-12T17:47:59.139115537Z,true,2025-01-12T18:12:18.706596608Z,true,2025-01-12T18:12:19.481009153Z,01JHDT2D8DHRH8HVDG3275SPGZ,2025-01-12T17:47:59.139115537Z
01JHDSHQB1JW9TFKP6FNTZMPC0,01JHDRYRDQ4STSHJ7VKH0MF43T,2025-01-12T17:38:52.385453721Z,3,2025-01-12T17:38:52.385453721Z,true,2025-01-12T17:48:54.424983265Z,01JHDRYRE2FDEZZD13T1M5NP7E,2025-01-12T17:38:52.385453721Z,1,2025-01-12T17:38:52.385453721Z,true,2025-01-12T17:48:51.37357612Z,feedback,2025-01-12T17:38:52.385453721Z,01JHDSHPGKJNM7M04RMK6VAPNZ,2025-01-12T17:38:52.385453721Z,true,2025-01-12T17:48:51.294237469Z,true,2025-01-12T17:48:51.419859033Z,01JHDSHQARV9EX7SJM4M8YDYJX,2025-01-12T17:38:52.385453721Z
01JHDT1GJP23G44ZJMN0A1JK1R,01JHDSEJNE0PF4D7D0T70GWRBY,2025-01-12T17:47:29.750819941Z,60,2025-01-12T17:47:29.750819941Z,true,2025-01-12T18:13:27.79392213Z,01JHDSEN9DC4QXFP61HDZDXMVF,2025-01-12T17:47:29.750819941Z,0,2025-01-12T17:47:29.750819941Z,true,2025-01-12T18:12:53.575576264Z,selection,2025-01-12T17:47:29.750819941Z,01JHDT1DEXRTEA5C18W1CS8YD1,2025-01-12T17:47:29.750819941Z,true,2025-01-12T18:12:53.027103484Z,true,2025-01-12T18:12:53.687523046Z,01JHDT1GJG1SQ20YPXC3TT51Z4,2025-01-12T17:47:29.750819941Z
01JHDTNJSHAB1JZJHSFYGEC956,01JHDSEMAY2JK76HMF0WAJJX4B,2025-01-12T17:58:27.377979542Z,3,2025-01-12T17:58:27.377979542Z,false,2025-01-12T17:58:27.377979542Z,01JHDSENAYK76DQX37J3H6VY74,2025-01-12T17:58:27.377979542Z,1,2025-01-12T17:58:27.377979542Z,,,feedback,2025-01-12T17:58:27.377979542Z,01JHDTNFQG28B3XF2ZW2HTC6T3,2025-01-12T17:58:27.377979542Z,false,2025-01-12T17:58:27.377979542Z,,,01JHDTNJRFTBTVZ17P0Q3DFC08,2025-01-12T17:58:27.377979542Z
01JHDTNKSQJDGEHT1H3A7MK15V,01JHDSEMAY2JK76HMF0WAJJX4B,2025-01-12T17:58:28.407196761Z,60,2025-01-12T17:58:28.407196761Z,false,2025-01-12T17:58:28.407196761Z,01JHDSENAYK76DQX37J3H6VY74,2025-01-12T17:58:28.407196761Z,0,2025-01-12T17:58:28.407196761Z,,,selection,2025-01-12T17:58:28.407196761Z,01JHDTNG1FBKC1S1WNPTYWEYW4,2025-01-12T17:58:28.407196761Z,false,2025-01-12T17:58:28.407196761Z,,,01JHDTNKSBVVT759BEG1A5SP2A,2025-01-12T17:58:28.407196761Z
01JHDSA91GB1X1MFX48JY9NNHG,01JHDRXZZ1K7XTRTT10AGGG9CS,2025-01-12T17:34:48.368056698Z,3,2025-01-12T17:34:48.368056698Z,true,2025-01-12T18:01:06.233965372Z,01JHDRXZZNS6W0KNGZCH2B1KKK,2025-01-12T17:34:48.368056698Z,1,2025-01-12T17:34:48.368056698Z,true,2025-01-12T18:01:03.086875234Z,feedback,2025-01-12T17:34:48.368056698Z,01JHDSA8DXAXKKDGZHKD2826XQ,2025-01-12T17:34:48.368056698Z,true,2025-01-12T18:01:02.936044259Z,true,2025-01-12T18:01:03.170021858Z,01JHDSA91DTYTDTP7FB2AX0ZG8,2025-01-12T17:34:48.368056698Z
01JHDSBWSTYQVW40YCQWXX128H,01JHDRY6FB1TBNBEXV082FF6QB,2025-01-12T17:35:41.370354845Z,60,2025-01-12T17:35:41.370354845Z,true,2025-01-12T17:41:42.417721787Z,01JHDRY6FPS99E2NA6HQM9PWXY,2025-01-12T17:35:41.370354845Z,0,2025-01-12T17:35:41.370354845Z,true,2025-01-12T17:41:04.746266255Z,selection,2025-01-12T17:35:41.370354845Z,01JHDSBWJSTEEFK7XZBRKYDNSF,2025-01-12T17:35:41.370354845Z,true,2025-01-12T17:41:04.700316136Z,true,2025-01-12T17:41:04.774476668Z,01JHDSBWSPMH6X4YM9ZEVTV2CZ,2025-01-12T17:35:41.370354845Z
01JHDSFNCE6S98BPBRDNZ1H2AB,01JHDRYCASHM533JE5DAZYMGMC,2025-01-12T17:37:44.846093805Z,3,2025-01-12T17:37:44.846093805Z,true,2025-01-12T17:41:39.841224741Z,01JHDRYCB4YXZE09EG2KMY001G,2025-01-12T17:37:44.846093805Z,1,2025-01-12T17:37:44.846093805Z,true,2025-01-12T17:41:36.805423877Z,feedback,2025-01-12T17:37:44.846093805Z,01JHDSFN1WYMCR8RKYG7G4Y6DE,2025-01-12T17:37:44.846093805Z,true,2025-01-12T17:41:36.601524494Z,true,2025-01-12T17:41:36.836758547Z,01JHDSFNC5X3BPQEMPJX18YVMN,2025-01-12T17:37:44.846093805Z
