prolificID,bonus
66ce19d8999acf31d23634ff,1.74
5c91fad394f7e600172f9d4a,1.62
6732ab9b8627904cc6a8a524,1.83
677d68f1dcff19bb789bc3d7,1.47
6665da13e6399f108ad419a4,1.68
656f9199da13da6cd7f00b23,1.71
669faeb6d07d662c8f3de95b,1.83
679a0366c8793f4845badfd6,0.06
676528b4a78f7f780a57d7eb,1.86
658301f0c304eb2e12fdcdf5,1.86
5f21fe68039e0e45fabc19af,1.77
5c4684826a7dbc00017c0a87,1.8
677b2835a528602862a1d1b1,1.74
656f2db1e45a8e27d322392d,1.74
615bb7169f21a05f50172948,1.62
661dd11d5523e507da514925,1.68
672273d8a212ca380836fefd,1.77
666219f4ce91684220fcd823,1.83
60ff115a5ac69d2e624fb43e,1.83
674d7a89f564e8bbe0a7af1c,0.03
60faa05e2798be94fcabb5d6,1.74
65f9ba64ad418acb8fcc5121,0.03
5ab8cbc53607f50001929fb9,1.5
6718fef586eaf80e07feeaf9,1.62
669057b20c389ad32d1e0c86,1.83
666b49dbabe453d50315738e,1.83
64f7276356edb337278c6430,0.06
6695227ee33b1435180a693c,1.92
613a3a7db20de98675ba39d4,1.77
6662121f62e60f8620344600,1.83
663abe783376c55539118997,1.5
677a797fcca3e291b75022f5,1.62
66afe0aa575a7f5ef03a7116,1.47
60ac45052698668311fcc5af,1.8
59baf1a2178f1b0001828a26,1.86
665b1c8e63a2144efc395a74,1.86
65333c5d7986446bae37c026,1.83
5b4ec32e995d4e00010944ce,1.92
65f506b13213d7223ce26cd8,1.8
60d9fd50b2166fb9292a0d0f,1.77
6605cd2fc352ad987368723a,1.83
5c882fbb42ff490016c7e47b,1.8
6168e3efc08671bd92f7fd37,1.83
601b9077694f034f0092dd8f,1.86
59e7302d0fb3a90001bd981b,1.86
5a4aaa1866e7880001de64be,1.8
65298aca34ac384b783169d4,1.8
6759fa50a9bb240e423de357,1.71
