roundID,text,playerID,director_msg,chit_chat
01JH9TBC8KA39DDWZP98BEQN7D,2,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBC75N6X7K9TQH5H35D4S,waiting,01JH9SY0PN10686TC2BA333ZWX,FALSE,FALSE
01JH9TBC75N6X7K9TQH5H35D4S,be fst,01JH9SY0PN10686TC2BA333ZWX,FALSE,FALSE
01JH9TBC75N6X7K9TQH5H35D4S,///,01JH9SY0PN10686TC2BA333ZWX,FALSE,FALSE
01JH9TKQMT9GZQYS4YMAZAZ0QX,......,01JH9T3CP2N1E6A1GJTGJZ682J,TRUE,TRUE
01JH9TDQY30AXX3XKTYE2DKW8T,*bottom,01JH9T7T0ARFX88RZ306MDN4V9,TRUE,FALSE
01JH9TBCEZ7XBSAZ4E1CXV4S5S,1 down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9VD5Q09GJP11DVQ79V6S3Z,"1 pointy touchng up, 2 pointy touching right, 1 pointy touching bottom.",01JH9VA2NKTKEMFYFCX0BKBNB0,TRUE,FALSE
01JH9VD5P8H9NE9PCGYZZ0MEEG,"1 touching top, 2 side touching left side. 1 bottom pointy touching, 2 right side pointy  touching",01JH9VA2NKTKEMFYFCX0BKBNB0,TRUE,FALSE
01JH9TW0VGFGR4WM6HS1MFPT87,1 triangle at top and partial triangle at bottom,01JH9TQHJBK9FPKTXSMDVZ4QSZ,TRUE,FALSE
01JH9VN65W10QR32TJSDNAGHXC,"1 triangle up, 1 triangle down, 1 triangle pointing to the left",01JH9VD3H004Q66V1TZ4ZWZP0Y,TRUE,FALSE
01JH9TBCHH24TBYFZR896FRY6F,1 up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBC6EQGTNHTZ4NE9DE9XY,12 sides,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TSJRWGXRCSTKZX5GY5ZWN,12:05am here,01JH9TGJWR01WGRKG91RGPJ391,TRUE,TRUE
01JH9TBCCT72JJVKK5VGJHQCJZ,1st down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCHSF3T47WAECT7THXEC,1st down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9VKW6XMPK2H5VMX0W0EBW5,S?,01JH9VCHQAV52AMVT4WHT0VZF0,FALSE,FALSE
01JH9TBCFCQHAR4V597XKWKCD4,1st down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBC58ZSDYSNK3G7ANGKB9,1st up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCDVPBJFJ3WPVRA68BYZ,1st up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TKQ7BSJXSJQ1M5TME6MA9,yeah,01JH9T3CP2N1E6A1GJTGJZ682J,FALSE,FALSE
01JH9V8AF8PXDH0YC2XM0WXXCW,2 horns and 2 feet,01JH9TXKGVZMH0FZ6SS5TAHK78,TRUE,FALSE
01JH9V8AECSQDN567N9JB7B76Y,2 horns on top and 3 on the bottom,01JH9TXKGVZMH0FZ6SS5TAHK78,TRUE,FALSE
01JH9V8B23ZZSDTNRK45N9MBKP,2 horns up 3 horns down,01JH9TXKGVZMH0FZ6SS5TAHK78,TRUE,FALSE
01JH9V8B3J9M69BQDCV52J0SCF,2 horns up and 3 down,01JH9TXKGVZMH0FZ6SS5TAHK78,TRUE,FALSE
01JH9T8RQ4HN1PJFFABX5AYXHS,2 spikes,01JH9SYADTV0AY0XJJGDA70SQE,TRUE,FALSE
01JH9T8RW34ZNRAJSD9EKKY6GE,2 spikes upwards,01JH9SYADTV0AY0XJJGDA70SQE,TRUE,FALSE
01JH9TFDFM850QEZMVVZ01TYWT,"2 triangles pointing straight down, not the elephant",01JH9T609MTFWWVGVTTZA3T8QG,TRUE,FALSE
01JH9TBC8BAB41AZP1P7F2DZ1K,2 wings,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCG320PNFD8VBNP7ZV28,2down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCJAHKJ0HTYAR75FK6S7,2nd down,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCH0ABKHWGZA6TEVHX3D,2nd down,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9SWYABM5B6DKF9XRNZ44BK,trying to click its glitching a lil,01JH9SSMX5A6PET00AWZYSJ82M,FALSE,FALSE
01JH9TBCF44ECRCWY0Y0HFY8G5,2nd down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCCDX2GCH096C14926GE,2nd down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCEGDBG1DV99Z8SX14PW,2nd down,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCFTMR9PDAA5EH1HXRWP,2nd down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCJ1X7GD9B4NRGQ75FBG,2nd down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCG71S24FJ1VJBMJ1XQ7,2nd down,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9T9GV25WBA6WYB3ZTP2R0J,please describe,01JH9SWED62S20YJ9J4P54E76D,FALSE,FALSE
01JH9TBCE2VD1BTD9BV5N3W51R,2nd down,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCFYV3MNAQ1NPYAX939Y,2nd down,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCACTQGD915C3HN8YFGT,2nd down,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBC9AY06DVTVY3EKA1K99,2nd on first row,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBC9XE3VPYBF1ZBED5GS1,2nd roll and 2nd option above,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBC9NPJDMMXR8NSKWVQAB,2nd row 2nd option,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCD8QZD94W230SSP1CZP,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCETCX6ZDH76AD1YR4ZZ,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBC5202E1K88BPPCMMYFG,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCB9RN8C14BPG1PC2F8W,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9T9GT26397BWZ8ANVM5A0B,what does  it look like,01JH9SWED62S20YJ9J4P54E76D,FALSE,FALSE
01JH9TBCAM8EXQ0TNVRNDKA8V6,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCH851JP4FAN3GTB37GW,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCECYH9CC9MJF62857H3,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCD0G5C5G47WPN0PH6PZ,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9VKVDSX7NV69ZCP08E23R1,Does shape have a cutout?,01JH9VCHQAV52AMVT4WHT0VZF0,FALSE,FALSE
01JH9TBCFGP30C3CTWC9WS50Z0,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCFN3Z4MF0WPG7FJ55E7,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCBY53NX3X3R9Z1SGWCW,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9T2PM7R4YC3CXCDG9MZEP7,no mouth right,01JH9STRCRKCQRMFNJ8Z1XK15N,FALSE,FALSE
01JH9TBCGFES388NF2MHYEFXA5,2nd up,01JH9T1DMHW38XPS69FTNV9BGR,TRUE,FALSE
01JH9TBCAVBT8JBSK5M4539MHH,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
01JH9TBCDMF21SD9DAHR5FWS34,2nd up,01JH9SY0PN10686TC2BA333ZWX,TRUE,FALSE
