roundID,text,playerID,director_msg,chit_chat
01JHHG3K877CSRVGB7WPFMXQVC,<#,01JHHFYM6NJQQ1NBEECFVSJEV5,TRUE,FALSE
01JHHG3K877CSRVGB7WPFMXQVC,<3,01JHHFYM6NJQQ1NBEECFVSJEV5,TRUE,FALSE
01JHHDPW8419Z2HVKQCBES9R0J,1 arrow,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHDPWGQSK2DMFDAPJW08GTJ,1 arrow left,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHDPWMKFX9SGBY42R34MR17,1 arrow left,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHDPWGDP1KJA31NEMY07KF8,1 arrow left,01JHHDFH6BV7JMM34SWE1RWQV8,TRUE,FALSE
01JHHDPWDWGXSHS87196QQ9Y09,1 arrow left,01JHHDFH6BV7JMM34SWE1RWQV8,TRUE,FALSE
01JHHDTXV76ZM1QZRHW31SW9W2,1 big cat ear anchor on bottom,01JHHDK2J03GYSX0PDT9J9GG56,TRUE,FALSE
01JHHDXYDS29GB64N07TR5DXAJ,2 arms ana head,01JHHDC4XASQ139TP1SA7TGWG5,TRUE,FALSE
01JHHD91B5T62NVFKG66TS478T,yeah,01JHHD3JN5MB95W93XR0KDTAXR,FALSE,FALSE
01JHHDXY38QHT1CNG5FN1QTJ94,hello,01JHHD8A4XK21M7FKS1HXT8J44,FALSE,FALSE
01JHHDPWJZAGAVTRRZG2JQGNR8,2 arrows,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHDXY38QHT1CNG5FN1QTJ94,diomond on the right,01JHHD8A4XK21M7FKS1HXT8J44,FALSE,FALSE
01JHHDPWCRQFR8MN0V7XDZ0CXY,2 arrows,01JHHDFH6BV7JMM34SWE1RWQV8,TRUE,FALSE
01JHHDPW6DWP1454CCY576CCG1,2 arrows,01JHHDFH6BV7JMM34SWE1RWQV8,TRUE,FALSE
01JHHDPVZJ8NFKFCNB2CJNMJWN,2 arrows,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHDPWH0067AN4ZY2XSPFPFK,2 arrows,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHDPWMXCWMJBANGTZ6A80MF,2 arrows and beak,01JHHDFH6BV7JMM34SWE1RWQV8,TRUE,FALSE
01JHHDXY5AMQCQDQNH2AS62053,2 arrows in middle,01JHHDC4XASQ139TP1SA7TGWG5,TRUE,FALSE
01JHHG3JGY2JZ130ZYKW1VG8AM,2 arrows pointing left in the corners,01JHHFZ81R19KAP7PZG85EXNHX,TRUE,FALSE
01JHHG3KA7YMG8X9SKRX6BB3DX,2 arrows pointing left in the corners then 2 pointing right,01JHHFZ81R19KAP7PZG85EXNHX,TRUE,FALSE
01JHHG3J363E3K6DY6PBTB82A1,2 arrows pointing right,01JHHFZ81R19KAP7PZG85EXNHX,TRUE,FALSE
01JHHG3HMVXR2WPKW0R3HW88K2,2 arrows pointing right,01JHHFYM6NJQQ1NBEECFVSJEV5,TRUE,FALSE
01JHHG3HKNX7YW6FE2FR9XG5ZE,2 arrows pointing right again,01JHHFZ81R19KAP7PZG85EXNHX,TRUE,FALSE
01JHHDPW4VTE8NW4Q3K9WZZ8F8,2 arrows/left,01JHHD33A7Y15CZP876MN77RTE,TRUE,FALSE
01JHHG3HRBJR4YWZ7AREWQHS0F,2 big arrows pointing right,01JHHFYM6NJQQ1NBEECFVSJEV5,TRUE,FALSE
