gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JH9SGAA658NFPWXGCTEHJ41E,2,01JH9SGAA0WCVGJ2BK8MK3A0V0,4,comp-within,ended,"[[266,221],[266,361],[266,22],[266,331],[293,221],[293,361],[293,22],[293,331],[341,221],[341,361],[341,22],[341,331],[283,221],[283,361],[283,22],[283,331]]",0
01JH9SGAXY80Q61E4V3J2PWF19,2,01JH9SGAXPRX1SN1DJE6R807K5,4,comp-within,ended,"[[367,187],[367,456],[367,284],[367,463],[117,187],[117,456],[117,284],[117,463],[461,187],[461,456],[461,284],[461,463],[165,187],[165,456],[165,284],[165,463]]",0
01JH9SGKFEJ4J3SWDMRZA4QK72,2,01JH9SGKF7EQ1XC0PDNHES0FBJ,4,comp-within,ended,"[[74,331],[74,294],[74,296],[74,108],[143,331],[143,294],[143,296],[143,108],[436,331],[436,294],[436,296],[436,108],[48,331],[48,294],[48,296],[48,108]]",180
01JH9SGKRECV5BXRCS4MDYERV4,2,01JH9SGKR50W5ED7CXSG3TQF7R,4,comp-within,ended,"[[34,70],[34,431],[34,187],[34,467],[267,70],[267,431],[267,187],[267,467],[376,70],[376,431],[376,187],[376,467],[158,70],[158,431],[158,187],[158,467]]",0
01JH9SGM0KF2XWB034M9GS3AGQ,2,01JH9SGM0CQS8NB7HSS37C4DA6,4,comp-within,ended,"[[103,270],[103,52],[103,183],[103,258],[425,270],[425,52],[425,183],[425,258],[385,270],[385,52],[385,183],[385,258],[327,270],[327,52],[327,183],[327,258]]",180
01JH9SG78HVVRSBRB5PATQ33NW,2,01JH9SG789Q3JDWPWFKY4MDQWJ,4,comp-within,ended,"[[127,193],[127,433],[127,196],[127,329],[25,193],[25,433],[25,196],[25,329],[311,193],[311,433],[311,196],[311,329],[452,193],[452,433],[452,196],[452,329]]",0
01JH9SGDM23MYAYE14PAZBTC0A,2,01JH9SGDKV1EQ95V1SDDJNDQ5X,4,comp-within,ended,"[[24,165],[24,202],[24,348],[24,7],[356,165],[356,202],[356,348],[356,7],[326,165],[326,202],[326,348],[326,7],[362,165],[362,202],[362,348],[362,7]]",180
01JH9SGDWVBQGVH0A8WK0YXR7R,2,01JH9SGDWB70FZC6HETBPTKBNQ,4,comp-within,ended,"[[449,128],[449,384],[449,46],[449,274],[93,128],[93,384],[93,46],[93,274],[215,128],[215,384],[215,46],[215,274],[268,128],[268,384],[268,46],[268,274]]",180
01JH9SGE6WNQGJ9QXAAXMXB1KM,2,01JH9SGE6MZ80HYJT5W4D3K43Z,4,comp-within,ended,"[[378,469],[378,372],[378,245],[378,375],[458,469],[458,372],[458,245],[458,375],[151,469],[151,372],[151,245],[151,375],[384,469],[384,372],[384,245],[384,375]]",90
01JH9SGMA5SQW06Q2RHZM566J9,2,01JH9SGM9Y88X030VM49TRMRVS,4,comp-within,ended,"[[332,464],[332,276],[332,136],[332,144],[440,464],[440,276],[440,136],[440,144],[361,464],[361,276],[361,136],[361,144],[77,464],[77,276],[77,136],[77,144]]",180
