gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JJX6Z05GMEP3WV5GFJB7Y0N5,2,01JJX6Z05BRSDQQB9VNVYWXHE2,4,noncomp,ended,"[[42,48],[133,329],[210,136],[305,62],[412,211],[358,448],[58,366],[291,135],[152,372],[50,32],[309,215],[435,423],[453,64],[444,263],[281,111],[195,415]]",0
01JJX6Z0ZAB2PZ13PT79622M0D,2,01JJX6Z0Z6YC1E4VM05NYR91Q2,4,noncomp,ended,"[[178,175],[419,22],[256,444],[469,366],[128,200],[147,84],[277,182],[43,356],[310,72],[434,264],[275,364],[315,393],[449,29],[25,454],[432,445],[49,146]]",270
01JJX6YV2CQ98NT3R2YNS53P66,2,01JJX6YV255NSNXM2VPWJM6Q0H,4,noncomp,ended,"[[387,15],[354,257],[51,442],[206,349],[172,381],[440,209],[367,130],[356,236],[139,91],[150,103],[6,279],[207,350],[403,312],[290,127],[170,411],[199,196]]",180
01JJX6YWH2SWXT1ZBYS18XQNYP,2,01JJX6YWGWQ5N94EQQFB34YK2P,4,noncomp,ended,"[[375,323],[127,94],[357,300],[149,350],[57,335],[184,451],[400,199],[124,164],[103,75],[358,153],[347,86],[78,128],[238,157],[469,130],[276,326],[11,443]]",0
01JJX6YYF86VC98797SWBTV7RR,2,01JJX6YYF3W3CKAW870X7VG5WJ,4,noncomp,ended,"[[201,290],[34,465],[469,79],[67,58],[117,383],[212,20],[322,317],[234,225],[210,332],[286,434],[217,276],[27,137],[181,390],[387,172],[3,53],[343,350]]",180
01JJX6YZ8GH8JBP6WJP3ZZ4ER2,2,01JJX6YZ8B1ZC6ZW6P0BXR5WQA,4,noncomp,ended,"[[337,82],[211,417],[144,373],[255,397],[208,390],[101,113],[180,319],[38,246],[427,111],[107,389],[83,439],[369,77],[118,45],[187,42],[115,51],[97,288]]",270
01JJX6YZP7Z3HS5ACZ90KMY414,2,01JJX6YZP2EVZ3VM8HFNDAH2YN,4,noncomp,ended,"[[327,89],[425,5],[176,181],[249,216],[456,213],[455,253],[204,79],[454,212],[291,328],[318,11],[39,219],[432,399],[90,458],[378,133],[104,396],[223,64]]",270
01JJX6Z0G4Z93DBYNMFDACJA51,2,01JJX6Z0FZSX4N4HSCKNDZNNC1,4,noncomp,ended,"[[302,281],[130,458],[117,60],[247,212],[82,153],[83,304],[294,326],[142,42],[287,351],[426,197],[222,296],[47,356],[57,123],[146,330],[285,284],[51,135]]",270
01JJX6Z1D29N6ANGC2MR79CPWD,NA,01JJX6Z1CXN1PFV20R4399GAYF,NA,NA,NA,NA,NA
01JJX6YSAHS8D1F3C65G127ZEB,2,01JJX6YSA4GP58KYQAQJRNQRH1,4,noncomp,ended,"[[205,442],[439,258],[436,164],[463,211],[65,453],[372,430],[366,181],[174,8],[215,7],[345,443],[67,290],[60,402],[42,29],[193,0],[254,272],[375,422]]",270
01JJX6YXYK2TG8HZGE85R2VEV7,2,01JJX6YXYDFD026ZXS49TVX64P,4,noncomp,ended,"[[59,39],[366,44],[229,340],[71,211],[409,251],[197,331],[430,166],[146,388],[453,140],[411,61],[228,190],[8,113],[323,399],[283,336],[437,368],[220,448]]",0
01JJX6YYX2XESD3E4CEFK68XT1,2,01JJX6YYWXTFECH4A10BY1D23A,4,noncomp,ended,"[[155,409],[261,395],[35,169],[282,243],[18,447],[194,262],[109,7],[150,206],[107,222],[427,201],[278,303],[333,8],[50,454],[414,305],[56,240],[314,466]]",90
