gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHRCDKKHX3HAVSQZWE4HGQQZ,2,01JHRCDKJQWZXCNM2MK08YVQ6H,4,noncomp,ended,"[[333,393],[350,250],[288,123],[293,321],[247,169],[73,122],[183,302],[80,286],[63,415],[86,303],[363,189],[46,141],[15,280],[28,50],[272,319],[416,352]]",0
01JHRCDRH21W1H9H1FK03DQR84,NA,01JHRCDRGKXYME05DFH056TT52,NA,NA,terminated,NA,NA
01JHRCY62V41NAQ6K6WA728CZK,2,01JHRCY62KAFEDEW4A92VPEMN4,4,noncomp,ended,"[[380,103],[456,197],[425,394],[353,196],[2,115],[165,204],[364,418],[433,101],[231,404],[252,315],[338,159],[443,232],[330,172],[0,269],[53,344],[455,230]]",90
01JHRCXRYDFM4HDDMP15DZQKZA,2,01JHRCXRY0Q9XFR5H34WVK0EXB,4,noncomp,ended,"[[24,171],[121,140],[347,156],[18,31],[2,82],[136,276],[240,435],[239,353],[282,114],[260,272],[103,396],[302,371],[316,359],[134,108],[365,300],[351,15]]",270
01JHRCY6YDH38CBJFA8N0FWC3J,2,01JHRCY6Y49H07QS7AGSKSJ3VQ,4,noncomp,ended,"[[140,33],[431,218],[131,414],[367,234],[95,425],[198,390],[394,305],[149,229],[53,161],[359,396],[49,397],[20,271],[400,410],[392,441],[338,443],[152,372]]",90
01JHRD1EDZ0HTEP43H8AHFQZ4H,2,01JHRD1DXMY9QQE2XVBY0H8D0V,4,noncomp,ended,"[[165,441],[269,133],[271,309],[272,59],[248,464],[341,172],[220,337],[294,1],[275,443],[178,189],[168,37],[188,71],[412,13],[289,303],[208,74],[274,232]]",270
01JHRCDKKGAE88DKD981Q9PYD9,2,01JHRCDKJQWZXCNM2MK08YVQ6H,4,noncomp,ended,"[[285,169],[313,438],[305,228],[78,385],[34,392],[254,58],[333,132],[424,324],[277,177],[236,209],[460,380],[87,458],[128,374],[162,276],[90,26],[445,55]]",270
01JHRCDRH21W1H9H1FKM76YCSK,NA,01JHRCDRGKXYME05DFH056TT52,NA,NA,terminated,NA,NA
01JHRD1GFVATAZ3A90SECB26MK,2,01JHRD1GFHBQ4SY95A8SBV3YW8,4,noncomp,ended,"[[316,250],[220,137],[89,145],[450,403],[285,165],[60,95],[288,466],[84,11],[266,162],[9,10],[384,393],[426,108],[223,362],[81,464],[273,297],[131,281]]",270
01JHRCDKKGAE88DKD989TVW7SK,2,01JHRCDKJQWZXCNM2MK08YVQ6H,4,noncomp,ended,"[[326,394],[322,364],[379,342],[269,13],[361,307],[290,466],[156,179],[305,448],[113,171],[320,4],[18,229],[222,288],[363,56],[426,221],[124,445],[266,315]]",0
