prolificID,bonus
65d563ecf8df20ade2f17888,1.77
6717c466a1a5d0cb15bca12e,1.56
678967766af8f51e08627049,1.74
663a7dfda4b3d560eb9290c8,1.35
66ad6f2765f2ef7122225388,1.68
662959b221d6790f5548ba36,1.89
6516f5e83d2a0a005a56d55a,1.89
66edfe8c2f61966a5596e3a1,1.47
5c1942e200849900010afdcd,1.35
663a7af013938e6bbfb065d5,1.74
677f0cbe2175c4f3c0754085,1.83
6605b8d9e293ad3cabb46279,1.8
66df3fb1714165680f1d4164,1.56
62b354926116305375200028,1.89
666fb6f24d1c14f333eb4a0a,1.8
60f636c9615b7889af85f355,1.74
6760853e178af224e611e496,1.74
678ee07e3c3de9ee4eda5fe1,1.71
663b047e07423e3381afc506,1.74
654939d4e23dcdbb14d95661,1.68
63ea4b5592211a79471c9deb,1.83
6720378a683a5d8a933493fb,1.89
676479382b4a8d397c3d53af,1.68
5f0725f8dc62d10dd034fb46,1.71
63d141f0a7b0e7ea9526e89d,1.74
5c0430c71a20110001e9b05a,1.77
66bcce7233ce3b6b5aaecd5e,1.47
65c12aec64a50727ccd1ac6e,1.68
678c51c4f4998df7a4eeaa3d,1.47
6266aa7132e3a5bf1631ac1b,1.77
672008d83175ee9452312bec,1.74
66e48be5d3eea78d6dd99c88,1.74
580d5d1f357e890001dd14ce,1.77
5a297877edcbca00015f351f,1.47
