room_num,image_options,target_image,stage_num,trial_num,round_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_6,1,11,2,FALSE,NA,match,1,27,7,107,7
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_6,1,11,2,FALSE,NA,match,1,28,8,108,8
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_6,1,11,2,FALSE,NA,match,1,29,9,109,9
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_6,1,11,2,FALSE,NA,match,1,30,10,110,10
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,21,1,111,1
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,22,2,112,2
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,23,3,113,3
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,24,4,114,4
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,25,5,115,5
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,26,6,116,6
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,27,7,117,7
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,28,8,118,8
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,29,9,119,9
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_9,1,12,2,FALSE,NA,match,1,30,10,120,10
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,21,1,121,1
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,22,2,122,2
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,23,3,123,3
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,24,4,124,4
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,25,5,125,5
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,26,6,126,6
1,basket_1;basket_2;basket_3;basket_4;basket_5;basket_6;basket_7;basket_8;basket_9;basket_10;basket_11;basket_12;basket_13,basket_1,1,13,2,FALSE,NA,match,1,27,7,127,7
