gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHGXA5EMBGQ1B4AVN0AEX608,2,01JHGXA5ECT2MRTG1SYKEMG9HC,4,noncomp,ended,"[[201,290],[34,465],[469,79],[67,58],[117,383],[212,20],[322,317],[234,225],[210,332],[286,434],[217,276],[27,137],[181,390],[387,172],[3,53],[343,350]]",180
01JHGXA8B7K9W683NZVSFGRJYC,2,01JHGXA8AZKXD6TP2K7W17M86R,4,noncomp,ended,"[[453,109],[117,55],[315,107],[15,158],[156,386],[411,447],[152,51],[13,252],[397,43],[202,233],[159,40],[60,251],[166,313],[56,12],[220,181],[467,418]]",90
01JHGXA8VZCTE04S4M78T8QW23,2,01JHGXA8VRW9R997BEDXRKWTVQ,4,noncomp,ended,"[[181,132],[275,397],[47,151],[168,93],[413,81],[103,374],[430,317],[241,353],[239,167],[320,184],[38,76],[323,179],[288,362],[389,331],[370,445],[347,433]]",180
01JHGXA9D8VBTTYVNX9Z83PSWE,2,01JHGXA9D1SKK9X8PG3KN0P6AW,4,noncomp,ended,"[[389,297],[57,303],[163,286],[284,239],[266,359],[314,8],[49,464],[104,218],[123,377],[107,455],[217,179],[99,271],[311,33],[403,12],[135,384],[463,250]]",270
01JHH0X7GTPCX3VXBFSWNB3R3B,2,01JHH0X766HVJAGH7TTH59Y0W4,4,noncomp,ended,"[[100,47],[439,425],[364,297],[129,19],[180,204],[24,105],[398,269],[337,401],[139,0],[238,131],[109,83],[323,186],[62,381],[106,289],[456,192],[70,457]]",90
01JHH15NTHTD78CJ9F7P0FXSBC,2,01JHH13M2S23P7QN8ZCPRTQ06C,4,noncomp,ended,"[[358,324],[352,172],[434,126],[292,177],[289,73],[218,258],[361,170],[259,264],[439,314],[122,400],[209,402],[149,425],[397,131],[140,110],[59,81],[65,454]]",180
01JHGXA0EWQD9VPQBF5F5SM963,2,01JHGXA0EHA7X629DR775R8ECY,4,noncomp,ended,"[[45,145],[392,15],[410,414],[386,321],[461,9],[173,221],[121,425],[63,374],[65,134],[438,204],[318,231],[403,208],[330,79],[147,226],[394,419],[271,258]]",0
01JHGXA3GR59E7YG7PQ608B8RA,2,01JHGXA3GH30A3P950CF3W646Q,4,noncomp,ended,"[[387,15],[354,257],[51,442],[206,349],[172,381],[440,209],[367,130],[356,236],[139,91],[150,103],[6,279],[207,350],[403,312],[290,127],[170,411],[199,196]]",90
01JHGXA5Z9PYEZYZHPW79N1EEC,2,01JHGXA5Z1A2Y2579RCGM9R61J,4,noncomp,ended,"[[208,146],[441,5],[445,120],[156,447],[424,65],[366,429],[265,38],[468,108],[53,35],[259,194],[268,369],[24,454],[207,361],[23,161],[124,320],[257,159]]",270
01JHGXA8K9CYY9WWB3KNN9P1DR,2,01JHGXA8K05GXJN42QRWSPRVCR,4,noncomp,ended,"[[4,370],[48,172],[461,46],[403,465],[138,316],[454,344],[389,60],[271,2],[213,319],[135,223],[299,446],[171,285],[96,369],[333,115],[257,128],[298,125]]",270
01JHGXA5PZMX0FH1QDWHJ0ZNZJ,2,01JHGXA5PPC3CZEA501SJA5QJF,4,noncomp,ended,"[[122,298],[7,103],[237,141],[391,233],[268,234],[60,345],[287,136],[364,312],[411,144],[138,227],[107,387],[409,389],[421,352],[77,69],[236,37],[406,64]]",0
01JHGXA94WM3BS764CKQDNKE7G,2,01JHGXA94MWM6HZKQDFGRZJHVZ,4,noncomp,ended,"[[191,239],[398,132],[323,217],[282,449],[27,348],[7,226],[240,98],[427,14],[48,446],[79,301],[359,300],[415,363],[283,26],[380,222],[400,63],[173,154]]",90
01JHGX9Y9R26D3GMKYRVRCS4EY,2,01JHGX9Y99CE0QTSE6J9Y6ZCJ3,4,noncomp,ended,"[[257,132],[37,379],[185,381],[268,292],[290,182],[388,246],[156,237],[127,124],[5,249],[431,436],[439,89],[313,82],[214,426],[252,318],[205,339],[390,419]]",0
01JHGXA22937FJWCEKCS5KRNKX,2,01JHGXA222QW4S1EGF27T76GCN,4,noncomp,ended,"[[245,136],[110,301],[164,95],[173,216],[304,17],[84,382],[179,103],[324,271],[31,326],[171,388],[449,370],[325,273],[96,130],[188,262],[398,177],[247,227]]",90
01JHGXA2C6KDK8STPXWAEWJ01G,2,01JHGXA2BY5A2C0S9G3WY96GEV,4,noncomp,ended,"[[469,197],[158,10],[363,304],[424,365],[296,222],[439,81],[425,380],[24,150],[199,357],[311,200],[415,396],[204,166],[346,434],[417,438],[99,211],[448,366]]",180
01JHGXA2N220PC5EW5506TDPTS,2,01JHGXA2MVNKRFN43KXWAT2EXG,4,noncomp,ended,"[[406,23],[229,139],[214,53],[242,215],[6,93],[207,316],[362,465],[400,379],[453,158],[257,149],[401,416],[468,334],[454,278],[391,105],[458,160],[159,199]]",90
01JHGXA2YRA1PTX1FNEFHEFNP5,2,01JHGXA2YHKXWZZ5QD603GGA5M,4,noncomp,ended,"[[90,15],[167,421],[73,24],[369,165],[349,68],[192,109],[359,41],[121,136],[364,299],[310,214],[441,357],[119,60],[21,312],[381,43],[458,198],[428,275]]",270
01JHGXA37CZW3WJ3WJ1GK3320B,2,01JHGXA374R4MF9K24QP8SK4G7,4,noncomp,ended,"[[269,153],[171,414],[95,133],[450,77],[454,215],[48,116],[457,453],[169,394],[361,66],[243,179],[150,155],[173,422],[366,342],[63,124],[123,87],[392,5]]",180
01JHGZPHRJ5ZD6415TNF3KYZV0,2,01JHGZPHKS3A37VD9B92NX682M,4,noncomp,ended,"[[92,233],[138,339],[131,194],[120,4],[461,60],[32,128],[51,347],[337,135],[12,452],[207,368],[305,240],[241,21],[443,334],[52,270],[409,71],[350,132]]",180
01JHGX9ZTCGAKN3E1EP3RVSDDT,2,01JHGX9ZT2PSCN8X48ASF7B2WC,4,noncomp,ended,"[[79,459],[350,141],[250,298],[152,273],[390,108],[122,255],[203,301],[157,385],[304,115],[234,316],[28,48],[63,47],[160,415],[23,440],[378,409],[163,210]]",180
01JHGXA1KE4DV636BF0N2HJ8PC,2,01JHGXA1K60RPS505SW02ZT20A,4,noncomp,ended,"[[426,17],[215,290],[184,91],[191,268],[199,53],[364,144],[214,186],[292,225],[235,154],[181,267],[394,286],[29,137],[112,285],[132,30],[98,431],[111,120]]",270
