gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHR42ZN6K3AHQ2FK7EMJTDCS,2,01JHR42ZMY4V1MQDTG879V1A5E,4,comp-within,ended,"[[247,351],[247,74],[247,233],[247,96],[332,351],[332,74],[332,233],[332,96],[262,351],[262,74],[262,233],[262,96],[416,351],[416,74],[416,233],[416,96]]",180
01JHR431HXNZDY0T9MGPCJ1R8D,2,01JHR431HPBAKRAVRE1TM3TDJ8,4,comp-within,ended,"[[462,157],[462,139],[462,106],[462,7],[132,157],[132,139],[132,106],[132,7],[343,157],[343,139],[343,106],[343,7],[215,157],[215,139],[215,106],[215,7]]",180
01JHR432BCE2ZG5S313ABK0GRK,2,01JHR432B50GM2BWWH0J2BJEYF,4,comp-within,ended,"[[203,291],[203,357],[203,259],[203,47],[249,291],[249,357],[249,259],[249,47],[459,291],[459,357],[459,259],[459,47],[78,291],[78,357],[78,259],[78,47]]",0
01JHR42W325AWTV0C44Z9NM6R5,2,01JHR42W2SC34TK1ZED5M8W4ZZ,4,comp-within,ended,"[[424,263],[424,135],[424,126],[424,341],[122,263],[122,135],[122,126],[122,341],[89,263],[89,135],[89,126],[89,341],[6,263],[6,135],[6,126],[6,341]]",90
01JHR430F0YGP7BMHQYQSQNEQ2,2,01JHR430ERDBPHZFN7Q92GSP82,4,comp-within,ended,"[[137,336],[137,354],[137,344],[137,292],[213,336],[213,354],[213,344],[213,292],[205,336],[205,354],[205,344],[205,292],[258,336],[258,354],[258,344],[258,292]]",270
01JHR4310TYR4EC380PNETERVQ,2,01JHR4310K67C573H1YN28HCX5,4,comp-within,ended,"[[234,456],[234,463],[234,468],[234,465],[181,456],[181,463],[181,468],[181,465],[100,456],[100,463],[100,468],[100,465],[253,456],[253,463],[253,468],[253,465]]",90
01JHR4319P5FKEPZASK9GBP3RC,2,01JHR4319FDM5F382CT507NMQQ,4,comp-within,ended,"[[37,99],[37,403],[37,16],[37,245],[184,99],[184,403],[184,16],[184,245],[352,99],[352,403],[352,16],[352,245],[49,99],[49,403],[49,16],[49,245]]",180
01JHR431V3B8E8BZT8NB36629A,2,01JHR431TWR1ZVYZ837Y7AD1ZB,4,comp-within,ended,"[[225,440],[225,16],[225,45],[225,189],[97,440],[97,16],[97,45],[97,189],[400,440],[400,16],[400,45],[400,189],[271,440],[271,16],[271,45],[271,189]]",180
01JHR42TK3BCXF5ZP70SFACSEF,2,01JHR42TJKHEZ6ZAG081M5V386,4,comp-within,ended,"[[166,215],[166,385],[166,342],[166,218],[438,215],[438,385],[438,342],[438,218],[394,215],[394,385],[394,342],[394,218],[30,215],[30,385],[30,342],[30,218]]",90
01JHR4323Y4DCEJMDAQ67ENPQT,2,01JHR4323PCPZRFE1NHW29AEMP,4,comp-within,ended,"[[396,216],[396,152],[396,286],[396,407],[225,216],[225,152],[225,286],[225,407],[117,216],[117,152],[117,286],[117,407],[395,216],[395,152],[395,286],[395,407]]",180
01JHR5QN5SNG6WYN3Y79J94KCV,2,01JHR5QN3P92PZF1776ESWQ2ZV,4,comp-within,ended,"[[112,352],[112,333],[112,277],[112,189],[96,352],[96,333],[96,277],[96,189],[395,352],[395,333],[395,277],[395,189],[101,352],[101,333],[101,277],[101,189]]",270
01JHR5R01G0KPZNMZRCQ3WT90N,2,01JHR5QZZCQ3XD1GRXSEKM28YA,4,comp-within,ended,"[[159,9],[159,187],[159,439],[159,435],[453,9],[453,187],[453,439],[453,435],[118,9],[118,187],[118,439],[118,435],[148,9],[148,187],[148,439],[148,435]]",90
01JHR5R1DKAQQV0VBSEYV1S3XQ,2,01JHR5R1BAF0BJ7X8CVGY95SW9,4,comp-within,ended,"[[50,290],[50,212],[50,457],[50,319],[296,290],[296,212],[296,457],[296,319],[347,290],[347,212],[347,457],[347,319],[146,290],[146,212],[146,457],[146,319]]",270
01JHR42WDPNME4FZNVX8K7CRAA,2,01JHR42WDD2G3RZC8T3W4RBFZD,4,comp-within,ended,"[[18,159],[18,317],[18,428],[18,432],[89,159],[89,317],[89,428],[89,432],[314,159],[314,317],[314,428],[314,432],[68,159],[68,317],[68,428],[68,432]]",0
01JHR42ZY69TQ33RY95E4NP23W,2,01JHR42ZXW1990DE5RNAW46YEP,4,comp-within,ended,"[[25,112],[25,179],[25,279],[25,417],[14,112],[14,179],[14,279],[14,417],[42,112],[42,179],[42,279],[42,417],[249,112],[249,179],[249,279],[249,417]]",90
01JHR43073B4WBGWCZ0BAJ2A12,2,01JHR4306V1QFSAVZ1WYPPS4ZQ,4,comp-within,ended,"[[81,17],[81,216],[81,278],[81,212],[266,17],[266,216],[266,278],[266,212],[408,17],[408,216],[408,278],[408,212],[424,17],[424,216],[424,278],[424,212]]",0
01JHR430QZ0B71N297NVZM7ZV4,2,01JHR430QSE995CZ2R2HNS8S3N,4,comp-within,ended,"[[40,71],[40,372],[40,18],[40,72],[5,71],[5,372],[5,18],[5,72],[56,71],[56,372],[56,18],[56,72],[322,71],[322,372],[322,18],[322,72]]",90
