gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JJWKP95BY0JAB84HRK7734YW,2,01JJWKP9561TG6ZV2XY4KQYFF0,4,noncomp,ended,"[[33,368],[377,219],[310,74],[231,75],[216,342],[273,234],[34,201],[237,20],[167,337],[364,448],[383,102],[256,104],[439,127],[323,195],[321,336],[109,35]]",180
01JJWKPAD9X66CP1HACW6GR8A3,2,01JJWKPAD5KYRPA794S14GY8VP,4,noncomp,ended,"[[23,418],[395,69],[366,85],[187,353],[362,233],[155,151],[142,406],[432,206],[414,90],[427,147],[383,33],[393,349],[344,346],[277,49],[75,343],[2,247]]",90
01JJWKPFSE0CM9VPRXVKN10ETK,NA,01JJWKPFS73QG5WJHFJNNS3NBA,NA,NA,NA,NA,NA
01JJWKP4KRZ8QP6NX8GENN0XHS,2,01JJWKP4KC42V7WA3P68QAB91T,4,noncomp,ended,"[[387,15],[354,257],[51,442],[206,349],[172,381],[440,209],[367,130],[356,236],[139,91],[150,103],[6,279],[207,350],[403,312],[290,127],[170,411],[199,196]]",270
01JJWKP6XHF6H925Q46E1BHTN9,2,01JJWKP6XCCE9TQBCZ33JG7RDY,4,noncomp,ended,"[[439,33],[337,177],[432,351],[279,91],[167,211],[274,127],[87,252],[378,88],[18,162],[444,320],[413,384],[89,51],[183,70],[197,60],[208,375],[259,232]]",180
01JJWKP7D50S0464CHP0F33Q9H,2,01JJWKP7D0BF6ZRNB4MXT3BD1Q,4,noncomp,ended,"[[438,214],[359,406],[230,331],[206,178],[130,188],[401,282],[207,191],[161,256],[97,335],[138,356],[27,78],[5,39],[311,67],[56,49],[211,0],[329,375]]",0
01JJWKP8H21P7HMBJZQPTXKYRC,2,01JJWKP8GX2NDQEXJ5H632FT9X,4,noncomp,ended,"[[212,439],[34,251],[105,246],[155,29],[300,145],[377,299],[278,226],[203,3],[436,20],[459,135],[447,177],[137,434],[157,284],[262,133],[421,399],[366,35]]",270
01JJWKP8V1KH0M8ZA8PD30BGKX,2,01JJWKP8TWQMK1K521EQ6FG2HZ,4,noncomp,ended,"[[124,382],[1,219],[130,43],[82,330],[245,329],[100,30],[468,248],[326,328],[251,79],[280,375],[409,455],[47,249],[257,71],[457,185],[25,99],[117,56]]",270
01JJWKP5V7RH8SYEQQBH121YV1,2,01JJWKP5V0PV52F4NE1330B91M,4,noncomp,ended,"[[157,391],[234,188],[208,334],[373,213],[272,145],[356,204],[307,169],[261,296],[118,30],[351,370],[209,51],[129,376],[181,303],[171,45],[179,367],[281,66]]",180
01JJWKP86PZV6G1BFQBWDQJVQ3,2,01JJWKP86HS77ZB5MC8WPA2R9T,4,noncomp,ended,"[[330,8],[369,378],[245,212],[183,83],[387,291],[51,108],[450,160],[64,165],[45,460],[176,95],[405,287],[268,462],[196,125],[110,391],[308,105],[220,411]]",0
01JJWKP7WTSPBK8CKK4SWFV9WC,2,01JJWKP7WMYB6MHMEVAZXF1AVD,4,noncomp,ended,"[[45,145],[392,15],[410,414],[386,321],[461,9],[173,221],[121,425],[63,374],[65,134],[438,204],[318,231],[403,208],[330,79],[147,226],[394,419],[271,258]]",90
01JJWKPA3XFY3BZBMZBGNSQVP8,2,01JJWKPA3Q0Y9DVMBMJRD6R46Z,4,noncomp,ended,"[[139,280],[189,94],[277,400],[231,135],[270,351],[30,209],[99,265],[269,98],[328,193],[58,34],[89,33],[66,182],[373,82],[250,8],[72,340],[407,17]]",180
01JJWKP6AAVB8J8M8WBGMWB5D1,2,01JJWKP6A4RV6MMZQQ43FYPJJH,4,noncomp,ended,"[[144,126],[427,343],[437,29],[463,25],[22,209],[205,410],[66,421],[355,162],[45,61],[408,373],[202,232],[309,258],[79,165],[302,420],[461,169],[194,354]]",270
01JJWKP9H40NPJDC2HFK9T0H1R,2,01JJWKP9H04DDB0QCN98NGD055,4,noncomp,ended,"[[94,349],[47,250],[338,53],[199,260],[443,28],[146,52],[213,165],[306,410],[276,156],[194,373],[449,6],[14,428],[60,15],[297,251],[462,57],[380,222]]",90
01JJWKP9V1BDTZA2YAN2B3AESV,2,01JJWKP9TXPW2NY1G26FCK3S0V,4,noncomp,ended,"[[340,228],[293,200],[427,21],[193,326],[117,249],[59,379],[365,343],[232,279],[263,351],[372,115],[368,107],[443,220],[195,433],[81,27],[44,96],[208,72]]",0
01JJWKPAPQWKCKFSQ3PTQ787RR,2,01JJWKPAPJ7BJXVFB05B36WEP6,4,noncomp,ended,"[[186,346],[416,453],[413,375],[418,378],[414,273],[15,351],[32,353],[282,290],[188,310],[365,197],[400,23],[127,303],[435,431],[7,466],[451,112],[163,268]]",180
01JJWNFS5DPPT8T332E155R15N,NA,01JJWNFS3QFV4MB68S9ECG0EXG,NA,NA,NA,NA,NA
