gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHRQ3BMFHM2177PST7BADFTP,2,01JHRQ3ATER0XYCT62CXHYT5WE,4,comp-between,ended,"[[144,262],[144,232],[144,134],[144,433],[304,262],[304,232],[304,134],[304,433],[78,262],[78,232],[78,134],[78,433],[265,262],[265,232],[265,134],[265,433]]",90
01JHRM1XPSX5W1ABCSJZWBMJAY,2,01JHRM1XPHG50HABTAF5YPT5EG,4,comp-between,ended,"[[121,431],[121,91],[121,267],[121,60],[96,431],[96,91],[96,267],[96,60],[418,431],[418,91],[418,267],[418,60],[134,431],[134,91],[134,267],[134,60]]",180
01JHRM1YFR8ANGFABXSKBNJ27P,2,01JHRM1YFHC8VXRGFRJKWRXX1V,4,comp-between,ended,"[[24,445],[24,65],[24,177],[24,337],[63,445],[63,65],[63,177],[63,337],[405,445],[405,65],[405,177],[405,337],[228,445],[228,65],[228,177],[228,337]]",180
01JHRM1ZS8Q73EH5R9J06CRSRF,2,01JHRM1ZS1QQPE4SXMEBCCR11S,4,comp-between,ended,"[[23,207],[23,406],[23,428],[23,107],[98,207],[98,406],[98,428],[98,107],[50,207],[50,406],[50,428],[50,107],[435,207],[435,406],[435,428],[435,107]]",0
01JHRND8GHA17Z5C7HNXDZQDDK,2,01JHRND8DCTAZNS1T374ZYC7XQ,4,comp-between,ended,"[[234,456],[234,463],[234,468],[234,465],[181,456],[181,463],[181,468],[181,465],[100,456],[100,463],[100,468],[100,465],[253,456],[253,463],[253,468],[253,465]]",180
01JHRSYMTVF13JA6BHSA2Q9Q5E,NA,01JHRSYM1CQ6HDZ5WH64FEJXS7,NA,NA,NA,NA,NA
01JHRM1Y6E1YJMVZ3W2E5VR65N,2,01JHRM1Y65T6X7SPP8KSFV8C3G,4,comp-between,ended,"[[359,447],[359,1],[359,203],[359,327],[268,447],[268,1],[268,203],[268,327],[154,447],[154,1],[154,203],[154,327],[75,447],[75,1],[75,203],[75,327]]",90
01JHRM1Z6NT49EW2V0WPSYHCB1,2,01JHRM1Z6DKCPPJ10QHJNT13AF,4,comp-between,ended,"[[37,99],[37,403],[37,16],[37,245],[184,99],[184,403],[184,16],[184,245],[352,99],[352,403],[352,16],[352,245],[49,99],[49,403],[49,16],[49,245]]",0
01JHRNCM245R3RT99Y2GMNRHGN,2,01JHRNCKVHN1Y4B9H4378PY5T6,4,comp-between,ended,"[[396,408],[396,424],[396,281],[396,70],[225,408],[225,424],[225,281],[225,70],[356,408],[356,424],[356,281],[356,70],[53,408],[53,424],[53,281],[53,70]]",270
01JHRRNDP5CPNEV7X31FWBC1MK,2,01JHRRNDC691CK3DATSBB8VAN4,4,comp-between,ended,"[[129,331],[129,299],[129,456],[129,42],[54,331],[54,299],[54,456],[54,42],[274,331],[274,299],[274,456],[274,42],[59,331],[59,299],[59,456],[59,42]]",0
01JHRRNGG8Q3DJPC96ATPSFZ19,2,01JHRRNG6B3GT21XEE5NYSMEJ0,4,comp-between,ended,"[[140,417],[140,278],[140,131],[140,360],[162,417],[162,278],[162,131],[162,360],[463,417],[463,278],[463,131],[463,360],[17,417],[17,278],[17,131],[17,360]]",90
01JHRM209BJPVXX6TWCDBYDCNK,2,01JHRM2094MMQ4A91P3Q0768TY,4,comp-between,ended,"[[166,215],[166,385],[166,342],[166,218],[438,215],[438,385],[438,342],[438,218],[394,215],[394,385],[394,342],[394,218],[30,215],[30,385],[30,342],[30,218]]",90
01JHRM20FRVD46NCPCCK2EEEBB,2,01JHRM20FG7DVKHJ8GBT7KRDMK,4,comp-between,ended,"[[395,299],[395,264],[395,210],[395,378],[340,299],[340,264],[340,210],[340,378],[355,299],[355,264],[355,210],[355,378],[172,299],[172,264],[172,210],[172,378]]",180
01JHRNCV7MDAV2VEX63Y0JD0CW,2,01JHRNCV4PYXYR3344V1G1F3GH,4,comp-between,ended,"[[467,367],[467,405],[467,145],[467,328],[204,367],[204,405],[204,145],[204,328],[281,367],[281,405],[281,145],[281,328],[366,367],[366,405],[366,145],[366,328]]",180
01JHRND97FBQ66EMFGWRVNHH02,2,01JHRND948CPDKB5MAY5MFMTH3,4,comp-between,ended,"[[462,157],[462,139],[462,106],[462,7],[132,157],[132,139],[132,106],[132,7],[343,157],[343,139],[343,106],[343,7],[215,157],[215,139],[215,106],[215,7]]",180
01JHRM1T6EZQTHN10YSQ6AVWXN,2,01JHRM1T5Y4N1BN7BM9V87TCEB,4,comp-between,ended,"[[430,453],[430,448],[430,395],[430,25],[161,453],[161,448],[161,395],[161,25],[402,453],[402,448],[402,395],[402,25],[55,453],[55,448],[55,395],[55,25]]",180
01JHRM1YQP4KKPVFJHGNV5WS97,2,01JHRM1YQFV637VCVP9QVWNKBR,4,comp-between,ended,"[[131,28],[131,377],[131,429],[131,444],[401,28],[401,377],[401,429],[401,444],[462,28],[462,377],[462,429],[462,444],[422,28],[422,377],[422,429],[422,444]]",180
01JHRND7BZEBMBP28183PDM4DA,2,01JHRND78NJ227QT3N7YMKHXNM,4,comp-between,ended,"[[348,430],[348,38],[348,245],[348,339],[59,430],[59,38],[59,245],[59,339],[74,430],[74,38],[74,245],[74,339],[305,430],[305,38],[305,245],[305,339]]",270
01JHRRNM9ZFD9JKTFR7YTY2M8C,2,01JHRRNKZN0Q35MXJDCEYBPHEZ,4,comp-between,ended,"[[370,63],[370,9],[370,205],[370,138],[226,63],[226,9],[226,205],[226,138],[373,63],[373,9],[373,205],[373,138],[366,63],[366,9],[366,205],[366,138]]",90
01JHRM1YYZCY9TYZ11BK92CRB0,2,01JHRM1YYR8SDR9R987KS71X75,4,comp-between,ended,"[[316,308],[316,290],[316,38],[316,376],[120,308],[120,290],[120,38],[120,376],[267,308],[267,290],[267,38],[267,376],[272,308],[272,290],[272,38],[272,376]]",90
