id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JHRMGFTAXQPJGN9R0J0QYRSW,01JHRM1YQFV637VCVP9QVWNKBR,2025-01-16T22:42:27.786205089Z,3,2025-01-16T22:42:27.786205089Z,true,2025-01-16T23:26:47.183701592Z,01JHRM1YQP4KKPVFJHGNV5WS97,2025-01-16T22:42:27.786205089Z,1,2025-01-16T22:42:27.786205089Z,true,2025-01-16T23:26:43.412794018Z,feedback,2025-01-16T22:42:27.786205089Z,01JHRMGDZ0VAP786JDW46S68TN,2025-01-16T22:42:27.786205089Z,true,2025-01-16T23:26:42.867268998Z,true,2025-01-16T23:26:43.550841295Z,01JHRMGFT1870ZJ8E7JW9FYN93,2025-01-16T22:42:27.786205089Z
01JHRPCFXW23XZ80RHWSG1PA2H,01JHRND948CPDKB5MAY5MFMTH3,2025-01-16T23:15:13.98102974Z,3,2025-01-16T23:15:13.98102974Z,true,2025-01-16T23:48:31.537463313Z,01JHRND97FBQ66EMFGWRVNHH02,2025-01-16T23:15:13.98102974Z,1,2025-01-16T23:15:13.98102974Z,true,2025-01-16T23:48:28.203249122Z,feedback,2025-01-16T23:15:13.98102974Z,01JHRPC491JPGT2763T8P9NY1A,2025-01-16T23:15:13.98102974Z,true,2025-01-16T23:48:27.917960253Z,true,2025-01-16T23:48:28.381443718Z,01JHRPCFVYM0NNEXKRM81CE41C,2025-01-16T23:15:13.98102974Z
01JHRNW0HDFQ8MZJFWV3GQQ56Q,01JHRNCV4PYXYR3344V1G1F3GH,2025-01-16T23:06:13.933772944Z,60,2025-01-16T23:06:13.933772944Z,true,2025-01-16T23:24:23.530277329Z,01JHRNCV7MDAV2VEX63Y0JD0CW,2025-01-16T23:06:13.933772944Z,0,2025-01-16T23:06:13.933772944Z,true,2025-01-16T23:24:17.431543705Z,selection,2025-01-16T23:06:13.933772944Z,01JHRNVT9Q3K5J37QHHNVV0527,2025-01-16T23:06:13.933772944Z,true,2025-01-16T23:24:17.214255878Z,true,2025-01-16T23:24:17.567198393Z,01JHRNW0H0RSN84K9P8HAB9SJY,2025-01-16T23:06:13.933772944Z
01JHRSMVC4BNVJC7C8417JYBJZ,01JHRRNKZN0Q35MXJDCEYBPHEZ,2025-01-17T00:12:13.572737923Z,3,2025-01-17T00:12:13.572737923Z,false,2025-01-17T00:12:13.572737923Z,01JHRRNM9ZFD9JKTFR7YTY2M8C,2025-01-17T00:12:13.572737923Z,1,2025-01-17T00:12:13.572737923Z,,,feedback,2025-01-17T00:12:13.572737923Z,01JHRSM1QK65N997Y7PEVYX89F,2025-01-17T00:12:13.572737923Z,false,2025-01-17T00:12:13.572737923Z,,,01JHRSMV7X8C5YFCA3EP3MWSBZ,2025-01-17T00:12:13.572737923Z
01JHRMQCSQKV46VTYR6AD4N754,01JHRM1ZH7THAQNTTQHF9D6EBE,2025-01-16T22:46:14.071483681Z,3,2025-01-16T22:46:14.071483681Z,true,2025-01-16T22:58:40.595957896Z,01JHRM1ZHFT5YYFKRSPVGHX6Y6,2025-01-16T22:46:14.071483681Z,1,2025-01-16T22:46:14.071483681Z,true,2025-01-16T22:58:37.507187276Z,feedback,2025-01-16T22:46:14.071483681Z,01JHRMQB9YENMWPV164TPRYFG6,2025-01-16T22:46:14.071483681Z,true,2025-01-16T22:58:37.39644833Z,true,2025-01-16T22:58:37.564030982Z,01JHRMQCSB071V7R5DMD81PFYD,2025-01-16T22:46:14.071483681Z
01JHRSDG58D760SN50J2SQ77TM,01JHRRNG6B3GT21XEE5NYSMEJ0,2025-01-17T00:08:12.712457722Z,60,2025-01-17T00:08:12.712457722Z,true,2025-01-17T00:45:50.861022683Z,01JHRRNGG8Q3DJPC96ATPSFZ19,2025-01-17T00:08:12.712457722Z,0,2025-01-17T00:08:12.712457722Z,true,2025-01-17T00:45:29.248405561Z,selection,2025-01-17T00:08:12.712457722Z,01JHRSCYW7NRS1S6SQMNFQ85R4,2025-01-17T00:08:12.712457722Z,true,2025-01-17T00:45:28.858987105Z,true,2025-01-17T00:45:29.491363896Z,01JHRSDG4M9G4V4X53DWVYYRR0,2025-01-17T00:08:12.712457722Z
01JHRM9FN1W7D8VXFN4X8D8P5S,01JHRM1VY4G71542H8N3WFZPWW,2025-01-16T22:38:38.241720106Z,60,2025-01-16T22:38:38.241720106Z,true,2025-01-16T22:48:16.447939588Z,01JHRM1VYEPMZV1RNYZQ32QBQD,2025-01-16T22:38:38.241720106Z,0,2025-01-16T22:38:38.241720106Z,true,2025-01-16T22:48:02.563117232Z,selection,2025-01-16T22:38:38.241720106Z,01JHRM9FDQFYF16CMASP8HP670,2025-01-16T22:38:38.241720106Z,true,2025-01-16T22:48:02.508999279Z,true,2025-01-16T22:48:02.590531599Z,01JHRM9FMYGM4CB0XK3H1CY621,2025-01-16T22:38:38.241720106Z
01JHRNP51H47BQ0WF8TGNV5NMP,01JHRM20FG7DVKHJ8GBT7KRDMK,2025-01-16T23:03:01.937240581Z,60,2025-01-16T23:03:01.937240581Z,true,2025-01-16T23:27:44.004022849Z,01JHRM20FRVD46NCPCCK2EEEBB,2025-01-16T23:03:01.937240581Z,0,2025-01-16T23:03:01.937240581Z,true,2025-01-16T23:27:33.710522242Z,selection,2025-01-16T23:03:01.937240581Z,01JHRNP0DSBPAKB0QXFXV2091B,2025-01-16T23:03:01.937240581Z,true,2025-01-16T23:27:33.498603362Z,true,2025-01-16T23:27:33.84503419Z,01JHRNP517P4ZP0FMMG1QKVPVQ,2025-01-16T23:03:01.937240581Z
01JHRM86NDZ1WMTG9YV2P5V5TA,01JHRM1T5Y4N1BN7BM9V87TCEB,2025-01-16T22:37:56.269460254Z,3,2025-01-16T22:37:56.269460254Z,false,2025-01-16T22:37:56.269460254Z,01JHRM1T6EZQTHN10YSQ6AVWXN,2025-01-16T22:37:56.269460254Z,1,2025-01-16T22:37:56.269460254Z,,,feedback,2025-01-16T22:37:56.269460254Z,01JHRM8663WPPD40J0RH7ASBY0,2025-01-16T22:37:56.269460254Z,false,2025-01-16T22:37:56.269460254Z,,,01JHRM86NBYMAH50V9JV8CKTA8,2025-01-16T22:37:56.269460254Z
01JHRS90SFFBQ7TTBDF6V2EYVC,01JHRRNDC691CK3DATSBB8VAN4,2025-01-17T00:05:45.90379791Z,3,2025-01-17T00:05:45.90379791Z,true,2025-01-17T00:24:58.157279361Z,01JHRRNDP5CPNEV7X31FWBC1MK,2025-01-17T00:05:45.90379791Z,1,2025-01-17T00:05:45.90379791Z,true,2025-01-17T00:24:54.350970227Z,feedback,2025-01-17T00:05:45.90379791Z,01JHRS8N93HHE85BTQ2Q4RNKZM,2025-01-17T00:05:45.90379791Z,true,2025-01-17T00:24:53.575856057Z,true,2025-01-17T00:24:54.746345336Z,01JHRS90P7N2K56P6QX62ZYPTB,2025-01-17T00:05:45.90379791Z
