roundID,text,playerID,director_msg,chit_chat
01JHRE20WF839RFXDZ7B5A8FSQ,1,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRDA8628X7CWYX3QGV8C9ZH,clue,01JHRD0H9SJAD02SJC79YPVGQ7,FALSE,FALSE
01JHRE20HP5D8MHYHD0J96RK39,1,01JHRDGPZEYMXBT6C70MC1YWT8,TRUE,FALSE
01JHRDA8628X7CWYX3QGV8C9ZH,k,01JHRD0H9SJAD02SJC79YPVGQ7,FALSE,FALSE
01JHRE20H18SHQKZ6RFRBH9TEX,1,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRDFS7T7H0K2MA9VNE40V1S,http://147.182.195.234:8080/tangrams/464_13.png,01JHRCW09WDCS9KKFCP6A090H1,FALSE,FALSE
01JHRE20NTTGEYZ3NJ1RGHNSAJ,1,01JHRDGPZEYMXBT6C70MC1YWT8,TRUE,FALSE
01JHRE2135EWPAC41V2HV78J4W,1,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRE20PGVMYNKCPQF89QSJWH,1,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRE20K08KVGF3K6AEFYDK6F,2,01JHRDGPZEYMXBT6C70MC1YWT8,TRUE,FALSE
01JHRDNJ439G7A1D46Q7C5PT68,which,01JHRD1EDQV7Q53ETX68BPPFX5,FALSE,FALSE
01JHRDNJ439G7A1D46Q7C5PT68,?,01JHRD1EDQV7Q53ETX68BPPFX5,FALSE,FALSE
01JHRE20Q79Q0C58P977TE1AX1,2,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRD6JCZ0D3CMP7QJ6PH39D4,2,01JHRD0JF2AQNDXJPHD3NW4D6K,TRUE,FALSE
01JHRE20TFHKE9J8CEYHG6YT7K,2,01JHRDGPZEYMXBT6C70MC1YWT8,TRUE,FALSE
01JHRD6JB9GQNKEEB57V7JAQGJ,w,01JHRD0JF2AQNDXJPHD3NW4D6K,FALSE,FALSE
01JHRE20JAFST50BRAEM4CZXJ5,2,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRE20FP9GP5ZCCADKFPX9XK,3,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
01JHRE20FP9GP5ZCCADKFPX9XK,3,01JHRCRYWMGC3S5JD4VKN4X9HW,TRUE,FALSE
