prolificID,bonus
6682a94b061954ae8483fb08,1.77
67757bedd1833a082de13b4d,1.65
5d453e8723a5bb0001492546,1.35
673850b48df4851cfa189e0a,1.23
675da979bf7f2ebeffa5384e,1.65
63174af7d57182f9bf90c094,1.8
669a4f388b2de8df723faf1e,1.47
6693f1d9fe7d710187a5f8f5,0.48
66ebd2b6a14439680389fe45,1.53
672c5b8a4e9baf334a143014,1.53
672f5d9e39d2d29090ebbb30,1.32
63d19839498b3afe724b69d6,1.14
66107a3619b2031a5256b327,1.35
66f63aeba07bb69cb2f44c32,1.77
67690558cb727baa2375ecba,0.78
6767f9e6ff8e505d86351f81,1.17
6749fb1db8603ceec6d7097a,1.8
671025e7fc447894a20e897b,0.48
67331956e2df2a64f6c97f73,0.78
6709224f70eacdb20761ae3c,1.11
6580668bce252e4eddaf9d83,1.14
671fa6442e7c5e8e44e90b69,1.47
65878d4de4ec34e24bedb823,1.32
668d4f33fdba135be3c74ed8,1.23
677c4e89d0b937ded5cfb444,1.11
672755dd32af0473ffc21dd9,1.23
6771a53869901552211ed8a8,1.23
60e2577f8c52db9d1fb5ffac,1.62
64050cfd151bc9945fd3eac9,1.17
67545c44724e5a9bdfa96ab4,1.62
