id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JJWKPAD5KYRPA794S14GY8VP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:49.829202675Z,all games finished,2025-01-30T22:46:37.351031063Z,true,2025-01-30T22:00:49.834227405Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:49.829202675Z,ended,2025-01-30T22:46:37.351031063Z
01JJWKP4KC42V7WA3P68QAB91T,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:43.88470011Z,all games finished,2025-01-30T22:22:37.338651396Z,true,2025-01-30T22:00:43.896634134Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:43.88470011Z,ended,2025-01-30T22:22:37.338651396Z
01JJWKP6A4RV6MMZQQ43FYPJJH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:45.636537498Z,all games finished,2025-01-30T22:37:26.943997628Z,true,2025-01-30T22:00:45.642714859Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:45.636537498Z,ended,2025-01-30T22:37:26.943997628Z
01JJWKP7D0BF6ZRNB4MXT3BD1Q,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:46.752290139Z,all games finished,2025-01-30T22:34:44.223299555Z,true,2025-01-30T22:00:46.75730731Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:46.752290139Z,ended,2025-01-30T22:34:44.223299555Z
01JJWKP7WMYB6MHMEVAZXF1AVD,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:47.252681077Z,all games finished,2025-01-30T22:41:44.335804938Z,true,2025-01-30T22:00:47.25793604Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:47.252681077Z,ended,2025-01-30T22:41:44.335804938Z
01JJWKP9H04DDB0QCN98NGD055,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:48.928166808Z,all games finished,2025-01-30T22:49:47.209100915Z,true,2025-01-30T22:00:48.933159766Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:48.928166808Z,ended,2025-01-30T22:49:47.209100915Z
01JJWKPA3Q0Y9DVMBMJRD6R46Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:49.527498772Z,all games finished,2025-01-30T22:38:06.822675894Z,true,2025-01-30T22:00:49.532950831Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:49.527498772Z,ended,2025-01-30T22:38:06.822675894Z
01JJWKP5V0PV52F4NE1330B91M,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:45.152468312Z,all games finished,2025-01-30T22:39:08.384628914Z,true,2025-01-30T22:00:45.159174677Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:45.152468312Z,ended,2025-01-30T22:39:08.384628914Z
01JJWKP9561TG6ZV2XY4KQYFF0,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:48.550103093Z,all games finished,2025-01-30T22:26:14.714531788Z,true,2025-01-30T22:00:48.555389421Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:48.550103093Z,ended,2025-01-30T22:26:14.714531788Z
01JJWKP9TXPW2NY1G26FCK3S0V,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:49.245320311Z,all games finished,2025-01-30T22:57:01.515785484Z,true,2025-01-30T22:00:49.249801012Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:49.245320311Z,ended,2025-01-30T22:57:01.515785484Z
01JJWKPFS73QG5WJHFJNNS3NBA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:55.335765633Z,,,true,2025-01-30T22:00:55.344153766Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:55.335765633Z,running,2025-01-30T22:00:56.801539825Z
01JJWNFS3QFV4MB68S9ECG0EXG,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:32:12.663585752Z,,,true,2025-01-30T22:32:12.733290139Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:32:12.663585752Z,running,2025-01-30T22:32:13.894960629Z
01JJWKP6XCCE9TQBCZ33JG7RDY,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:46.252036518Z,all games finished,2025-01-30T22:28:59.313694702Z,true,2025-01-30T22:00:46.257845031Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:46.252036518Z,ended,2025-01-30T22:28:59.313694702Z
01JJWKP8GX2NDQEXJ5H632FT9X,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:47.901761627Z,all games finished,2025-01-30T22:29:56.091922945Z,true,2025-01-30T22:00:47.906352295Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:47.901761627Z,ended,2025-01-30T22:29:56.091922945Z
01JJWKP8TWQMK1K521EQ6FG2HZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:48.220902561Z,all games finished,2025-01-30T22:40:44.03334975Z,true,2025-01-30T22:00:48.225780376Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:48.220902561Z,ended,2025-01-30T22:40:44.03334975Z
01JJWKPAPJ7BJXVFB05B36WEP6,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:50.130924411Z,all games finished,2025-01-30T22:30:14.226969332Z,true,2025-01-30T22:00:50.135616348Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:50.130924411Z,ended,2025-01-30T22:30:14.226969332Z
01JJWKP86HS77ZB5MC8WPA2R9T,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-30T22:00:47.569424021Z,all games finished,2025-01-30T22:43:34.891310085Z,true,2025-01-30T22:00:47.574467969Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-30T22:00:47.569424021Z,ended,2025-01-30T22:43:34.891310085Z
