condition_label,dataset_id,full_cite,short_cite,group_size,prior_relationship,partner_constancy,role_constancy,population,confederates,modality,feedback,backchannel,language,condition_id
fmri,hawkins2026_fmri,"Hawkins, R. D., et al (2026) Unpublished hyperscanning study.",Hawkins et al. (2026),2,mixed,yes,no,adult,no,oral-remote,full,full,English,1
