id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JHH5HBJQKG6QWQPKTS1GSH5V,,,01JHH5HBJD459BR526HYJK3VXR,2025-01-14T01:06:06.552001992Z,,,,,,,false,2025-01-14T01:06:06.552001992Z,,,,,01JHH5HBK4VCABYHV2EVGY9KYG,2025-01-14T01:06:06.566389731Z,,,,,,,,,,,,,,,false,2025-01-14T01:06:06.552001992Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:06:06.552001992Z,full-comp-within,2025-01-14T01:06:06.552001992Z
01JHH5HDXNV5NWFQYNX4V0QAAA,,,01JHH5HDXE8Z3CKXSS2ECP52BE,2025-01-14T01:06:08.949950154Z,,,,,,,false,2025-01-14T01:06:08.949950154Z,,,,,01JHH5HDY0YASQ733R89NE561C,2025-01-14T01:06:08.962420316Z,,,,,,,,,,,,,,,false,2025-01-14T01:06:08.949950154Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:06:08.949950154Z,full-comp-within,2025-01-14T01:06:08.949950154Z
01JHH5GWNWEMQHKRMFXX5YFS7H,2,2025-01-14T01:22:47.396989948Z,01JHH5GWNN5EFFCQ2EJMPJN422,2025-01-14T01:05:51.292591616Z,"[293,186,86,314]",2025-01-14T01:22:48.042642671Z,4,2025-01-14T01:22:47.442736161Z,comp-within,2025-01-14T01:22:47.442736161Z,true,2025-01-14T02:05:26.254435314Z,false,2025-01-14T01:22:47.442736161Z,end of game,2025-01-14T02:05:26.307614453Z,01JHH5GWP81W7YZ4FX4R8YZXMD,2025-01-14T01:05:51.306020604Z,false,2025-01-14T01:22:53.833965933Z,5,2025-01-14T01:22:47.442736161Z,0,2025-01-14T01:38:55.728225973Z,0,2025-01-14T01:22:47.442736161Z,63,2025-01-14T01:22:48.042642671Z,1,2025-01-14T01:22:47.442736161Z,null,2025-01-14T02:05:26.254435314Z,true,2025-01-14T01:22:47.396989948Z,true,2025-01-14T01:22:47.396989948Z,ended,2025-01-14T02:05:26.307614453Z,"[[336,293],[336,186],[336,86],[336,314],[374,293],[374,186],[374,86],[374,314],[300,293],[300,186],[300,86],[300,314],[53,293],[53,186],[53,86],[53,314]]",2025-01-14T01:22:48.042642671Z,"[336,374,300,53]",2025-01-14T01:22:48.042642671Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:05:51.292591616Z,full-comp-within,2025-01-14T01:05:51.292591616Z
01JHH5GX0T4VYZ31NFV5J0K208,2,2025-01-14T01:29:23.45880607Z,01JHH5GX0KA1ZQ0SF22V12SWD2,2025-01-14T01:05:51.642565017Z,"[5,10,108,277]",2025-01-14T01:29:24.407694315Z,4,2025-01-14T01:29:23.518757539Z,comp-within,2025-01-14T01:29:23.518757539Z,true,2025-01-14T02:17:37.021763386Z,false,2025-01-14T01:29:23.518757539Z,end of game,2025-01-14T02:17:37.068875916Z,01JHH5GX15YMW2HBQBMECPXW9H,2025-01-14T01:05:51.65505705Z,false,2025-01-14T01:29:38.813563889Z,5,2025-01-14T01:29:23.518757539Z,2,2025-01-14T02:17:36.996338254Z,90,2025-01-14T01:29:23.518757539Z,63,2025-01-14T01:29:24.407694315Z,1,2025-01-14T01:29:23.518757539Z,null,2025-01-14T02:17:37.021763386Z,true,2025-01-14T01:29:23.45880607Z,true,2025-01-14T01:29:23.45880607Z,ended,2025-01-14T02:17:37.068875916Z,"[[191,5],[191,10],[191,108],[191,277],[44,5],[44,10],[44,108],[44,277],[283,5],[283,10],[283,108],[283,277],[411,5],[411,10],[411,108],[411,277]]",2025-01-14T01:29:24.407694315Z,"[191,44,283,411]",2025-01-14T01:29:24.407694315Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:05:51.642565017Z,full-comp-within,2025-01-14T01:05:51.642565017Z
01JHH5HB6QDHWA4AYQ34RYT8NF,,,01JHH5HB6F8TDB1QKCRA2JCPGE,2025-01-14T01:06:06.167924481Z,,,,,,,false,2025-01-14T01:06:06.167924481Z,,,,,01JHH5HB72EDAQXQJV9SR3J9GB,2025-01-14T01:06:06.180315321Z,,,,,,,,,,,,,,,false,2025-01-14T01:06:06.167924481Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:06:06.167924481Z,full-comp-within,2025-01-14T01:06:06.167924481Z
01JHH5HE8KJBCSY6G5RZWPRT07,,,01JHH5HE8B2M7RPCQC6GR1H4NQ,2025-01-14T01:06:09.299067092Z,,,,,,,false,2025-01-14T01:06:09.299067092Z,,,,,01JHH5HE8Y7W79S7NA8J9JSY4B,2025-01-14T01:06:09.311918466Z,,,,,,,,,,,,,,,false,2025-01-14T01:06:09.299067092Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:06:09.299067092Z,full-comp-within,2025-01-14T01:06:09.299067092Z
01JHH5HEJR3N09JPZ2ABJTSN47,,,01JHH5HEJG95EV381BQ5G0NCAF,2025-01-14T01:06:09.62491679Z,,,,,,,false,2025-01-14T01:06:09.62491679Z,,,,,01JHH5HEK33HZ6ZJKNQE2Y4ZF0,2025-01-14T01:06:09.636938776Z,,,,,,,,,,,,,,,false,2025-01-14T01:06:09.62491679Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:06:09.62491679Z,full-comp-within,2025-01-14T01:06:09.62491679Z
01JHH5GNSHF20Q4NX1WDZA149X,2,2025-01-14T01:14:15.659479589Z,01JHH5GNS2DYJAKPT6MQVPH418,2025-01-14T01:05:44.24202161Z,"[31,0,155,241]",2025-01-14T01:14:15.874916746Z,4,2025-01-14T01:14:15.684713844Z,comp-within,2025-01-14T01:14:15.684713844Z,true,2025-01-14T01:56:05.297999824Z,false,2025-01-14T01:14:15.684713844Z,end of game,2025-01-14T01:56:05.35201552Z,01JHH5GNT6Z2VH24ZWVGZFSCRY,2025-01-14T01:05:44.264686299Z,false,2025-01-14T01:14:18.293822387Z,5,2025-01-14T01:14:15.684713844Z,0,2025-01-14T01:39:03.313853277Z,270,2025-01-14T01:14:15.684713844Z,63,2025-01-14T01:14:15.874916746Z,1,2025-01-14T01:14:15.684713844Z,null,2025-01-14T01:56:05.297999824Z,true,2025-01-14T01:14:15.659479589Z,true,2025-01-14T01:14:15.659479589Z,ended,2025-01-14T01:56:05.35201552Z,"[[229,31],[229,0],[229,155],[229,241],[355,31],[355,0],[355,155],[355,241],[441,31],[441,0],[441,155],[441,241],[91,31],[91,0],[91,155],[91,241]]",2025-01-14T01:14:15.874916746Z,"[229,355,441,91]",2025-01-14T01:14:15.874916746Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:05:44.24202161Z,full-comp-within,2025-01-14T01:05:44.24202161Z
01JHH5GRGTXP7JC8NDKM9GVW04,2,2025-01-14T01:16:10.875479511Z,01JHH5GRGGEKQNACZ7VS3ZFNZ4,2025-01-14T01:05:47.03483159Z,"[166,426,39,358]",2025-01-14T01:16:11.120243023Z,4,2025-01-14T01:16:10.902716644Z,comp-within,2025-01-14T01:16:10.902716644Z,true,2025-01-14T01:50:38.785009176Z,false,2025-01-14T01:16:10.902716644Z,end of game,2025-01-14T01:50:38.832234394Z,01JHH5GRH7SXAYH1AVC3D9P41T,2025-01-14T01:05:47.049559457Z,false,2025-01-14T01:16:15.769710153Z,5,2025-01-14T01:16:10.902716644Z,0,2025-01-14T01:16:10.902716644Z,270,2025-01-14T01:16:10.902716644Z,63,2025-01-14T01:16:11.120243023Z,1,2025-01-14T01:16:10.902716644Z,null,2025-01-14T01:50:38.785009176Z,true,2025-01-14T01:16:10.875479511Z,true,2025-01-14T01:16:10.875479511Z,ended,2025-01-14T01:50:38.832234394Z,"[[140,166],[140,426],[140,39],[140,358],[90,166],[90,426],[90,39],[90,358],[336,166],[336,426],[336,39],[336,358],[411,166],[411,426],[411,39],[411,358]]",2025-01-14T01:16:11.120243023Z,"[140,90,336,411]",2025-01-14T01:16:11.120243023Z,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:05:47.03483159Z,full-comp-within,2025-01-14T01:05:47.03483159Z
01JHH5HA5V5509E4YQJAPY664W,,,01JHH5HA5JTP8VYJ52WFKCHJP8,2025-01-14T01:06:05.115931682Z,,,,,,,false,2025-01-14T01:06:05.115931682Z,,,,,01JHH5HA68FDRJK1RJH7F4AH4C,2025-01-14T01:06:05.131048197Z,,,,,,,,,,,,,,,false,2025-01-14T01:06:05.115931682Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-14T01:06:05.115931682Z,full-comp-within,2025-01-14T01:06:05.115931682Z
