text,player_id,role,message_number,message_irrelevant,time_stamp,trial_id
the picture it looks like a 24 crossed with the other object,3,describer,1,FALSE,NA,8835
the picture of the parrallel zigzag lines,3,describer,1,FALSE,NA,8836
the picture of the x next to the zigzag,3,describer,1,FALSE,NA,8837
the picture of the sea urchin looking creature,3,describer,1,FALSE,NA,8838
the picture that looks like a person with nike signs as body parts,3,describer,1,FALSE,NA,8839
the picture of the sun with a thing in the middle,3,describer,1,FALSE,NA,8840
the picture of the bamboo looking things,3,describer,1,FALSE,NA,8841
the picture that looks like a bandaged up knee,3,describer,1,FALSE,NA,8842
the picture that looks like a clp of hair,3,describer,1,FALSE,NA,8843
the picture of the moon orb thing,3,describer,1,FALSE,NA,8844
the picture of the ball,3,describer,1,FALSE,NA,8845
the object that looks kind of like a book,3,describer,1,FALSE,NA,8846
the picture of the flowers,3,describer,1,FALSE,NA,8847
the picture of the figure that loks like a music note,3,describer,1,FALSE,NA,8848
the picture of it looks like a really squiggly pi sign,3,describer,1,FALSE,NA,8849
the picture of the circle with the four pipes coming out like a toy,3,describer,1,FALSE,NA,8850
the picture of the circle with the dot in the middle and it looks like a beak jutting out to the top right corner,3,describer,1,FALSE,NA,8851
the picture of the half circle with the squiggles running down it,3,describer,1,FALSE,NA,8852
the picture of the two half circles with the clock handle kind of thing jutting straight up,3,describer,1,FALSE,NA,8853
the picture of the upside down triangle with the extended edges,3,describer,1,FALSE,NA,8854
the picture of what kind of looks like a beehive wig,3,describer,1,FALSE,NA,8855
a really weird looking picture it looks like an upside down v and then next to it is got a bunch of other,3,describer,1,FALSE,NA,8856
the picture of the curved pipe,3,describer,1,FALSE,NA,8857
the picture of the two infinity signs next to each other,3,describer,1,FALSE,NA,8858
the picture of what looks like an actual beehive,3,describer,1,FALSE,NA,8859
the picture of the circle with the broken off line,3,describer,1,FALSE,NA,8860
the picutre of the half circle with the one line jutting out to the right,3,describer,1,FALSE,NA,8861
the picture of what looks like a pizza,3,describer,1,FALSE,NA,8862
the picture of the ball of spikes all jutting out,3,describer,1,FALSE,NA,8863
the two cursive l's,4,describer,1,FALSE,NA,8864
the equals sign,4,describer,1,FALSE,NA,8865
the four figured piece of the half circle the t with the triangle,4,describer,1,FALSE,NA,8866
the c written on the line,4,describer,1,FALSE,NA,8867
the four ovals,4,describer,1,FALSE,NA,8868
the bench,4,describer,1,FALSE,NA,8869
the paw print,4,describer,1,FALSE,NA,8870
the plate with the mounds growing out of it,4,describer,1,FALSE,NA,8871
the artsy 7,4,describer,1,FALSE,NA,8872
the vine,4,describer,1,FALSE,NA,8873
the mask,4,describer,1,FALSE,NA,8874
the mirror with the x thru it,4,describer,1,FALSE,NA,8875
the sand,4,describer,1,FALSE,NA,8876
the kleenex,4,describer,1,FALSE,NA,8877
the 8 with the m,4,describer,1,FALSE,NA,8878
the chain with the paw,4,describer,1,FALSE,NA,8879
a diagnol line and there is three intersections and the bottom one forms like a loop,4,describer,1,FALSE,NA,8880
the stack of boxes,4,describer,1,FALSE,NA,8881
four triangles connected,4,describer,1,FALSE,NA,8882
looks like an insect with it is wings spreadout,4,describer,1,FALSE,NA,8883
like a backwards c and there is a ball on the bottom part of it,4,describer,1,FALSE,NA,8884
"looks like there is two flowers, they form a v and on the end of each one there is an oval",4,describer,1,FALSE,NA,8885
like a rectangle and then the bottom part is rounded,4,describer,1,FALSE,NA,8886
"divided into three shapes, the top one is a y then a horizontal line then there is three mounds",4,describer,1,FALSE,NA,8887
looks like the outline of a skull it is like an oval,4,describer,1,FALSE,NA,8888
like two arrow heads both pointing to the right that are both connected,4,describer,1,FALSE,NA,8889
"like a white square and in the middle there is like a graph, two crescents that are divided into colns",4,describer,1,FALSE,NA,8890
looks like a road sign and then there is an x in the middle,4,describer,1,FALSE,NA,8891
"grey and then theres a random line crossing, on the right side it kind of looks like a checkerboard",4,describer,1,FALSE,NA,8892
two crescents and together they form an oval,4,describer,1,FALSE,NA,8893
looks like a capital d and then there is a line coming out of it,4,describer,1,FALSE,NA,8894
looks like an insect head and then there is an antenna coming out the top,4,describer,1,FALSE,NA,8895
the rhino,4,describer,1,FALSE,NA,8896
looks like a turtle,4,describer,1,FALSE,NA,8897
like a little square surrounded by an orb,4,describer,1,FALSE,NA,8898
kind of like two tools one looks like forceps the other one is kind of like a little hammer,4,describer,1,FALSE,NA,8899
two squiggly lines next to each other or to zigzag lines next to each other,4,describer,1,FALSE,NA,8900
two symbols the one is an x and the other is a squiggly line,4,describer,1,FALSE,NA,8901
kind of looks like a sea urchin or something you'd find in a coral reef,4,describer,1,FALSE,NA,8902
"looks kind of like a chinese symbol like it is like a person running, theres a head two arms and two legs",4,describer,1,FALSE,NA,8903
looks like a sun and in the middle it is a star,4,describer,1,FALSE,NA,8904
looks like it'd be tall grass and the ends are split,4,describer,1,FALSE,NA,8905
"looks kind of like a knee, it is a vertical coln divided into lines",4,describer,1,FALSE,NA,8906
looks like a tuff of hair or fur,4,describer,1,FALSE,NA,8907
looks like if you were to take a han cell and cut it open,4,describer,1,FALSE,NA,8908
looks like a basketball on it is side- like divided into sections,4,describer,1,FALSE,NA,8909
"looks like a modem for a computer, like a wireless modem",4,describer,1,FALSE,NA,8910
looks like a flower,4,describer,1,FALSE,NA,8911
the image with two cursive l's,5,describer,1,FALSE,NA,8912
the image with two horizontal like curvy lines,5,describer,1,FALSE,NA,8913
like a dark half circle with a t and then like a triangle below it with like a v,5,describer,1,FALSE,NA,8914
like a horizontal line kind of looks like a c on it,5,describer,1,FALSE,NA,8915
a whole bunch of ovals within ovals with like vertical lines in the smallest oval,5,describer,1,FALSE,NA,8916
kind of looks like a 3d chair maybe,5,describer,1,FALSE,NA,8917
the image with a circle and it kind of looks like a paw inside of it,5,describer,1,FALSE,NA,8918
kind of looks like a chip with chocolate chips inside of it,5,describer,1,FALSE,NA,8919
kind of looks like a curvy j with dark shaded parts on the j,5,describer,1,FALSE,NA,8920
the like curvy horizontal figure it has a whole bunch of like curvy lines,5,describer,1,FALSE,NA,8921
the image of the dark shaded-it looks like a v shaped figure,5,describer,1,FALSE,NA,8922
like a circle and a vertical line and a smaller circle with an x going through the top of the,5,describer,1,FALSE,NA,8923
looks like a whole bunch of like crbs,5,describer,1,FALSE,NA,8924
kind of looks like a bunched up sock or something,5,describer,1,FALSE,NA,8925
the image with like there is an infinity sign at the bottom with kind of like an old telephone at the top,5,describer,1,FALSE,NA,8926
kind of looks like a keychain,5,describer,1,FALSE,NA,8927
the image with like a line going down diagnally to the right with three horizontal lines going,5,describer,1,FALSE,NA,8928
the box with like a stack of boxes on one another,5,describer,1,FALSE,NA,8929
the square or the image with four triangles next to each other,5,describer,1,FALSE,NA,8930
the image with an upside down triangle looking figure with spikes coming off it,5,describer,1,FALSE,NA,8931
the box with a sideways b with a circle on the bottom,5,describer,1,FALSE,NA,8932
the image with a v with two circles on the end,5,describer,1,FALSE,NA,8933
the image that kind of looks like a piano top,5,describer,1,FALSE,NA,8934
the image with like a line going up horizontally with like two branches coming off and below it there is a horizontal line with an m,5,describer,1,FALSE,NA,8935
a lightbulb looking figure shaded in,5,describer,1,FALSE,NA,8936
two razor blades next to each other,5,describer,1,FALSE,NA,8937
looks like a table with two semicircles with stripes in them,5,describer,1,FALSE,NA,8938
the image with an arrow facing left with an x in it,5,describer,1,FALSE,NA,8939
the image that looks like a music sheet,5,describer,1,FALSE,NA,8940
the image with a semicircle with another semicircle shaded,5,describer,1,FALSE,NA,8941
the image that looks like a d with a branch coming off,5,describer,1,FALSE,NA,8942
the image with a circle with a v on top with horns,5,describer,1,FALSE,NA,8943
the image that like has it is just an animal with a horn,5,describer,1,FALSE,NA,8944
kind of looks like a turtle with a striped shell,5,describer,1,FALSE,NA,8945
the image that looks like a 3d box within another box,5,describer,1,FALSE,NA,8946
has a circle and a y coming out of it horizontally with like a broom coming out the other side,5,describer,1,FALSE,NA,8947
kind of looks like two lightening strips going down,5,describer,1,FALSE,NA,8948
the image with an x and on the image with like an x and on the side of it it has zigzag lines,5,describer,1,FALSE,NA,8949
the image kind of looks like an octopus,5,describer,1,FALSE,NA,8950
the image that kind of looks like a running man,5,describer,1,FALSE,NA,8951
the image where it has a bullseye with a diamond in the middle,5,describer,1,FALSE,NA,8952
kind of looks like grass,5,describer,1,FALSE,NA,8953
the image where it kind of looks like a leg or something with white strips going across,5,describer,1,FALSE,NA,8954
the image that kind of looks like a bad wig,5,describer,1,FALSE,NA,8955
the image kind of looks like a cell it has shaded regions with circles inside of it,5,describer,1,FALSE,NA,8956
kind of looks like an onion,5,describer,1,FALSE,NA,8957
the image with like it looks like a book with like two circles on the side,5,describer,1,FALSE,NA,8958
kind of looks like a dandelion,5,describer,1,FALSE,NA,8959
the image with a dark shaded circle at the bottom and there is a vertical line and a dark squiggly line at the top,5,describer,1,FALSE,NA,8960
kind of looks like a musical note where there is a triangle and a vertical line coming out,5,describer,1,FALSE,NA,8961
like a bullseye with two lines coming out of each direction,5,describer,1,FALSE,NA,8962
the image where it is like a circle with a black dot in the middle and kind of looks like a crown on the side,5,describer,1,FALSE,NA,8963
the half circle with three squiggly lines coming down,5,describer,1,FALSE,NA,8964
the image where the bottom half is shaded dark black and the top is grey,5,describer,1,FALSE,NA,8965
the image kind of looks like an upside down like teepee,5,describer,1,FALSE,NA,8966
kind of looks like a piece of wood with a bunch of vertical lines on top,5,describer,1,FALSE,NA,8967
like hallowed out v's,5,describer,1,FALSE,NA,8968
kind of looks like a plbing park there is two circles one on top and one on bottom,5,describer,1,FALSE,NA,8969
four circles total but they are paired off one on top one on bottom,5,describer,1,FALSE,NA,8970
kind of looks like a honey bee nest,5,describer,1,FALSE,NA,8971
like a circle and then the top part there is a vertical line and the bottom there is another vertical line but it kind of looks like it branches off like a square- and incomplete square with a little circle,5,describer,1,FALSE,NA,8972
like the half circle with a line going out diagnally to the right,5,describer,1,FALSE,NA,8973
like a circle cut into pizza slices,5,describer,1,FALSE,NA,8974
like a ball of spikes,5,describer,1,FALSE,NA,8975
the cursive l's,6,describer,1,FALSE,NA,8976
the two wave lines,6,describer,1,FALSE,NA,8977
the giant c,6,describer,1,FALSE,NA,8978
the circle with a toothy grin; it is a circle and it looks like it has a mouth on the left side with like teeth,6,describer,1,FALSE,NA,8979
the thing that looks like a trojan horse only it looks more like a bird,6,describer,1,FALSE,NA,8980
the paw print,6,describer,1,FALSE,NA,8981
the cookie,6,describer,1,FALSE,NA,8982
the vertical fancy leaves,6,describer,1,FALSE,NA,8983
the horizontal fancy leaves,6,describer,1,FALSE,NA,8984
the ominous looking figure in the shape of a v,6,describer,1,FALSE,NA,8985
the thing with the x through it,6,describer,1,FALSE,NA,8986
the popcorn kernels,6,describer,1,FALSE,NA,8987
the crumpled up paper sack,6,describer,1,FALSE,NA,8988
the bad guy with the squiggle coming out of it,6,describer,1,FALSE,NA,8989
the monacle,6,describer,1,FALSE,NA,8990
lethal trpet,6,describer,1,FALSE,NA,8991
the five blocks,6,describer,1,FALSE,NA,8992
four teepees,6,describer,1,FALSE,NA,8993
lethal chandelier,6,describer,1,FALSE,NA,8994
ball with a swoop,6,describer,1,FALSE,NA,8995
antennae,6,describer,1,FALSE,NA,8996
piano,6,describer,1,FALSE,NA,8997
foot with a tripod,6,describer,1,FALSE,NA,8998
potato,6,describer,1,FALSE,NA,8999
rightward triangles,6,describer,1,FALSE,NA,9000
table with dna,6,describer,1,FALSE,NA,9001
arrow with an x,6,describer,1,FALSE,NA,9002
net with a plunger,6,describer,1,FALSE,NA,9003
upside down eyeball,6,describer,1,FALSE,NA,9004
fish with a straw,6,describer,1,FALSE,NA,9005
upside down astronaut,6,describer,1,FALSE,NA,9006
the rhino,6,describer,1,FALSE,NA,9007
the little bug,6,describer,1,FALSE,NA,9008
the thing with the cube in the center,6,describer,1,FALSE,NA,9009
the strange tool thing,6,describer,1,FALSE,NA,9010
the two french fries,6,describer,1,FALSE,NA,9011
the squiggle with the x,6,describer,1,FALSE,NA,9012
the thing with a zillion arms,6,describer,1,FALSE,NA,9013
the picture with the little japanese character,6,describer,1,FALSE,NA,9014
the start with the flames around it,6,describer,1,FALSE,NA,9015
the bamboo,6,describer,1,FALSE,NA,9016
the striped hat,6,describer,1,FALSE,NA,9017
the shaggy hair,6,describer,1,FALSE,NA,9018
the ameba it looks like a little germ,6,describer,1,FALSE,NA,9019
the globe,6,describer,1,FALSE,NA,9020
the tape recorder,6,describer,1,FALSE,NA,9021
the dandelion,6,describer,1,FALSE,NA,9022
the cirlce with smoke coming out of the top of it,6,describer,1,FALSE,NA,9023
the weird thing with the little triangle,6,describer,1,FALSE,NA,9024
the circle with roads coming in the directions coming out,6,describer,1,FALSE,NA,9025
the eyeball with the spear,6,describer,1,FALSE,NA,9026
the hill with three spaghetti noodles,6,describer,1,FALSE,NA,9027
the kitchen timer,6,describer,1,FALSE,NA,9028
the upside down teepee,6,describer,1,FALSE,NA,9029
the thing that looks like it has ribs inside of it,6,describer,1,FALSE,NA,9030
the weird legs,6,describer,1,FALSE,NA,9031
the pipe,6,describer,1,FALSE,NA,9032
the four eggs,6,describer,1,FALSE,NA,9033
the honeycomb,6,describer,1,FALSE,NA,9034
the circle that looks like it has a broken piece inside of it,6,describer,1,FALSE,NA,9035
the hill with the chimney coming out,6,describer,1,FALSE,NA,9036
the pizza,6,describer,1,FALSE,NA,9037
the thing with a billion needles coming out,6,describer,1,FALSE,NA,9038
the shape that looks like a loop-de-loop,7,describer,1,FALSE,NA,9039
the equals sign,7,describer,1,FALSE,NA,9040
the shape that has four shapes stacked and the top shape is a semicircle,7,describer,1,FALSE,NA,9041
the shape that has a bar with like the letter c on top,7,describer,1,FALSE,NA,9042
the shape that is like a whole bunch of ovals,7,describer,1,FALSE,NA,9043
the shape that is white and shaded and could be a dinosaur,7,describer,1,FALSE,NA,9044
the shape that is a circle and it has four circles inside of it,7,describer,1,FALSE,NA,9045
"the shape that looks like maybe it could be a pizza, it is like kind of sideways",7,describer,1,FALSE,NA,9046
the shape that looks like a fancy letter j,7,describer,1,FALSE,NA,9047
the shape that is a bunch of like white curly-q's,7,describer,1,FALSE,NA,9048
the shape that looks like a u but the ends are spikey,7,describer,1,FALSE,NA,9049
the shape that has two circles connected by a bar and an x through the top circle,7,describer,1,FALSE,NA,9050
"the shape that looks like it could be a pile of dirt, or sort of a punch of circles",7,describer,1,FALSE,NA,9051
the shape that looks like a blanket that is all bunched up,7,describer,1,FALSE,NA,9052
the shape that in the bottom left corner has like a figure 8,7,describer,1,FALSE,NA,9053
the shape that is a circle with like a chain hanging at the side,7,describer,1,FALSE,NA,9054
the vertical line with the three horizontal lines,7,describer,1,FALSE,NA,9055
the five boxes,7,describer,1,FALSE,NA,9056
the four triangles,7,describer,1,FALSE,NA,9057
the semicircle with the spikes,7,describer,1,FALSE,NA,9058
the nike swoosh,7,describer,1,FALSE,NA,9059
the flowers,7,describer,1,FALSE,NA,9060
the piano,7,describer,1,FALSE,NA,9061
the y,7,describer,1,FALSE,NA,9062
the face,7,describer,1,FALSE,NA,9063
the two shapes outlines in black,7,describer,1,FALSE,NA,9064
the page with the wave,7,describer,1,FALSE,NA,9065
the gift tag,7,describer,1,FALSE,NA,9066
the telephone pole,7,describer,1,FALSE,NA,9067
the u shape,7,describer,1,FALSE,NA,9068
the three grey lines,7,describer,1,FALSE,NA,9069
the deer,7,describer,1,FALSE,NA,9070
the rhino,7,describer,1,FALSE,NA,9071
the turtle,7,describer,1,FALSE,NA,9072
the shape that got like a cube in the middle and a bigger cube around it,7,describer,1,FALSE,NA,9073
the guy that is sweeping,7,describer,1,FALSE,NA,9074
the 2 zigzag lines,7,describer,1,FALSE,NA,9075
the zigzag line with the x,7,describer,1,FALSE,NA,9076
the thing with the tentacles,7,describer,1,FALSE,NA,9077
the little karate guy,7,describer,1,FALSE,NA,9078
like the flaming circle,7,describer,1,FALSE,NA,9079
the bamboo,7,describer,1,FALSE,NA,9080
the shape that looks like the knee that is got a nice bandage on it,7,describer,1,FALSE,NA,9081
the fluffy thing,7,describer,1,FALSE,NA,9082
like wheel of cheese thing,7,describer,1,FALSE,NA,9083
the ovals,7,describer,1,FALSE,NA,9084
the binder,7,describer,1,FALSE,NA,9085
the dandelion,7,describer,1,FALSE,NA,9086
the shape that is like a squiggly line with a pendulum hanging down from it,7,describer,1,FALSE,NA,9087
the 3 different squiggly lines that make up one shape,7,describer,1,FALSE,NA,9088
the concentric circles that have 2 lines coming off each side,7,describer,1,FALSE,NA,9089
the circle that has a dot in the middle,7,describer,1,FALSE,NA,9090
the semicircle with the 3 squiggly lines,7,describer,1,FALSE,NA,9091
the picture that looks like a compass,7,describer,1,FALSE,NA,9092
the upside down triangle,7,describer,1,FALSE,NA,9093
the shape that is like half an oval with 2 fins coming off the side; it is gray and black,7,describer,1,FALSE,NA,9094
the picture that is a bunch of different outlined shapes that are all crossing each other,7,describer,1,FALSE,NA,9095
the bent pipe,7,describer,1,FALSE,NA,9096
the 2 sets of 2 ovals,7,describer,1,FALSE,NA,9097
the honeycomb,7,describer,1,FALSE,NA,9098
the circle that has the broken line running down the middle,7,describer,1,FALSE,NA,9099
the half circle that has a line coming out of the right side,7,describer,1,FALSE,NA,9100
the picture that looks like a wheel,7,describer,1,FALSE,NA,9101
the spikey shape,7,describer,1,FALSE,NA,9102
the double L if you're writing in cursive,8,describer,1,FALSE,NA,9103
the equals sign that is a little curved,8,describer,1,FALSE,NA,9104
the half circle with a sideways T underneath and a triangle under that,8,describer,1,FALSE,NA,9105
the C attached to a horizontal line,8,describer,1,FALSE,NA,9106
almost looks like a mouth with three circles coming off of it and three little dots in it,8,describer,1,FALSE,NA,9107
almost looks like a skateboard ramp with two pillars coming off underneath it,8,describer,1,FALSE,NA,9108
the circle with four dots in it,8,describer,1,FALSE,NA,9109
looks like a frisbee with bps,8,describer,1,FALSE,NA,9110
"the J with different things around it, it looks kind of like a J , like if you were drawing a J and there is like things coming off of it",8,describer,1,FALSE,NA,9111
almost looks like when an artist draws hair except its sideways,8,describer,1,FALSE,NA,9112
"the boomerang that looks like its on fire, it looks like a giant U with flames coming off of it",8,describer,1,FALSE,NA,9113
the X connected to a circle attached to another circle,8,describer,1,FALSE,NA,9114
the gray dots that are all bunched together,8,describer,1,FALSE,NA,9115
kind of looks like if you crumpled up a tissue and threw it on the floor,8,describer,1,FALSE,NA,9116
the figure 8 attached to an M,8,describer,1,FALSE,NA,9117
the handcuffs with the bunch of little things,8,describer,1,FALSE,NA,9118
the weapon with the three lines,8,describer,1,FALSE,NA,9119
the boxes stacked on top of each other,8,describer,1,FALSE,NA,9120
the triangles,8,describer,1,FALSE,NA,9121
the chandelier,8,describer,1,FALSE,NA,9122
the circle with the club,8,describer,1,FALSE,NA,9123
the antenna,8,describer,1,FALSE,NA,9124
the piano,8,describer,1,FALSE,NA,9125
the Y over the M,8,describer,1,FALSE,NA,9126
the face filled in with gray,8,describer,1,FALSE,NA,9127
the razor blade,8,describer,1,FALSE,NA,9128
the box with the half circles,8,describer,1,FALSE,NA,9129
the popsicle,8,describer,1,FALSE,NA,9130
the graph,8,describer,1,FALSE,NA,9131
the half smile with the half circle,8,describer,1,FALSE,NA,9132
the weapon with the gray handle,8,describer,1,FALSE,NA,9133
the circle with horns,8,describer,1,FALSE,NA,9134
the rhinocerous,8,describer,1,FALSE,NA,9135
the bug with big eyes,8,describer,1,FALSE,NA,9136
the item that looks like an atom with a square in it,8,describer,1,FALSE,NA,9137
the circle that is attached to a broom,8,describer,1,FALSE,NA,9138
the two vertical squigglies,8,describer,1,FALSE,NA,9139
the x with the squiggley underneath,8,describer,1,FALSE,NA,9140
the sea urchin,8,describer,1,FALSE,NA,9141
"the calligraphy, the asian writing",8,describer,1,FALSE,NA,9142
the star with circles and fire coming off of it,8,describer,1,FALSE,NA,9143
the bamboo,8,describer,1,FALSE,NA,9144
"the knee that looks bandaged, looks like a bandaged knee",8,describer,1,FALSE,NA,9145
the fuzzy item,8,describer,1,FALSE,NA,9146
the moon,8,describer,1,FALSE,NA,9147
the beach ball,8,describer,1,FALSE,NA,9148
the book,8,describer,1,FALSE,NA,9149
the dandelion looking item,8,describer,1,FALSE,NA,9150
a circle attached to a line and at the top of the line is a squiggle,8,describer,1,FALSE,NA,9151
the calligraphy with the triangle at the bottom,8,describer,1,FALSE,NA,9152
looks like a doughnut with four pipes coming out of it,8,describer,1,FALSE,NA,9153
the circle with the dot right in the middle and the spike coming off,8,describer,1,FALSE,NA,9154
the half circle with three squigglies coming off,8,describer,1,FALSE,NA,9155
"the half black circle, half gray circle with the spike coming out of it",8,describer,1,FALSE,NA,9156
the triangle that crosses at the point,8,describer,1,FALSE,NA,9157
the corn looking item,8,describer,1,FALSE,NA,9158
"looks abstract, its filled in with white so its not gray, its very abstract with upside down V s",8,describer,1,FALSE,NA,9159
"the pipe, it is like half a pipe",8,describer,1,FALSE,NA,9160
"two items, it looks like eyes without pupils",8,describer,1,FALSE,NA,9161
"a bunch of circle connected together like plastic six pack pop container things with a big blob on the end, so it is a bunch of circles connected to each other",8,describer,1,FALSE,NA,9162
the circle with two lines coming off of it with a little dot and a half square,8,describer,1,FALSE,NA,9163
the half circle with a little line coming off of it,8,describer,1,FALSE,NA,9164
the wheel,8,describer,1,FALSE,NA,9165
"the spikey ball, it has a ton of spikes coming off",8,describer,1,FALSE,NA,9166
the one that looks like two cursive l's connected,9,describer,1,FALSE,NA,9167
the approximation sign,9,describer,1,FALSE,NA,9168
the one that is a bunch of black shapes and it has a sideways t,9,describer,1,FALSE,NA,9169
the one that is a line and then it has like a c,9,describer,1,FALSE,NA,9170
the one that kind of looks like there is a mouth in it and then it has like three circles coming out,9,describer,1,FALSE,NA,9171
the one that looks like a weird bench,9,describer,1,FALSE,NA,9172
the one that kind of looks like a paw print but it is a cirlce with four,9,describer,1,FALSE,NA,9173
the one that kind of looks like a weird choco chip cookie,9,describer,1,FALSE,NA,9174
"the one that kind of looks like a victorian era cursive f, it is like there is a squiggly line on top and it goes",9,describer,1,FALSE,NA,9175
the one that looks like a sideways curly hair,9,describer,1,FALSE,NA,9176
the one that kind of looks like an upside down mustache,9,describer,1,FALSE,NA,9177
the one that kind of looks like a hand mirror that has like a circle on the top and a line that goes down and a cirlce on the bottom and a wiggly x that goes through it,9,describer,1,FALSE,NA,9178
the one that looks like a pile of dirt,9,describer,1,FALSE,NA,9179
the one that looks like a crumpled up piece of cloth,9,describer,1,FALSE,NA,9180
the one that on the top it is kind of like a black m and a line that goes into a white 8,9,describer,1,FALSE,NA,9181
the one that looks like a single handcuff,9,describer,1,FALSE,NA,9182
the one that is just a thing like leaning,9,describer,1,FALSE,NA,9183
the one that is the squared stacked on top of each other,9,describer,1,FALSE,NA,9184
the set of four triangles,9,describer,1,FALSE,NA,9185
the one that sort of looks like a weird robot with the like spikey needle things coming out,9,describer,1,FALSE,NA,9186
the one that looks like a sideways checkmark with a ball on it,9,describer,1,FALSE,NA,9187
the one that looks like a v with the circles on top,9,describer,1,FALSE,NA,9188
the one that looks like a top view of a piano,9,describer,1,FALSE,NA,9189
like a line of light grey through the middle and then there is a vertical line with two linescome out of that and underneath that,9,describer,1,FALSE,NA,9190
the one that is just a grey blob,9,describer,1,FALSE,NA,9191
the one that has a lot of texture that kind of looks like two volcanoes likesideways,9,describer,1,FALSE,NA,9192
the one that looks like a sideways eisel kind of with like,9,describer,1,FALSE,NA,9193
the one that looks like n arrow with an x in it,9,describer,1,FALSE,NA,9194
"the one that is, mostly just a bunch of grey lines but it kind of looks like a telephone pole that is fallen",9,describer,1,FALSE,NA,9195
the one that is just a half circle with like,9,describer,1,FALSE,NA,9196
the one that sort of looks like an uppercase d with a line coming out of it,9,describer,1,FALSE,NA,9197
the one that kind of looks like a person that is falling; it is a v on top that is white and then,9,describer,1,FALSE,NA,9198
the rhino,9,describer,1,FALSE,NA,9199
the turtle,9,describer,1,FALSE,NA,9200
the cube with the cube inside of it,9,describer,1,FALSE,NA,9201
the tools crutches thing,9,describer,1,FALSE,NA,9202
the two vertical squigglys,9,describer,1,FALSE,NA,9203
the x with the squiggles underneath it,9,describer,1,FALSE,NA,9204
the tentacle thing,9,describer,1,FALSE,NA,9205
the logo,9,describer,1,FALSE,NA,9206
the star with the circles around it and the flames,9,describer,1,FALSE,NA,9207
the bamboo,9,describer,1,FALSE,NA,9208
the closeup of the worm,9,describer,1,FALSE,NA,9209
the furry thing,9,describer,1,FALSE,NA,9210
the moon,9,describer,1,FALSE,NA,9211
the sphere with the lines in it,9,describer,1,FALSE,NA,9212
the tape recorder,9,describer,1,FALSE,NA,9213
the flower,9,describer,1,FALSE,NA,9214
the one that kind of looks like a pendulum,9,describer,1,FALSE,NA,9215
looks like it has a five and a c in it,9,describer,1,FALSE,NA,9216
the one with the circle and the circle around it and the roads coming out,9,describer,1,FALSE,NA,9217
the one that is the black circle and the dot inside,9,describer,1,FALSE,NA,9218
the light grey half circle with the squiggly lines at the bottom,9,describer,1,FALSE,NA,9219
the one that looks like an on bottom that has the grey on top and black on bottom,9,describer,1,FALSE,NA,9220
the upside down triangle,9,describer,1,FALSE,NA,9221
the one that looks like an open ear of corn,9,describer,1,FALSE,NA,9222
the one that kind of looks like legs,9,describer,1,FALSE,NA,9223
the one that is like a corner piece of pipe,9,describer,1,FALSE,NA,9224
the one that looks like the two sideways 8's or the connected zeros,9,describer,1,FALSE,NA,9225
the one that looks like honeycomb,9,describer,1,FALSE,NA,9226
the light grey circle with the smaller circle off to the right and the two lines going in,9,describer,1,FALSE,NA,9227
the gauge or the half circle that is light grey,9,describer,1,FALSE,NA,9228
the one that looks like a wagon wheel,9,describer,1,FALSE,NA,9229
the one that looks really sharp,9,describer,1,FALSE,NA,9230
an image of 2 cursive l's connected to each other,10,describer,1,FALSE,NA,9231
"the picture that looks like an equal sign, or an approximate sign",10,describer,1,FALSE,NA,9232
"the image that has a sideways t, and above the t is a half circle, below it is a triangle",10,describer,1,FALSE,NA,9233
"an image that has a thick black line, with the letter c attached to it, kind of like a wave",10,describer,1,FALSE,NA,9234
"an image of four ovals inside of each other, and the innermost oval looking like a mouth",10,describer,1,FALSE,NA,9235
"an image that looks like an animal, that has connected legs, the back, the hind legs have a triangle in the middle and the front have a rectangle",10,describer,1,FALSE,NA,9236
an image of a circle with a paw print in the middle,10,describer,1,FALSE,NA,9237
"the image that looks like a saucer with lps on top of it, like a chocolate chip cookie",10,describer,1,FALSE,NA,9238
"an image that looks either like a j, or with flowers coming off of it",10,describer,1,FALSE,NA,9239
an image that kind of has a floral design but its horizontal,10,describer,1,FALSE,NA,9240
"an image that looks like a beard, like the silhouette of a beard",10,describer,1,FALSE,NA,9241
an image that looks like a babys rattle with a big x going through the top part of it,10,describer,1,FALSE,NA,9242
a picture that is a cluster of dots that kind of has like a grey cloud in the background,10,describer,1,FALSE,NA,9243
the image that either looks like a rolled up napkin or kind of like a mountain landscape,10,describer,1,FALSE,NA,9244
the image that has a bold m connected to what looks like a figure 8 in the bottom left,10,describer,1,FALSE,NA,9245
"an image of one pair of handcuffs, so just one side of it",10,describer,1,FALSE,NA,9246
an angled line like down to the right that has 3 lines going across it the last one has a tail,10,describer,1,FALSE,NA,9247
the image that looks like building blocks vertically,10,describer,1,FALSE,NA,9248
an image of 4 upside down v's that change in like gradient,10,describer,1,FALSE,NA,9249
an image that looks really spikey it kind of looks like wings spread out like a skeleton almost,10,describer,1,FALSE,NA,9250
the image that kind of looks like a nike like a loose nike swoosh with a dark ball attached to it,10,describer,1,FALSE,NA,9251
an image of a v that has like 2 circles on the top kind of like alien antennas,10,describer,1,FALSE,NA,9252
an image that looks like kind of like a birds eye view of a piano,10,describer,1,FALSE,NA,9253
the image that of an elongated y over a horizontal line,10,describer,1,FALSE,NA,9254
