condition_label,dataset_id,full_cite,short_cite,group_size,prior_relationship,partner_constancy,role_constancy,population,confederates,modality,feedback,backchannel,language,condition_id
codeswitch,beatty-martinez2026_tangrams,"Beatty-Martínez, A. L., Jiaze, L., Shen, Y., Mulík, S., Hawkins, R. D., Guzzardo Tamargo, R. E., & Dussias, P. E. (2026). The Tangrams Codeswitching Corpus.",Beatty-Martinez et al. (2026),2,yes,yes,no,adult,no,written,full,full,Spanish/English,1
