id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JHZRNZPM2R94XJ5Y8A4VE390,2,2025-01-19T17:15:17.205237922Z,01JHZRNZP7C0DRQW8KG9WP20VR,2025-01-19T17:10:03.220199374Z,"[305,211,116,293,161,403,458,169,441,260,97,202,393,449,147,256]",2025-01-19T17:15:17.35295109Z,4,2025-01-19T17:15:17.219967068Z,noncomp,2025-01-19T17:15:17.219967068Z,true,2025-01-19T17:39:46.902993526Z,false,2025-01-19T17:15:17.219967068Z,end of game,2025-01-19T17:39:46.938422169Z,01JHZRNZQ2D92XEMMHX22JQK7Q,2025-01-19T17:10:03.236839625Z,false,2025-01-19T17:15:19.646247795Z,5,2025-01-19T17:15:17.219967068Z,0,2025-01-19T17:17:13.368456113Z,180,2025-01-19T17:15:17.219967068Z,63,2025-01-19T17:15:17.35295109Z,1,2025-01-19T17:15:17.219967068Z,null,2025-01-19T17:39:46.902993526Z,true,2025-01-19T17:15:17.205237922Z,true,2025-01-19T17:15:17.205237922Z,ended,2025-01-19T17:39:46.938422169Z,"[[229,305],[193,211],[389,116],[315,293],[295,161],[301,403],[349,458],[446,169],[460,441],[342,260],[455,97],[109,202],[259,393],[40,449],[326,147],[87,256]]",2025-01-19T17:15:17.35295109Z,"[229,193,389,315,295,301,349,446,460,342,455,109,259,40,326,87]",2025-01-19T17:15:17.35295109Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:03.220199374Z,full-noncomp,2025-01-19T17:10:03.220199374Z
01JHZRP28EFJNTK7PEWYZB3W3R,2,2025-01-19T17:16:42.324051013Z,01JHZRP2877EYBQVD0CFFJQ101,2025-01-19T17:10:05.838148599Z,"[352,413,189,343,386,48,227,300,280,446,267,35,12,11,197,188]",2025-01-19T17:16:42.464793081Z,4,2025-01-19T17:16:42.343734232Z,noncomp,2025-01-19T17:16:42.343734232Z,true,2025-01-19T17:43:32.57059773Z,false,2025-01-19T17:16:42.343734232Z,end of game,2025-01-19T17:43:32.611615998Z,01JHZRP28Q8TB1F7G04R277V3T,2025-01-19T17:10:05.848304247Z,false,2025-01-19T17:16:44.803698727Z,5,2025-01-19T17:16:42.343734232Z,0,2025-01-19T17:16:42.343734232Z,90,2025-01-19T17:16:42.343734232Z,63,2025-01-19T17:16:42.464793081Z,1,2025-01-19T17:16:42.343734232Z,null,2025-01-19T17:43:32.57059773Z,true,2025-01-19T17:16:42.324051013Z,true,2025-01-19T17:16:42.324051013Z,ended,2025-01-19T17:43:32.611615998Z,"[[216,352],[259,413],[421,189],[46,343],[356,386],[128,48],[445,227],[278,300],[282,280],[371,446],[401,267],[219,35],[154,12],[305,11],[311,197],[324,188]]",2025-01-19T17:16:42.464793081Z,"[216,259,421,46,356,128,445,278,282,371,401,219,154,305,311,324]",2025-01-19T17:16:42.464793081Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:05.838148599Z,full-noncomp,2025-01-19T17:10:05.838148599Z
01JHZRP6GXA9WSY32V5XKT1SEW,2,2025-01-19T17:32:11.999658158Z,01JHZRP6GRCQ4C95HEJPVV4R0S,2025-01-19T17:10:10.205402846Z,"[447,65,1,436,98,78,91,448,311,356,195,149,20,194,401,390]",2025-01-19T17:32:12.901962842Z,4,2025-01-19T17:32:12.067410949Z,noncomp,2025-01-19T17:32:12.067410949Z,true,2025-01-19T17:49:50.646595913Z,true,2025-01-19T17:49:50.624202299Z,timeOut,2025-01-19T17:49:50.624202299Z,01JHZRP6H7H2X4ZX38FTY2QW6H,2025-01-19T17:10:10.216158698Z,false,2025-01-19T17:32:26.704975027Z,5,2025-01-19T17:32:12.067410949Z,5,2025-01-19T17:49:50.624202299Z,90,2025-01-19T17:32:12.067410949Z,63,2025-01-19T17:32:12.901962842Z,1,2025-01-19T17:32:12.067410949Z,null,2025-01-19T17:49:50.646595913Z,true,2025-01-19T17:32:11.999658158Z,true,2025-01-19T17:32:11.999658158Z,ended,2025-01-19T17:49:50.624202299Z,"[[452,447],[361,65],[69,1],[397,436],[245,98],[341,78],[144,91],[190,448],[336,311],[319,356],[102,195],[395,149],[18,20],[276,194],[360,401],[107,390]]",2025-01-19T17:32:12.901962842Z,"[452,361,69,397,245,341,144,190,336,319,102,395,18,276,360,107]",2025-01-19T17:32:12.901962842Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:10.205402846Z,full-noncomp,2025-01-19T17:10:10.205402846Z
01JHZRP8WXRF6WDGRBH1CMQ18G,2,2025-01-19T18:01:03.211115121Z,01JHZRP8WRGPGDVQQQ9HHV04VM,2025-01-19T17:10:12.637930728Z,"[136,301,95,216,17,382,103,271,326,388,370,273,130,262,177,227]",2025-01-19T18:01:27.599588799Z,4,2025-01-19T18:01:26.305446382Z,noncomp,2025-01-19T18:01:26.305446382Z,true,2025-01-19T18:07:17.319000944Z,true,2025-01-19T18:07:17.294475136Z,timeOut,2025-01-19T18:07:17.294475136Z,01JHZRP8X7G2MV1NY26WGTHB0T,2025-01-19T17:10:12.648860658Z,false,2025-01-19T18:02:16.050821662Z,5,2025-01-19T18:01:26.305446382Z,5,2025-01-19T18:07:17.294475136Z,90,2025-01-19T18:01:26.305446382Z,63,2025-01-19T18:01:27.599588799Z,1,2025-01-19T18:01:26.305446382Z,null,2025-01-19T18:07:17.319000944Z,true,2025-01-19T18:01:03.211115121Z,true,2025-01-19T18:01:03.211115121Z,ended,2025-01-19T18:07:17.294475136Z,"[[245,136],[110,301],[164,95],[173,216],[304,17],[84,382],[179,103],[324,271],[31,326],[171,388],[449,370],[325,273],[96,130],[188,262],[398,177],[247,227]]",2025-01-19T18:01:27.599588799Z,"[245,110,164,173,304,84,179,324,31,171,449,325,96,188,398,247]",2025-01-19T18:01:27.599588799Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:12.637930728Z,full-noncomp,2025-01-19T17:10:12.637930728Z
01JHZRPV7MGZXQTK2PZ2D5X7DJ,,,01JHZRPV7CE14E9570KVCA2YQ3,2025-01-19T17:10:31.412043122Z,,,,,,,false,2025-01-19T17:10:31.412043122Z,,,,,01JHZRPV7XGYMCCZR36YTCBAXP,2025-01-19T17:10:31.422820121Z,,,,,,,,,,,,,,,false,2025-01-19T17:10:31.412043122Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:31.412043122Z,full-noncomp,2025-01-19T17:10:31.412043122Z
01JHZRP2YRNPPJXJSSTHEBS9MA,2,2025-01-19T17:17:33.817047876Z,01JHZRP2YH04XQEP15XGRYS7N7,2025-01-19T17:10:06.552603755Z,"[282,220,421,97,358,187,226,205,419,297,257,20,457,161,254,292]",2025-01-19T17:17:33.981348711Z,4,2025-01-19T17:17:33.83512772Z,noncomp,2025-01-19T17:17:33.83512772Z,true,2025-01-19T17:39:47.612878094Z,false,2025-01-19T17:17:33.83512772Z,end of game,2025-01-19T17:39:47.649288454Z,01JHZRP2Z187YG5JWFKVXPFP6P,2025-01-19T17:10:06.56223762Z,false,2025-01-19T17:17:37.259758724Z,5,2025-01-19T17:17:33.83512772Z,0,2025-01-19T17:19:23.487172902Z,180,2025-01-19T17:17:33.83512772Z,63,2025-01-19T17:17:33.981348711Z,1,2025-01-19T17:17:33.83512772Z,null,2025-01-19T17:39:47.612878094Z,true,2025-01-19T17:17:33.817047876Z,true,2025-01-19T17:17:33.817047876Z,ended,2025-01-19T17:39:47.649288454Z,"[[194,282],[7,220],[128,421],[108,97],[289,358],[308,187],[21,226],[360,205],[189,419],[102,297],[443,257],[346,20],[115,457],[255,161],[347,254],[125,292]]",2025-01-19T17:17:33.981348711Z,"[194,7,128,108,289,308,21,360,189,102,443,346,115,255,347,125]",2025-01-19T17:17:33.981348711Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:06.552603755Z,full-noncomp,2025-01-19T17:10:06.552603755Z
01JHZRP45TCZZ7KAXYDEKZSPW3,2,2025-01-19T17:20:26.424288122Z,01JHZRP45M4WZHWBSJ1SH34DN3,2025-01-19T17:10:07.802763221Z,"[265,61,392,88,208,407,35,443,281,116,92,128,108,24,216,161]",2025-01-19T17:20:26.667999702Z,4,2025-01-19T17:20:26.450415221Z,noncomp,2025-01-19T17:20:26.450415221Z,true,2025-01-19T17:51:37.486683457Z,false,2025-01-19T17:20:26.450415221Z,end of game,2025-01-19T17:51:37.542563165Z,01JHZRP4636K0SXA5T93NF783R,2025-01-19T17:10:07.812574957Z,false,2025-01-19T17:20:31.828546654Z,5,2025-01-19T17:20:26.450415221Z,0,2025-01-19T17:20:26.450415221Z,90,2025-01-19T17:20:26.450415221Z,63,2025-01-19T17:20:26.667999702Z,1,2025-01-19T17:20:26.450415221Z,null,2025-01-19T17:51:37.486683457Z,true,2025-01-19T17:20:26.424288122Z,true,2025-01-19T17:20:26.424288122Z,ended,2025-01-19T17:51:37.542563165Z,"[[259,265],[251,61],[69,392],[459,88],[178,208],[247,407],[106,35],[416,443],[174,281],[278,116],[236,92],[213,128],[356,108],[101,24],[163,216],[126,161]]",2025-01-19T17:20:26.667999702Z,"[259,251,69,459,178,247,106,416,174,278,236,213,356,101,163,126]",2025-01-19T17:20:26.667999702Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:07.802763221Z,full-noncomp,2025-01-19T17:10:07.802763221Z
01JHZRP4GV3C4QB3FS4ACE3M85,2,2025-01-19T17:20:43.597675355Z,01JHZRP4GNSTYAAHF0TQK32RFA,2025-01-19T17:10:08.155202747Z,"[405,215,224,108,214,42,467,430,228,15,275,49,132,252,375,246]",2025-01-19T17:20:43.918188562Z,4,2025-01-19T17:20:43.629403178Z,noncomp,2025-01-19T17:20:43.629403178Z,true,2025-01-19T18:00:44.714874872Z,false,2025-01-19T17:20:43.629403178Z,end of game,2025-01-19T18:00:44.760425853Z,01JHZRP4H3M2D3871YP0M7AFK5,2025-01-19T17:10:08.165442578Z,false,2025-01-19T17:20:50.180021817Z,5,2025-01-19T17:20:43.629403178Z,0,2025-01-19T17:42:10.342706081Z,90,2025-01-19T17:20:43.629403178Z,63,2025-01-19T17:20:43.918188562Z,1,2025-01-19T17:20:43.629403178Z,null,2025-01-19T18:00:44.714874872Z,true,2025-01-19T17:20:43.597675355Z,true,2025-01-19T17:20:43.597675355Z,ended,2025-01-19T18:00:44.760425853Z,"[[129,405],[382,215],[36,224],[193,108],[123,214],[126,42],[3,467],[301,430],[122,228],[201,15],[178,275],[120,49],[327,132],[262,252],[464,375],[284,246]]",2025-01-19T17:20:43.918188562Z,"[129,382,36,193,123,126,3,301,122,201,178,120,327,262,464,284]",2025-01-19T17:20:43.918188562Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:08.155202747Z,full-noncomp,2025-01-19T17:10:08.155202747Z
01JHZRP6W58PW0QH0Q8CX5R6E1,2,2025-01-19T17:35:07.835727575Z,01JHZRP6VZ1W1F8QWVW1FM0PSA,2025-01-19T17:10:10.565525352Z,"[2,371,70,203,50,222,7,334,39,469,133,190,137,363,350,13]",2025-01-19T17:35:08.887003509Z,4,2025-01-19T17:35:07.936768369Z,noncomp,2025-01-19T17:35:07.936768369Z,true,2025-01-19T18:20:57.999127222Z,false,2025-01-19T17:35:07.936768369Z,end of game,2025-01-19T18:20:58.049251999Z,01JHZRP6WHAQ0G1HMB4YMJY9AY,2025-01-19T17:10:10.578612155Z,false,2025-01-19T17:35:26.591170099Z,5,2025-01-19T17:35:07.936768369Z,0,2025-01-19T18:02:03.224850816Z,270,2025-01-19T17:35:07.936768369Z,63,2025-01-19T17:35:08.887003509Z,1,2025-01-19T17:35:07.936768369Z,null,2025-01-19T18:20:57.999127222Z,true,2025-01-19T17:35:07.835727575Z,true,2025-01-19T17:35:07.835727575Z,ended,2025-01-19T18:20:58.049251999Z,"[[11,2],[211,371],[275,70],[118,203],[96,50],[254,222],[282,7],[443,334],[444,39],[56,469],[289,133],[394,190],[430,137],[185,363],[31,350],[441,13]]",2025-01-19T17:35:08.887003509Z,"[11,211,275,118,96,254,282,443,444,56,289,394,430,185,31,441]",2025-01-19T17:35:08.887003509Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:10.565525352Z,full-noncomp,2025-01-19T17:10:10.565525352Z
01JHZRP8KVCX3R8FVFXCFDNEJC,2,2025-01-19T18:00:56.338946144Z,01JHZRP8KP7ZQEEBY3QCDK1PJ9,2025-01-19T17:10:12.347601556Z,"[118,179,199,192,39,288,418,158,363,76,271,439,88,142,455,323]",2025-01-19T18:00:57.976423158Z,4,2025-01-19T18:00:56.467159787Z,noncomp,2025-01-19T18:00:56.467159787Z,true,2025-01-19T18:07:16.823336581Z,true,2025-01-19T18:07:16.791730978Z,timeOut,2025-01-19T18:07:16.791730978Z,01JHZRP8M3DHEYPBD27GF1Y9R6,2025-01-19T17:10:12.357097018Z,false,2025-01-19T18:01:59.687977422Z,5,2025-01-19T18:00:56.467159787Z,5,2025-01-19T18:07:16.791730978Z,0,2025-01-19T18:00:56.467159787Z,63,2025-01-19T18:00:57.976423158Z,1,2025-01-19T18:00:56.467159787Z,null,2025-01-19T18:07:16.823336581Z,true,2025-01-19T18:00:56.338946144Z,true,2025-01-19T18:00:56.338946144Z,ended,2025-01-19T18:07:16.791730978Z,"[[406,118],[246,179],[61,199],[68,192],[426,39],[237,288],[50,418],[211,158],[153,363],[269,76],[77,271],[143,439],[318,88],[354,142],[208,455],[127,323]]",2025-01-19T18:00:57.976423158Z,"[406,246,61,68,426,237,50,211,153,269,77,143,318,354,208,127]",2025-01-19T18:00:57.976423158Z,"{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-19T17:10:12.347601556Z,full-noncomp,2025-01-19T17:10:12.347601556Z
