prolificID,bonus
63ee09a8b6db0d49e7c72de4,0.87
5c62fa5597fdf8000179de06,1.8
6154190ef11cd5e143e88386,1.62
60b36a96346dd63678e6cfe6,1.89
5969496f06679c00014b818e,1.5
60e05286953f8b51d4f6661c,1.86
67730ee146bd32351feb6b3e,1.92
679242262a01659b917681d8,0.87
62dc177e02f82aabb20aebc2,1.89
676842360b5bf9820e27bcef,1.74
5fa562e3b58abe00096ee2d4,1.5
677c7532212012f1f06bf0f7,1.8
675fca06154f436d1111cbe0,1.68
67936ccf6d317c13c9c8df40,1.11
6793703afcd976a416428537,1.71
679151bd3bf737e54b3ca011,1.68
664db585355de70e17541e5a,1.11
5b5504e902660200017948c3,1.92
6793b85c347ab6e4bd2eb50c,1.86
5d52facab96c070015fe8c85,1.92
6110bc0a8ec29bae28962387,1.5
6750b01b6884189e0a7008f4,1.92
62d6d77df59450e545fb22f6,1.62
676ab88695b9e1134bc21005,1.8
59fd7b4a728b1b0001ad86fc,1.8
60bbdb37286980cc3ba6f309,1.8
675762346cd569df080a5e8e,1.71
5d70dd0b28805f001aaf9a94,1.8
6785afa8e35496081ab1cd5b,1.92
66af0a3b98f288aed255b068,1.92
5b5f23420085cb0001872849,1.89
604bcc44088bac76d8a1b4ea,1.5
6767b915b75f46f57d1dfb16,1.89
62729ff6b6e5922c7cc5f2dd,1.74
66b77651c316cad04821baf1,1.92
669a90feda82b881fc296656,1.92
677d5317d8d7d99ddc3d4c7c,1.68
671ac158ba4eccd5bf11350a,1.68
