room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,condition_id,describer,matchers,trial_id,game_id
1,page5-40;page7-107;page8-58;page2-36;page6-124;page3-33;page5-45;page4-197;page1-150;page5-153,page1-150,1,15,3,NA,NA,1,37,17,479,16
1,page5-65;page7-29;page7-73;page6-23;page5-40;page1-77;page4-190;page3-70;page3-12;page3-33,page7-29,1,29,5,NA,NA,1,54,46,480,38
1,page6-226;page5-96;page6-206;page7-53;page6-71;page7-73;page8-159;page5-128;page8-58;page1-150,page8-159,1,10,2,NA,NA,1,81,55,481,44
1,page5-65;page7-29;page7-73;page6-23;page5-40;page1-77;page4-190;page3-70;page3-12;page3-33,page7-73,1,15,3,NA,NA,1,97,24,482,23
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,page6-206,1,6,1,NA,NA,1,68,25,483,24
1,page7-127;page5-84;page3-201;page5-56;page6-1;page6-162;page8-182;page7-125;page5-139;page8-206,page3-201,1,13,3,NA,NA,1,32,26,484,25
1,page7-166;page1-95;page5-153;page4-190;page7-202;page7-126;page3-61;page2-16;page5-96;page7-127,page5-96,1,8,2,NA,NA,1,20,110,485,19
1,page3-70;page8-156;page7-40;page2-165;page8-21;page6-171;page1-95;page3-61;page7-29;page5-101,page7-29,1,26,5,NA,NA,1,70,18,486,17
1,page5-165;page5-101;page2-86;page6-166;page7-126;page8-169;page4-180;page6-167;page3-139;page1-117,page3-139,1,29,5,NA,NA,1,45,72,487,37
1,page8-246;page7-125;page6-160;page5-85;page1-185;page5-139;page4-180;page5-154;page7-177;page7-126,page5-154,1,20,4,NA,NA,1,9,84,488,8
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page5-36,1,23,4,NA,NA,1,10,99,489,9
1,page6-155;page7-113;page2-34;page7-115;page7-44;page3-33;page6-52;page5-121;page6-175;page5-63,page6-155,1,10,2,NA,NA,1,44,118,490,36
1,page6-196;page4-98;page5-80;page4-96;page6-52;page2-85;page6-109;page5-65;page3-33;page7-41,page7-41,1,8,2,NA,NA,1,104,53,491,43
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page2-140,1,13,3,NA,NA,1,74,16,492,15
1,page6-162;page7-226;page7-177;page8-156;page7-53;page7-41;page7-36;F;page7-145;page8-192,page7-36,1,10,2,NA,NA,1,39,90,493,32
1,page8-246;page7-125;page6-122;page7-226;page7-145;page8-21;page5-101;page6-160;page9-40;page8-183,page8-21,1,9,2,NA,NA,1,113,86,494,55
1,page6-171;page4-241;page5-102;page2-133;page1-95;page6-219;page7-216;page2-86;page8-21;page4-180,page2-86,1,14,3,NA,NA,1,115,80,495,53
1,page5-40;page7-107;page8-58;page2-36;page6-124;page3-33;page5-45;page4-197;page1-150;page5-153,page5-45,1,11,2,NA,NA,1,22,79,496,21
1,page8-246;page7-125;page6-122;page7-226;page7-145;page8-21;page5-101;page6-160;page9-40;page8-183,page8-21,1,9,2,NA,NA,1,102,8,497,7
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page9-39,1,4,1,NA,NA,1,28,82,498,26
1,page5-65;page7-29;page7-73;page6-23;page5-40;page1-77;page4-190;page3-70;page3-12;page3-33,page7-29,1,3,1,NA,NA,1,54,46,499,38
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,page4-195,1,26,5,NA,NA,1,68,25,500,24
1,page6-52;page7-36;page6-186;page2-136;page1-186;page2-165;page6-219;page1-133;page7-126;page7-186,page2-165,1,13,3,NA,NA,1,50,1,501,1
1,page7-55;page7-202;page1-107;page6-122;page2-140;page8-246;page1-172;page3-201;page8-159;page4-142,page6-122,1,11,2,NA,NA,1,56,101,502,45
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,page1-133,1,14,3,NA,NA,1,68,25,503,24
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page1-30,1,19,4,NA,NA,1,16,74,504,15
1,page2-36;page4-197;page1-150;page3-33;page5-153;page6-124;page7-107;page5-40;page8-58;page5-45,page7-107,1,16,3,NA,NA,1,17,37,505,16
1,page5-40;page5-26;page7-20;page7-125;page2-100;page4-244;page7-126;page7-116;page8-169;page7-202,page7-20,1,18,3,NA,NA,1,6,33,506,5
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page4-190,1,27,5,NA,NA,1,83,14,507,13
1,page8-156;page8-192;page6-162;page7-53;page7-145;page7-177;page7-226;F;page7-41;page7-36,page7-145,1,27,5,NA,NA,1,90,39,508,32
1,page5-65;page7-29;page7-73;page6-23;page5-40;page1-77;page4-190;page3-70;page3-12;page3-33,page6-23,1,1,1,NA,NA,1,54,46,509,38
1,page7-166;page1-95;page5-153;page4-190;page7-202;page7-126;page3-61;page2-16;page5-96;page7-127,page7-202,1,22,4,NA,NA,1,20,110,510,19
1,page8-58;page5-96;page8-159;page7-53;page1-150;page6-226;page7-73;page6-206;page5-128;page6-71,page8-159,1,4,1,NA,NA,1,40,93,511,33
1,page6-71;page7-15;page8-169;page5-66;page7-20;page9-39;page5-153;page3-12;page6-160;page5-84,page7-15,1,18,3,NA,NA,1,85,95,512,54
1,page7-186;page7-36;page1-133;page1-186;page7-126;page6-186;page2-165;page6-52;page2-136;page6-219,page6-186,1,4,1,NA,NA,1,51,77,513,41
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page9-39,1,4,1,NA,NA,1,66,67,514,50
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page1-30,1,28,5,NA,NA,1,19,34,515,18
1,page8-58;page5-96;page8-159;page7-53;page1-150;page6-226;page7-73;page6-206;page5-128;page6-71,page6-71,1,1,1,NA,NA,1,55,81,516,44
1,page6-171;page4-241;page5-102;page2-133;page1-95;page6-219;page7-216;page2-86;page8-21;page4-180,page4-241,1,4,1,NA,NA,1,64,232,517,49
1,page7-186;page7-36;page1-133;page1-186;page7-126;page6-186;page2-165;page6-52;page2-136;page6-219,page6-186,1,26,5,NA,NA,1,1,50,518,1
1,page7-55;page7-202;page1-107;page6-122;page2-140;page8-246;page1-172;page3-201;page8-159;page4-142,page7-202,1,21,4,NA,NA,1,56,101,519,45
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page8-38,1,8,2,NA,NA,1,10,99,520,9
1,page5-85;page7-225;page5-63;page3-33;page5-84;page6-208;page5-71;page4-128;page6-52;page4-155,page5-85,1,6,1,NA,NA,1,98,76,521,52
1,page8-246;page7-125;page6-160;page5-85;page1-185;page5-139;page4-180;page5-154;page7-177;page7-126,page4-180,1,10,2,NA,NA,1,9,84,522,8
1,page6-171;page4-241;page5-102;page2-133;page1-95;page6-219;page7-216;page2-86;page8-21;page4-180,page4-241,1,4,1,NA,NA,1,115,80,523,53
1,page7-22;page3-66;page5-232;page7-225;page8-248;page4-142;page7-157;page8-21;page5-45;page5-85,page5-232,1,25,5,NA,NA,1,60,109,524,47
1,page3-70;page3-12;page7-29;page1-77;page6-23;page7-73;page3-33;page5-65;page4-190;page5-40,page1-77,1,4,1,NA,NA,1,24,97,525,23
1,page6-196;page4-98;page5-80;page4-96;page6-52;page2-85;page6-109;page5-65;page3-33;page7-41,page3-33,1,7,2,NA,NA,1,104,53,526,43
1,page5-65;page7-29;page7-73;page6-23;page5-40;page1-77;page4-190;page3-70;page3-12;page3-33,page3-12,1,17,3,NA,NA,1,87,117,527,56
1,page8-159;page8-58;page5-165;page7-127;page7-157;page9-40;page3-70;page4-232;page8-234;page5-45,page4-232,1,4,1,NA,NA,1,111,88,528,57
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page1-30,1,2,1,NA,NA,1,57,29,529,27
1,page8-159;page8-58;page5-165;page7-127;page7-157;page9-40;page3-70;page4-232;page8-234;page5-45,page7-157,1,15,3,NA,NA,1,111,88,530,57
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page1-30,1,11,2,NA,NA,1,67,66,531,50
1,page5-102;page2-133;page4-241;page6-171;page7-216;page2-86;page6-219;page4-180;page1-95;page8-21,page4-180,1,8,2,NA,NA,1,80,115,532,53
1,page1-77;page8-183;page6-206;page6-121;page6-135;page7-79;page1-133;page4-5;page7-202;page7-20,page1-133,1,29,5,NA,NA,1,105,112,533,60
1,page2-36;page4-197;page1-150;page3-33;page5-153;page6-124;page7-107;page5-40;page8-58;page5-45,page8-58,1,30,5,NA,NA,1,17,37,534,16
1,page6-171;page4-241;page5-102;page2-133;page1-95;page6-219;page7-216;page2-86;page8-21;page4-180,page2-86,1,3,1,NA,NA,1,115,80,535,53
1,page3-70;page8-21;page5-101;page2-165;page1-95;page8-156;page7-40;page6-171;page3-61;page7-29,page2-165,1,21,4,NA,NA,1,18,70,536,17
1,page5-154;page8-56;page3-70;page7-216;page7-115;page5-26;page6-204;page7-55;page5-86;page7-166,page5-26,1,27,5,NA,NA,1,91,106,537,59
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page8-38,1,8,2,NA,NA,1,107,23,538,22
1,page6-71;page7-15;page8-169;page5-66;page7-20;page9-39;page5-153;page3-12;page6-160;page5-84,page8-169,1,4,1,NA,NA,1,85,95,539,54
1,page7-186;page7-36;page1-133;page1-186;page7-126;page6-186;page2-165;page6-52;page2-136;page6-219,page6-52,1,28,5,NA,NA,1,51,77,540,41
1,page6-162;page7-226;page7-177;page8-156;page7-53;page7-41;page7-36;F;page7-145;page8-192,page7-177,1,9,2,NA,NA,1,92,15,541,14
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page5-153,1,16,3,NA,NA,1,110,20,542,19
1,page5-65;page7-29;page7-73;page6-23;page5-40;page1-77;page4-190;page3-70;page3-12;page3-33,page7-29,1,29,5,NA,NA,1,87,117,543,56
1,page3-70;page3-12;page7-29;page1-77;page6-23;page7-73;page3-33;page5-65;page4-190;page5-40,page4-190,1,8,2,NA,NA,1,46,54,544,38
1,page5-153;page8-169;page3-12;page6-71;page7-15;page6-160;page7-20;page9-39;page5-84;page5-66,page5-84,1,20,4,NA,NA,1,36,41,545,31
1,page1-77;page8-183;page6-206;page6-121;page6-135;page7-79;page1-133;page4-5;page7-202;page7-20,page7-79,1,30,5,NA,NA,1,38,30,546,28
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page1-30,1,14,3,NA,NA,1,74,16,547,15
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,page1-48,1,29,5,NA,NA,1,49,35,548,30
1,page6-208;page3-33;page7-107;page2-20;page8-169;page8-38;page7-41;page5-86;page7-125;page5-165,page8-38,1,4,1,NA,NA,1,59,63,549,46
1,page1-48;page1-133;page9-40;page8-38;page7-44;F;page5-45;page4-195;page6-206;page7-55,page4-195,1,21,4,NA,NA,1,35,49,550,30
1,page1-48;page1-133;page9-40;page8-38;page7-44;F;page5-45;page4-195;page6-206;page7-55,page1-133,1,11,2,NA,NA,1,103,75,551,51
1,page5-45;page8-21;page4-142;page5-85;page7-22;page5-232;page7-157;page3-66;page8-248;page7-225,page8-248,1,24,4,NA,NA,1,114,4,552,4
1,page6-208;page5-165;page7-41;page8-169;page8-38;page5-86;page7-125;page2-20;page3-33;page7-107,page2-20,1,29,5,NA,NA,1,21,100,553,20
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page2-140,1,20,4,NA,NA,1,82,28,554,26
1,page6-226;page5-96;page6-206;page7-53;page6-71;page7-73;page8-159;page5-128;page8-58;page1-150,page6-71,1,22,4,NA,NA,1,81,55,555,44
1,page5-153;page8-169;page3-12;page6-71;page7-15;page6-160;page7-20;page9-39;page5-84;page5-66,page5-153,1,16,3,NA,NA,1,96,61,556,48
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page4-190,1,5,1,NA,NA,1,110,20,557,19
1,page5-86;page8-56;page7-216;page7-55;page5-154;page3-70;page6-204;page7-166;page5-26;page7-115,page7-216,1,24,4,NA,NA,1,31,62,558,29
1,page8-246;page7-125;page6-160;page5-85;page1-185;page5-139;page4-180;page5-154;page7-177;page7-126,page5-85,1,5,1,NA,NA,1,48,94,559,40
1,page8-246;page7-125;page6-122;page7-226;page7-145;page8-21;page5-101;page6-160;page9-40;page8-183,page7-145,1,8,2,NA,NA,1,113,86,560,55
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page7-126,1,29,5,NA,NA,1,110,20,561,19
1,page4-11;page6-219;page1-95;page1-77;page2-36;page1-34;page9-40;page5-85;page5-26;page2-133,page5-26,1,9,2,NA,NA,1,58,7,562,6
1,page6-208;page5-165;page7-41;page8-169;page8-38;page5-86;page7-125;page2-20;page3-33;page7-107,page5-86,1,15,3,NA,NA,1,21,100,563,20
1,page5-153;page8-169;page3-12;page6-71;page7-15;page6-160;page7-20;page9-39;page5-84;page5-66,page8-169,1,9,2,NA,NA,1,95,85,564,54
1,page7-166;page1-95;page5-153;page4-190;page7-202;page7-126;page3-61;page2-16;page5-96;page7-127,page7-127,1,6,1,NA,NA,1,47,108,565,39
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page1-117,1,29,5,NA,NA,1,57,29,566,27
1,page6-52;page7-36;page6-186;page2-136;page1-186;page2-165;page6-219;page1-133;page7-126;page7-186,page2-165,1,13,3,NA,NA,1,77,51,567,41
1,page5-139;page5-154;page7-126;page8-246;page6-160;page7-125;page5-85;page4-180;page1-185;page7-177,page4-180,1,25,5,NA,NA,1,84,9,568,8
1,page6-171;page4-241;page5-102;page2-133;page1-95;page6-219;page7-216;page2-86;page8-21;page4-180,page6-219,1,1,1,NA,NA,1,115,80,569,53
1,page5-153;page8-169;page3-12;page6-71;page7-15;page6-160;page7-20;page9-39;page5-84;page5-66,page6-160,1,2,1,NA,NA,1,36,41,570,31
1,page6-71;page7-15;page8-169;page5-66;page7-20;page9-39;page5-153;page3-12;page6-160;page5-84,page5-84,1,27,5,NA,NA,1,85,95,571,54
1,page6-196;page7-41;page6-109;page5-65;page2-85;page4-98;page4-96;page6-52;page3-33;page5-80,page6-109,1,18,3,NA,NA,1,78,13,572,12
1,page5-85;page7-225;page5-63;page3-33;page5-84;page6-208;page5-71;page4-128;page6-52;page4-155,page4-128,1,5,1,NA,NA,1,98,76,573,52
1,page6-155;page7-113;page2-34;page7-115;page7-44;page3-33;page6-52;page5-121;page6-175;page5-63,page7-113,1,13,3,NA,NA,1,44,118,574,36
1,page3-70;page8-156;page7-40;page2-165;page8-21;page6-171;page1-95;page3-61;page7-29;page5-101,page3-70,1,15,3,NA,NA,1,70,18,575,17
1,page6-122;page9-40;page7-226;page7-125;page8-246;page6-160;page7-145;page5-101;page8-183;page8-21,page8-21,1,14,3,NA,NA,1,8,102,576,7
1,page5-121;page3-33;page6-52;page7-44;page5-63;page2-34;page6-155;page7-115;page6-175;page7-113,page7-115,1,14,3,NA,NA,1,27,3,577,3
1,page8-246;page7-125;page6-160;page5-85;page1-185;page5-139;page4-180;page5-154;page7-177;page7-126,page4-180,1,10,2,NA,NA,1,48,94,578,40
1,page6-155;page7-113;page2-34;page7-115;page7-44;page3-33;page6-52;page5-121;page6-175;page5-63,page7-44,1,28,5,NA,NA,1,3,27,579,3
1,page2-36;page4-197;page1-150;page3-33;page5-153;page6-124;page7-107;page5-40;page8-58;page5-45,page6-124,1,29,5,NA,NA,1,79,22,580,21
1,page5-165;page8-159;page5-45;page4-232;page9-40;page7-127;page7-157;page8-234;page3-70;page8-58,page9-40,1,11,2,NA,NA,1,88,111,581,57
1,page6-171;page4-241;page5-102;page2-133;page1-95;page6-219;page7-216;page2-86;page8-21;page4-180,page6-219,1,16,3,NA,NA,1,115,80,582,53
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page5-153,1,1,1,NA,NA,1,83,14,583,13
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,page1-133,1,25,5,NA,NA,1,49,35,584,30
1,page8-58;page5-96;page8-159;page7-53;page1-150;page6-226;page7-73;page6-206;page5-128;page6-71,page6-71,1,26,5,NA,NA,1,40,93,585,33
1,page7-166;page1-95;page5-153;page4-190;page7-202;page7-126;page3-61;page2-16;page5-96;page7-127,page4-190,1,23,4,NA,NA,1,14,83,586,13
1,page5-40;page7-107;page8-58;page2-36;page6-124;page3-33;page5-45;page4-197;page1-150;page5-153,page2-36,1,21,4,NA,NA,1,37,17,587,16
1,page5-85;page7-225;page5-63;page3-33;page5-84;page6-208;page5-71;page4-128;page6-52;page4-155,page4-128,1,26,5,NA,NA,1,12,73,588,11
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page2-140,1,25,5,NA,NA,1,28,82,589,26
1,page7-22;page3-66;page5-232;page7-225;page8-248;page4-142;page7-157;page8-21;page5-45;page5-85,page3-66,1,13,3,NA,NA,1,4,114,590,4
1,page1-175;page7-15;page3-52;page8-54;page4-244;page5-36;page7-40;page8-183;page8-38;page7-20,page5-36,1,4,1,NA,NA,1,99,10,591,9
1,page5-154;page8-56;page3-70;page7-216;page7-115;page5-26;page6-204;page7-55;page5-86;page7-166,page7-55,1,29,5,NA,NA,1,62,31,592,29
1,page1-48;page1-133;page9-40;page8-38;page7-44;F;page5-45;page4-195;page6-206;page7-55,F,1,10,2,NA,NA,1,35,49,593,30
1,page1-77;page6-219;page2-36;page1-95;page1-34;page5-26;page4-11;page5-85;page9-40;page2-133,page4-11,1,15,3,NA,NA,1,7,58,594,6
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page4-244,1,12,2,NA,NA,1,107,23,595,22
1,page5-40;page7-107;page8-58;page2-36;page6-124;page3-33;page5-45;page4-197;page1-150;page5-153,page8-58,1,19,4,NA,NA,1,22,79,596,21
1,page6-162;page7-226;page7-177;page8-156;page7-53;page7-41;page7-36;F;page7-145;page8-192,page7-53,1,3,1,NA,NA,1,92,15,597,14
1,page1-77;page8-183;page6-206;page6-121;page6-135;page7-79;page1-133;page4-5;page7-202;page7-20,page8-183,1,26,5,NA,NA,1,38,30,598,28
1,page5-121;page3-33;page6-52;page7-44;page5-63;page2-34;page6-155;page7-115;page6-175;page7-113,page2-34,1,1,1,NA,NA,1,42,71,599,34
1,page6-196;page7-41;page6-109;page5-65;page2-85;page4-98;page4-96;page6-52;page3-33;page5-80,page4-98,1,5,1,NA,NA,1,78,13,600,12
1,page8-182;page5-139;page6-1;page7-127;page5-56;page3-201;page7-125;page5-84;page6-162;page8-206,page8-182,1,16,3,NA,NA,1,26,32,601,25
1,page7-186;page7-36;page1-133;page1-186;page7-126;page6-186;page2-165;page6-52;page2-136;page6-219,page6-186,1,16,3,NA,NA,1,51,77,602,41
1,page5-154;page8-56;page3-70;page7-216;page7-115;page5-26;page6-204;page7-55;page5-86;page7-166,page7-166,1,26,5,NA,NA,1,62,31,603,29
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page8-247,1,12,2,NA,NA,1,16,74,604,15
1,page6-155;page7-113;page2-34;page7-115;page7-44;page3-33;page6-52;page5-121;page6-175;page5-63,page5-63,1,19,4,NA,NA,1,71,42,605,34
1,page7-22;page3-66;page5-232;page7-225;page8-248;page4-142;page7-157;page8-21;page5-45;page5-85,page8-248,1,28,5,NA,NA,1,60,109,606,47
1,page8-234;page1-132;page5-85;page6-21;page6-185;page6-52;page5-63;page7-113;page6-228;page7-203,page6-21,1,29,5,NA,NA,1,65,52,607,42
1,page8-246;page7-125;page6-122;page7-226;page7-145;page8-21;page5-101;page6-160;page9-40;page8-183,page6-122,1,22,4,NA,NA,1,102,8,608,7
1,page6-245;page6-107;page4-142;page7-177;page8-18;page5-80;page7-217;page5-155;page2-131;page6-109,page5-155,1,18,3,NA,NA,1,11,116,609,10
1,page7-127;page5-84;page3-201;page5-56;page6-1;page6-162;page8-182;page7-125;page5-139;page8-206,page3-201,1,29,5,NA,NA,1,32,26,610,25
1,page5-45;page8-21;page4-142;page5-85;page7-22;page5-232;page7-157;page3-66;page8-248;page7-225,page3-66,1,23,4,NA,NA,1,114,4,611,4
1,page6-196;page4-98;page5-80;page4-96;page6-52;page2-85;page6-109;page5-65;page3-33;page7-41,page6-109,1,19,4,NA,NA,1,104,53,612,43
1,page3-70;page3-12;page7-29;page1-77;page6-23;page7-73;page3-33;page5-65;page4-190;page5-40,page4-190,1,8,2,NA,NA,1,24,97,613,23
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page7-20,1,24,4,NA,NA,1,10,99,614,9
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page3-61,1,25,5,NA,NA,1,108,47,615,39
1,page1-77;page8-183;page6-206;page6-121;page6-135;page7-79;page1-133;page4-5;page7-202;page7-20,page6-206,1,27,5,NA,NA,1,2,5,616,2
1,page6-208;page5-165;page7-41;page8-169;page8-38;page5-86;page7-125;page2-20;page3-33;page7-107,page8-169,1,28,5,NA,NA,1,63,59,617,46
1,page2-36;page4-197;page1-150;page3-33;page5-153;page6-124;page7-107;page5-40;page8-58;page5-45,page5-45,1,26,5,NA,NA,1,79,22,618,21
1,page6-196;page4-98;page5-80;page4-96;page6-52;page2-85;page6-109;page5-65;page3-33;page7-41,page6-52,1,10,2,NA,NA,1,13,78,619,12
1,page1-77;page8-183;page6-206;page6-121;page6-135;page7-79;page1-133;page4-5;page7-202;page7-20,page6-135,1,28,5,NA,NA,1,2,5,620,2
1,page6-71;page7-15;page8-169;page5-66;page7-20;page9-39;page5-153;page3-12;page6-160;page5-84,page7-20,1,26,5,NA,NA,1,61,96,621,48
1,page7-166;page1-95;page5-153;page4-190;page7-202;page7-126;page3-61;page2-16;page5-96;page7-127,page7-126,1,7,2,NA,NA,1,20,110,622,19
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page7-15,1,22,4,NA,NA,1,10,99,623,9
1,page5-139;page5-154;page7-126;page8-246;page6-160;page7-125;page5-85;page4-180;page1-185;page7-177,page1-185,1,6,1,NA,NA,1,94,48,624,40
1,page5-139;page5-154;page7-126;page8-246;page6-160;page7-125;page5-85;page4-180;page1-185;page7-177,page7-177,1,28,5,NA,NA,1,84,9,625,8
1,page6-208;page3-33;page7-107;page2-20;page8-169;page8-38;page7-41;page5-86;page7-125;page5-165,page3-33,1,13,3,NA,NA,1,59,63,626,46
1,page5-139;page5-154;page7-126;page8-246;page6-160;page7-125;page5-85;page4-180;page1-185;page7-177,page7-126,1,3,1,NA,NA,1,84,9,627,8
1,page8-159;page8-58;page5-165;page7-127;page7-157;page9-40;page3-70;page4-232;page8-234;page5-45,page8-234,1,25,5,NA,NA,1,111,88,628,57
1,page6-208;page5-165;page7-41;page8-169;page8-38;page5-86;page7-125;page2-20;page3-33;page7-107,page7-125,1,16,3,NA,NA,1,63,59,629,46
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page2-140,1,7,2,NA,NA,1,29,57,630,27
1,page3-70;page8-156;page7-40;page2-165;page8-21;page6-171;page1-95;page3-61;page7-29;page5-101,page6-171,1,13,3,NA,NA,1,70,18,631,17
1,page5-139;page5-154;page7-126;page8-246;page6-160;page7-125;page5-85;page4-180;page1-185;page7-177,page5-139,1,18,3,NA,NA,1,84,9,632,8
1,page7-20;page8-54;page7-40;page1-175;page8-38;page7-15;page8-183;page3-52;page4-244;page5-36,page7-20,1,24,4,NA,NA,1,107,23,633,22
1,page7-166;page1-95;page5-153;page4-190;page7-202;page7-126;page3-61;page2-16;page5-96;page7-127,page4-190,1,9,2,NA,NA,1,14,83,634,13
1,page3-70;page3-12;page7-29;page1-77;page6-23;page7-73;page3-33;page5-65;page4-190;page5-40,page3-12,1,11,2,NA,NA,1,46,54,635,38
1,page3-61;page7-202;page4-190;page2-16;page7-126;page7-166;page1-95;page5-96;page5-153;page7-127,page5-153,1,16,3,NA,NA,1,108,47,636,39
1,page7-55;page7-202;page1-107;page6-122;page2-140;page8-246;page1-172;page3-201;page8-159;page4-142,page4-142,1,9,2,NA,NA,1,56,101,637,45
1,page7-22;page3-66;page5-232;page7-225;page8-248;page4-142;page7-157;page8-21;page5-45;page5-85,page5-232,1,5,1,NA,NA,1,4,114,638,4
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page9-39,1,10,2,NA,NA,1,34,19,639,18
1,page3-70;page3-12;page7-29;page1-77;page6-23;page7-73;page3-33;page5-65;page4-190;page5-40,page7-29,1,24,4,NA,NA,1,24,97,640,23
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,F,1,27,5,NA,NA,1,49,35,641,30
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page1-117,1,15,3,NA,NA,1,74,16,642,15
1,page5-85;page7-225;page5-63;page3-33;page5-84;page6-208;page5-71;page4-128;page6-52;page4-155,page4-128,1,14,3,NA,NA,1,69,43,643,35
1,page8-246;page7-125;page6-122;page7-226;page7-145;page8-21;page5-101;page6-160;page9-40;page8-183,page6-160,1,24,4,NA,NA,1,102,8,644,7
1,page6-208;page3-33;page7-107;page2-20;page8-169;page8-38;page7-41;page5-86;page7-125;page5-165,page5-165,1,9,2,NA,NA,1,100,21,645,20
1,page5-165;page5-101;page2-86;page6-166;page7-126;page8-169;page4-180;page6-167;page3-139;page1-117,page2-86,1,3,1,NA,NA,1,45,72,646,37
1,page7-44;page7-55;page6-206;page1-48;page8-38;page5-45;page9-40;page1-133;F;page4-195,page6-206,1,30,5,NA,NA,1,68,25,647,24
1,page5-139;page5-154;page7-126;page8-246;page6-160;page7-125;page5-85;page4-180;page1-185;page7-177,page7-177,1,1,1,NA,NA,1,94,48,648,40
1,page8-247;page6-206;page1-117;page2-140;page1-30;page9-39;page1-185;page3-33;page6-228;page7-81,page9-39,1,16,3,NA,NA,1,74,16,649,15
1,page5-85;page7-225;page5-63;page3-33;page5-84;page6-208;page5-71;page4-128;page6-52;page4-155,page5-84,1,30,5,NA,NA,1,98,76,650,52
1,page5-63;page6-208;page4-128;page5-71;page3-33;page6-52;page5-84;page5-85;page4-155;page7-225,page3-33,1,21,4,NA,NA,1,43,69,651,35
1,page2-86;page7-126;page5-101;page8-169;page3-139;page6-166;page6-167;page4-180;page5-165;page1-117,page7-126,1,9,2,NA,NA,1,72,45,652,37
1,page8-246;page7-125;page6-122;page7-226;page7-145;page8-21;page5-101;page6-160;page9-40;page8-183,page6-122,1,11,2,NA,NA,1,113,86,653,55
1,page1-117;page6-206;page1-30;page7-81;page9-39;page8-247;page2-140;page6-228;page1-185;page3-33,page6-228,1,30,5,NA,NA,1,67,66,654,50
1,page5-85;page7-225;page5-63;page3-33;page5-84;page6-208;page5-71;page4-128;page6-52;page4-155,page5-84,1,15,3,NA,NA,1,12,73,655,11
