condition_label,dataset_id,full_cite,short_cite,group_size,prior_relationship,partner_constancy,role_constancy,population,confederates,modality,feedback,backchannel,language,condition_id
expt1_singlemessage,eliav2023_semantic,"Eliav, R., Ji, A., Artzi, Y., & Hawkins, R. D. (2023). Semantic uncertainty guides the extension of conventions to new referents. arXiv preprint arXiv:2305.06539.",Eliav et al (2023),2,no,yes,no,adult,no,written,limited,none,English,1
expt2_singlemessage,eliav2023_semantic,"Eliav, R., Ji, A., Artzi, Y., & Hawkins, R. D. (2023). Semantic uncertainty guides the extension of conventions to new referents. arXiv preprint arXiv:2305.06539.",Eliav et al (2023),2,no,yes,no,adult,no,written,limited,none,English,2
expt3,eliav2023_semantic,"Eliav, R., Ji, A., Artzi, Y., & Hawkins, R. D. (2023). Semantic uncertainty guides the extension of conventions to new referents. arXiv preprint arXiv:2305.06539.",Eliav et al (2023),2,no,yes,no,adult,no,written,limited,full,English,3
