gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JJT2DECZGZQSF5DCQRCGP5BW,2,01JJT2DECKACW7AS3F1870A263,4,comp-between,ended,"[[181,80],[181,21],[181,352],[181,124],[246,80],[246,21],[246,352],[246,124],[63,80],[63,21],[63,352],[63,124],[431,80],[431,21],[431,352],[431,124]]",90
01JJT2DHDMRMP736JMM5WS1ZTG,2,01JJT2DHDDMGCYCV7BPEX6W491,4,comp-between,ended,"[[219,61],[219,180],[219,136],[219,242],[250,61],[250,180],[250,136],[250,242],[233,61],[233,180],[233,136],[233,242],[192,61],[192,180],[192,136],[192,242]]",180
01JJT2DNZSEBSW8EEK533F9MSH,NA,01JJT2DNZN0KF1549KW2KX23AF,NA,NA,NA,NA,NA
01JJT2DP70YVE91EMK91WHH6CN,NA,01JJT2DP6VSF8Z9D9RKDS5H2VY,NA,NA,NA,NA,NA
01JJT2DPESNJMFMVAZRZRCBGAQ,NA,01JJT2DPEMF3WSX548DSZJFQH9,NA,NA,NA,NA,NA
01JJT2DWFS3X9B66EKY31XX5YY,NA,01JJT2DWFMH8MTBBWMX91CD4JH,NA,NA,NA,NA,NA
01JJT2DG4AMXFFPFE3Y6R88976,2,01JJT2DG44XEQ74A8SA9FP74ZV,4,comp-between,ended,"[[436,178],[436,52],[436,356],[436,260],[83,178],[83,52],[83,356],[83,260],[349,178],[349,52],[349,356],[349,260],[334,178],[334,52],[334,356],[334,260]]",180
01JJT2DHZW0D7CNFJK4DZQY442,2,01JJT2DHZPQCKPJ13EKVAMJTFH,4,comp-between,ended,"[[20,145],[20,447],[20,307],[20,382],[13,145],[13,447],[13,307],[13,382],[201,145],[201,447],[201,307],[201,382],[453,145],[453,447],[453,307],[453,382]]",90
01JJT2DKYPY3YJ4Q3CCD5B1A1F,2,01JJT2DKYGR46EPDYQFDACH06E,4,comp-between,ended,"[[374,209],[374,237],[374,331],[374,447],[178,209],[178,237],[178,331],[178,447],[102,209],[102,237],[102,331],[102,447],[83,209],[83,237],[83,331],[83,447]]",0
01JJT2DNFA4KV5GC0J0GX0JNEE,NA,01JJT2DNF41EECRYKH1NJ0MWHD,NA,NA,NA,NA,NA
01JJT2DNQNPK9PJC6D4M968YBE,NA,01JJT2DNQHTHM6XJM59CSR6X89,NA,NA,NA,NA,NA
