roundID,text,playerID,director_msg,chit_chat
01JJT30THMJK9787RHD8ZKSB1H,3 points on the right of the shape. Looks like a cross,01JJT2STAPW8HKSHF3B1206NDW,TRUE,FALSE
01JJT30THF1DCCPH1SX07YPW8S,A cross flipped 90 degrees anti clockwise,01JJT2STAPW8HKSHF3B1206NDW,TRUE,FALSE
01JJT302D8T01FKGH5DYVXRPNV,a face,01JJT2P5CDF2NP3376EK9EFK5H,TRUE,FALSE
01JJT302D2Z62QYSCDCNW9ZGZY,a house with something fitting on top,01JJT2SMD8X4V0W6ZYN0Z2775A,TRUE,FALSE
01JJT2RQMJ7KRC6M95MRR4JTAT,a key or backwards E,01JJT2KJAXM2MS4GSCMHPZY6QW,TRUE,FALSE
01JJT302CVTTMX3ESPCE6DE7R4,a plasma gun facing left,01JJT2SMD8X4V0W6ZYN0Z2775A,TRUE,FALSE
01JJT350QX1HD9KP7HM87Y9BX6,a square,01JJT2XAQE74A5MJHV2QB5SR52,TRUE,FALSE
01JJT302CZBDDASWMEENC9NMY7,a triangle on a table,01JJT2P5CDF2NP3376EK9EFK5H,TRUE,FALSE
01JJT302D7TY2V8ENWVGD9VDCP,a triangle on table,01JJT2P5CDF2NP3376EK9EFK5H,TRUE,FALSE
01JJT350RRPWMFNTP8JGCATMQM,again upside down triangel,01JJT2XAQE74A5MJHV2QB5SR52,TRUE,FALSE
01JJT2RQMPDFYFQ4ZC14FEYH6V,And again - white triangle,01JJT2M3GTKSPT8S908C9HB8P1,TRUE,FALSE
01JJT2TT2N00XBGTJN2MHQNF0H,Anothe E on its side,01JJT2M6QWQK9X9HXC4F4JRF2M,TRUE,FALSE
01JJT2RQMK7EH6ZYQT8PVMXHV8,"arrow pointing right, and has a white space in middle",01JJT2KJAXM2MS4GSCMHPZY6QW,TRUE,FALSE
01JJT2RQMX04DVF6R3R5HGBC0Z,arrow to right,01JJT2KJAXM2MS4GSCMHPZY6QW,TRUE,FALSE
01JJT2RQMYN74W2E6795ZB8QY8,"arrow to right, white triangle",01JJT2KJAXM2MS4GSCMHPZY6QW,TRUE,FALSE
