roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JK45JY89DT9DJF1J0K7ZME35,TRUE,01JK44ZDN4WND3M57SJYNVDKAJ,24,65,1,/tangrams/333_336.png,/tangrams/333_336.png,9,24,"[""/tangrams/21_134.png"",""/tangrams/418_244.png"",""/tangrams/333_336.png"",""/tangrams/439_297.png""]"
01JK45JY8CTCKTW44WVGHFD058,TRUE,01JK44ZDN4WND3M57SJYNVDKAJ,17,65,1,/tangrams/333_297.png,/tangrams/333_297.png,2,17,"[""/tangrams/333_297.png"",""/tangrams/418_244.png"",""/tangrams/439_134.png"",""/tangrams/21_336.png""]"
01JK47RT60A49SXAMT1K2GJCED,TRUE,01JK44ZG88WSKH56Z2TG065NRD,12,65,0,/tangrams/13_294.png,/tangrams/13_294.png,13,12,"[""/tangrams/189_46.png"",""/tangrams/329_431.png"",""/tangrams/13_294.png"",""/tangrams/252_121.png""]"
01JK48HH7AP0B8HA05A4S3C7VJ,TRUE,01JK44ZH7ME8SPE3ZCXE9C1EDR,46,65,2,/tangrams/139_439.png,/tangrams/139_439.png,15,46,"[""/tangrams/95_249.png"",""/tangrams/139_439.png"",""/tangrams/61_193.png"",""/tangrams/167_320.png""]"
01JK48HH7JJXV8DQKAMVDKAF4D,TRUE,01JK44ZH7ME8SPE3ZCXE9C1EDR,47,65,2,/tangrams/61_249.png,/tangrams/61_249.png,16,47,"[""/tangrams/95_439.png"",""/tangrams/167_320.png"",""/tangrams/61_249.png"",""/tangrams/139_193.png""]"
01JK45JY8CTCKTW44WSXWJ3HJJ,TRUE,01JK44ZDN4WND3M57SJYNVDKAJ,18,65,1,/tangrams/21_244.png,/tangrams/21_244.png,3,18,"[""/tangrams/333_336.png"",""/tangrams/21_244.png"",""/tangrams/439_297.png"",""/tangrams/418_134.png""]"
01JK45JY95GYFA1715S3BN5ET9,TRUE,01JK44ZDN4WND3M57SJYNVDKAJ,51,65,3,/tangrams/21_244.png,/tangrams/21_244.png,4,51,"[""/tangrams/333_336.png"",""/tangrams/21_244.png"",""/tangrams/439_134.png"",""/tangrams/418_297.png""]"
01JK48HH5E1HEC404P1FTXFXE6,TRUE,01JK44ZH7ME8SPE3ZCXE9C1EDR,28,65,1,/tangrams/61_193.png,/tangrams/61_193.png,13,28,"[""/tangrams/167_249.png"",""/tangrams/139_320.png"",""/tangrams/61_193.png"",""/tangrams/95_439.png""]"
01JK48HH6M94ZG13V6784KEQWE,TRUE,01JK44ZH7ME8SPE3ZCXE9C1EDR,33,65,2,/tangrams/61_193.png,/tangrams/61_193.png,2,33,"[""/tangrams/167_249.png"",""/tangrams/95_320.png"",""/tangrams/61_193.png"",""/tangrams/139_439.png""]"
01JK45JY91640REJ665QF3BZR1,TRUE,01JK44ZDN4WND3M57SJYNVDKAJ,63,65,3,/tangrams/21_336.png,/tangrams/21_336.png,16,63,"[""/tangrams/21_336.png"",""/tangrams/439_244.png"",""/tangrams/333_297.png"",""/tangrams/418_134.png""]"
