roundID,text,playerID,director_msg,chit_chat
01JHKNHKKQ4F8B4RMKP8FZZP7J,good,01JHKNECY83PN2JH1HTPS7HAXD,FALSE,TRUE
01JHKNRYNDM05HHP80QFYVM343,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNHKKQ4F8B4RMKP8FZZP7J,like cross,01JHKNECY83PN2JH1HTPS7HAXD,FALSE,FALSE
01JHKNRYT03X4G58RMVVD1WND8,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNRYKXCJKKC28VA9FPSR9K,3,01JHKNDTKBJPGN1PW204EVC01J,TRUE,FALSE
01JHKNRYRWM2E9WR3MDYY5WN24,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNRYXVDM564YJPXW9E9MHT,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNRYW6J62K7BJJBQGQS343,3,01JHKNDTKBJPGN1PW204EVC01J,TRUE,FALSE
01JHKNRYTM26Z7RPYH73N75NZ9,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNRYTX4SZE3C425EH4H7HP,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNRYMF2337VA3Y4PS02H26,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKNRYXEW0HWVDM87ACWRKEG,3,01JHKNDTKBJPGN1PW204EVC01J,TRUE,FALSE
01JHKNRYQMKQ3HW2R22CDE5CRK,3,01JHKNDTKBJPGN1PW204EVC01J,TRUE,FALSE
01JHKNRYG6YMM3MVXG8JSTZYTK,jello,01JHKNDTKBJPGN1PW204EVC01J,FALSE,FALSE
01JHKNRYG6YMM3MVXG8JSTZYTK,what does the shape look like,01JHKNDTKBJPGN1PW204EVC01J,FALSE,FALSE
01JHKNRYMABD380477XHNJVSQN,3,01JHKND22YT9652F2HM4EV9YD2,TRUE,FALSE
01JHKP5N28BZZ6H3M9DXQXAGNX,hi,01JHKNFZ6167K0AWPXKP6GWHDS,FALSE,TRUE
01JHKNHKKGP6YBJNNAK4PJWYXN,4,01JHKNECY83PN2JH1HTPS7HAXD,TRUE,FALSE
01JHKNHKMQ900PEE0P9ZF68G20,4,01JHKNECY83PN2JH1HTPS7HAXD,TRUE,FALSE
01JHKP9QPT3B6VNHPWHWPHGC6V,59,01JHKNRJPQH5SWDVEZ29SJGMCX,TRUE,TRUE
