gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JHKN9VCY86V93CN49CA5BBCD,2,01JHKN9VCP423DKNV9P71NC3TX,4,comp-between,ended,"[[21,24],[21,175],[21,350],[21,304],[187,24],[187,175],[187,350],[187,304],[63,24],[63,175],[63,350],[63,304],[138,24],[138,175],[138,350],[138,304]]",0
01JHKNA04HBKQHZZ8DBQ8ZTBC6,2,01JHKNA0497EAT2GKSEHHQWXP8,4,comp-between,ended,"[[461,43],[461,136],[461,83],[461,216],[456,43],[456,136],[456,83],[456,216],[396,43],[396,136],[396,83],[396,216],[10,43],[10,136],[10,83],[10,216]]",90
01JHKNA0JAR6XT707HSV502H1S,NA,01JHKNA0J32HFD910YXJHHX7P0,NA,NA,NA,NA,NA
01JHKN9QCJS7PK6P582R98YJP2,2,01JHKN9QC0RVQAMCC1BXJQEA3Z,4,comp-between,ended,"[[173,8],[173,446],[173,24],[173,42],[396,8],[396,446],[396,24],[396,42],[423,8],[423,446],[423,24],[423,42],[114,8],[114,446],[114,24],[114,42]]",0
01JHKN9RJ5713GTZXCBYV128DX,2,01JHKN9RHW55ZK030GV17RZGXP,4,comp-between,ended,"[[65,30],[65,277],[65,373],[65,400],[375,30],[375,277],[375,373],[375,400],[459,30],[459,277],[459,373],[459,400],[80,30],[80,277],[80,373],[80,400]]",0
01JHKN9YN8C3QJZKW7DJ0HDR1F,2,01JHKN9YN17PPP6EN8MJGSA5DS,4,comp-between,ended,"[[73,6],[73,462],[73,57],[73,122],[38,6],[38,462],[38,57],[38,122],[371,6],[371,462],[371,57],[371,122],[351,6],[351,462],[351,57],[351,122]]",270
01JHKN9YWKX2HRCZ9MFXX8RT2D,2,01JHKN9YWB2YR0Z5PVC1Y35QF2,4,comp-between,ended,"[[77,373],[77,225],[77,391],[77,7],[204,373],[204,225],[204,391],[204,7],[52,373],[52,225],[52,391],[52,7],[304,373],[304,225],[304,391],[304,7]]",270
01JHKN9ZRQXD8M2QH4QE8AYW46,2,01JHKN9ZRG6F5D0MS8KTN27G2T,4,comp-between,ended,"[[181,80],[181,21],[181,352],[181,124],[246,80],[246,21],[246,352],[246,124],[63,80],[63,21],[63,352],[63,124],[431,80],[431,21],[431,352],[431,124]]",180
01JHKN9S19518NS7AEVR073WB1,2,01JHKN9S118K6VDBJSY68VSGED,4,comp-between,ended,"[[116,34],[116,156],[116,216],[116,260],[39,34],[39,156],[39,216],[39,260],[379,34],[379,156],[379,216],[379,260],[448,34],[448,156],[448,216],[448,260]]",90
01JHKN9SJ2W5864JM0EVN2RN2V,2,01JHKN9SHR3SAERG8F4NA009SP,4,comp-between,ended,"[[469,30],[469,90],[469,175],[469,302],[463,30],[463,90],[463,175],[463,302],[396,30],[396,90],[396,175],[396,302],[400,30],[400,90],[400,175],[400,302]]",0
01JHKN9Y7864AY6TMQ13VH5WG8,2,01JHKN9Y71CSSCB2MGVASP8S1K,4,comp-between,ended,"[[19,276],[19,28],[19,132],[19,317],[242,276],[242,28],[242,132],[242,317],[171,276],[171,28],[171,132],[171,317],[234,276],[234,28],[234,132],[234,317]]",270
01JHKN9YDF3KJ5DJX9C0Y6J5ST,2,01JHKN9YD9SMKDTREKXZ41H61S,4,comp-between,ended,"[[181,310],[181,84],[181,332],[181,359],[322,310],[322,84],[322,332],[322,359],[90,310],[90,84],[90,332],[90,359],[101,310],[101,84],[101,332],[101,359]]",0
01JHKN9Z3KDENH41ND7761RTTE,2,01JHKN9Z3DC3K0A0PMVZG97W86,4,comp-between,ended,"[[209,19],[209,22],[209,320],[209,36],[272,19],[272,22],[272,320],[272,36],[354,19],[354,22],[354,320],[354,36],[428,19],[428,22],[428,320],[428,36]]",180
01JHKNB31VMZKXQCGDC6D4C9WB,NA,01JHKNB31H9A1TD4G3A32ACSTW,NA,NA,NA,NA,NA
01JHKN9ZJ60PR87DYG7JFNBHGG,2,01JHKN9ZHZE11SAXB6YAV6C6NG,4,comp-between,ended,"[[12,312],[12,383],[12,396],[12,142],[52,312],[52,383],[52,396],[52,142],[404,312],[404,383],[404,396],[404,142],[457,312],[457,383],[457,396],[457,142]]",180
01JHKNA085CN6DZZFB3E4Y1B2Q,2,01JHKNA07ZX4K3XPGK605M4MKB,4,comp-between,ended,"[[246,364],[246,26],[246,303],[246,70],[312,364],[312,26],[312,303],[312,70],[180,364],[180,26],[180,303],[180,70],[126,364],[126,26],[126,303],[126,70]]",180
