roundID,text,playerID,director_msg,chit_chat
01JHRMJDNYV5724B0QTM1WR5C2,3,01JHRM4NNKJBRHSD1GYARVRT6J,TRUE,FALSE
01JHRMJDRN8DKN880PATE4FK60,3,01JHRM3TRXN1B357AJRCBJS8WC,TRUE,FALSE
01JHRMJDDFQRGSP41T63V1JQ03,3,01JHRM3TRXN1B357AJRCBJS8WC,TRUE,FALSE
01JHRMJDQZBDTPPKD8X3K2M1XR,3,01JHRM4NNKJBRHSD1GYARVRT6J,TRUE,FALSE
01JHRMJDMRJTS19N4JYTN8H4SM,3,01JHRM3TRXN1B357AJRCBJS8WC,TRUE,FALSE
01JHRMJDQ22JSHKM99XN5QR5QM,3,01JHRM3TRXN1B357AJRCBJS8WC,TRUE,FALSE
01JHRMJDRDX1185VJ8KA526F6B,3,01JHRM3TRXN1B357AJRCBJS8WC,TRUE,FALSE
01JHRMJDSRQ5J6G0XB808MASGT,3,01JHRM3TRXN1B357AJRCBJS8WC,TRUE,FALSE
01JHRMGDKQPEHR5WGW05GVA6PM,hello,01JHRM443YJNP53DQNNTF0P7SV,FALSE,FALSE
01JHRMGDKQPEHR5WGW05GVA6PM,talk to me,01JHRM443YJNP53DQNNTF0P7SV,FALSE,FALSE
01JHRNVSD7Z32CQM5TJCDVWXKN,:/,01JHRNM0DT4BG16SYRHKEM9FQV,TRUE,TRUE
01JHRNP03YWH4TQX6VFV5P3BH6,?? this is weird,01JHRNK03HHKH66N9PXCWYWPQM,TRUE,TRUE
01JHRNMHB0T9K713MXCJS3WJT5,"""Could you please describe the target shape for me?""",01JHRNGDZB5MYBGVMY7ZXEBDZ4,TRUE,TRUE
01JHRNMGS36W4Y42QVTMKH7NW2,"""The target shape looks like a small triangle pointing upwards. Let me know if you need more details!""",01JHRNGDZB5MYBGVMY7ZXEBDZ4,TRUE,FALSE
01JHRNMGHADAWNHV2BZMJVSBKZ,"""The target shape looks like a zigzag with sharp angles pointing upward.",01JHRNGDZB5MYBGVMY7ZXEBDZ4,TRUE,FALSE
01JHRNMH5CZRZMBCBANT7D13D8,Desciption please,01JHRM9KK54T8ZJ2FQ6ARRFP7D,FALSE,FALSE
01JHRS4TAW5J4961W4GTQ7P4NG,1 arrow betta,01JHRRTN63XWP3ZEQY0WK2H07B,TRUE,FALSE
01JHRS4PV0GJP2T8C6H9N7WRDA,1 arrow on left 1 on right,01JHRRTN63XWP3ZEQY0WK2H07B,TRUE,FALSE
01JHRS4QB9T841H1AM3QW14YN7,1 arrow on left and dragon tail on right,01JHRRTN63XWP3ZEQY0WK2H07B,TRUE,FALSE
01JHRS4Q5RKCP8A2YN4HAF91XP,1 arrow on left beta on right,01JHRRTN63XWP3ZEQY0WK2H07B,TRUE,FALSE
01JHRS4QV6BQQZFWKNG61NCT02,1 arrow on left elephant nose on right,01JHRRTN63XWP3ZEQY0WK2H07B,TRUE,FALSE
01JHRS4R44DT53K6JM0W55GJYM,"1 arrow, beta",01JHRRTN63XWP3ZEQY0WK2H07B,TRUE,FALSE
01JHRMGDWWADKCHN2BXJF2WAK5,whats it looking like ?,01JHRM443YJNP53DQNNTF0P7SV,FALSE,FALSE
01JHRP2ASJ7NJ8ERBN5BMMGTN6,1 v up 1 v right,01JHRNJZS0XNVKA5QQQT6X8S82,TRUE,FALSE
01JHRM9FD0KMHGJJ2K82MR2QSF,1) A white V at the top,01JHRM4FK60EBTV4PG72EM0VQ5,TRUE,FALSE
01JHRMMFZ3JB7DEKWBR8K4M3K3,2 and a half diamond on top of an upside down bowl with a spoon,01JHRM56421DP165KK05CG58B6,TRUE,FALSE
01JHRMMG3MER92D9WVPZ6BY3X2,2 and a half diamonds on top of a smokers pipe pointing up right,01JHRM56421DP165KK05CG58B6,TRUE,FALSE
01JHRMMFYMQHR5AVPP5NDD163H,2 and a half diamonds on top of a smokers pipe pointing up right,01JHRM56421DP165KK05CG58B6,TRUE,FALSE
01JHRMMFXC1YB0FKG2QQY8V650,2 and a half diamonds on top of an exhause tpipe pointing down left,01JHRM56421DP165KK05CG58B6,TRUE,FALSE
01JHRMMFS1PZ5WFP1P9RCBCPD3,2 and a half large diamonds on top of an exhaust pipe funneling down left,01JHRM56421DP165KK05CG58B6,TRUE,FALSE
