id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JJWYNZGR8C42T931K9EC9S43,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:53.016689895Z,all games finished,2025-01-31T01:44:37.689611863Z,true,2025-01-31T01:12:53.023586718Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:53.016689895Z,ended,2025-01-31T01:44:37.689611863Z
01JJWYP2JPRZW0MMTF0ADRQ0QH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:56.150522893Z,all games finished,2025-01-31T01:54:00.329373956Z,true,2025-01-31T01:12:56.158003318Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:56.150522893Z,ended,2025-01-31T01:54:00.329373956Z
01JJWYPQREVHX0XCCBQKAHYYQB,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:13:17.838774775Z,all games finished,2025-01-31T02:44:50.431860169Z,true,2025-01-31T01:13:17.844890761Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:13:17.838774775Z,ended,2025-01-31T02:44:50.431860169Z
01JJWYP1C9M84QRZ5BV7YFBN5A,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:54.921798234Z,all games finished,2025-01-31T01:41:13.816905614Z,true,2025-01-31T01:12:54.928325776Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:54.921798234Z,ended,2025-01-31T01:41:13.816905614Z
01JJWYP39ZC615XXGYC47P7X40,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:56.895200769Z,all games finished,2025-01-31T02:03:31.417663298Z,true,2025-01-31T01:12:56.900888559Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:56.895200769Z,ended,2025-01-31T02:03:31.417663298Z
01JJWYP46KDKZX0YP92TAK3EWR,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:57.811902326Z,all games finished,2025-01-31T01:55:11.082165688Z,true,2025-01-31T01:12:57.817990659Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:57.811902326Z,ended,2025-01-31T01:55:11.082165688Z
01JJWYP4QX9R6AJ06D53SXQ6W6,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:58.36552353Z,all games finished,2025-01-31T02:21:39.22066248Z,true,2025-01-31T01:12:58.372558022Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:58.36552353Z,ended,2025-01-31T02:21:39.22066248Z
01JJWYP52QCTGRFEV3KAQS5TWK,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:58.711094557Z,all games finished,2025-01-31T01:51:28.74995087Z,true,2025-01-31T01:12:58.715972487Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:58.711094557Z,ended,2025-01-31T01:51:28.74995087Z
01JJWYPQDGB0SNYA01CZ9VSDSS,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:13:17.488689036Z,all games finished,2025-01-31T02:04:32.752087948Z,true,2025-01-31T01:13:17.493931403Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:13:17.488689036Z,ended,2025-01-31T02:04:32.752087948Z
01JJWYPZJQ23FKV3XYK1RXVWKP,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:13:25.847552941Z,all games finished,2025-01-31T02:44:15.59822262Z,true,2025-01-31T01:13:25.853756497Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:13:25.847552941Z,ended,2025-01-31T02:44:15.59822262Z
01JJWYNXCQ63ZHN65S56ZTN92X,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:50.839034508Z,all games finished,2025-01-31T01:43:09.260721769Z,true,2025-01-31T01:12:50.851634489Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:50.839034508Z,ended,2025-01-31T01:43:09.260721769Z
01JJWYP32W6WJ8SFMNK0HJ456S,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-within"",""factors"":{""contextSize"":4,""contextStructure"":""comp-within"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-31T01:12:56.668351555Z,all games finished,2025-01-31T01:57:27.302418049Z,true,2025-01-31T01:12:56.672427302Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-31T01:12:56.668351555Z,ended,2025-01-31T01:57:27.302418049Z
