roundID,correct,gameID,index,numTrials,repNum,response,target,targetNum,trialNum,tangramURLs
01JH648XQ7M6C3CYRN873Z9BMZ,TRUE,01JH63H2JBTAXCR944FHYGQ9CS,10,65,0,/tangrams/152_446.png,/tangrams/152_446.png,11,10,"[""/tangrams/370_37.png"",""/tangrams/152_446.png"",""/tangrams/104_121.png"",""/tangrams/109_248.png""]"
01JH648XQA95PY3FJK0Z3068RG,TRUE,01JH63H2JBTAXCR944FHYGQ9CS,8,65,0,/tangrams/109_248.png,/tangrams/109_248.png,9,8,"[""/tangrams/109_248.png"",""/tangrams/152_121.png"",""/tangrams/370_37.png"",""/tangrams/104_446.png""]"
01JH64FEZD06G1M8RHYMJHFZ55,TRUE,01JH63H2JD2983R4N4PQHD9D3S,10,65,0,/tangrams/343_388.png,/tangrams/343_388.png,11,10,"[""/tangrams/96_344.png"",""/tangrams/343_388.png"",""/tangrams/119_1.png"",""/tangrams/148_212.png""]"
01JH64FF0M0GB11JZKCD77NDCS,TRUE,01JH63H2JD2983R4N4PQHD9D3S,37,65,2,/tangrams/450_407.png,/tangrams/450_407.png,6,37,"[""/tangrams/450_407.png"",""/tangrams/387_466.png"",""/tangrams/265_219.png"",""/tangrams/454_121.png""]"
01JH64FEZ06TF989Z9BK555MN9,FALSE,01JH63H2JD2983R4N4PQHD9D3S,3,65,0,/tangrams/119_1.png,/tangrams/293_34.png,4,3,"[""/tangrams/52_159.png"",""/tangrams/25_203.png"",""/tangrams/119_1.png"",""/tangrams/293_34.png""]"
01JH64N1BYG8RBEBHHGB6RZW1S,NA,01JH63H2JBTAXCR944FVZS2MSG,7,65,0,NA,/tangrams/418_336.png,8,7,"[""/tangrams/418_336.png"",""/tangrams/439_336.png"",""/tangrams/418_134.png"",""/tangrams/439_134.png""]"
01JH648XQZTPR950G031MVRZFJ,TRUE,01JH63H2JBTAXCR944FHYGQ9CS,60,65,3,/tangrams/104_37.png,/tangrams/104_37.png,13,60,"[""/tangrams/370_248.png"",""/tangrams/109_446.png"",""/tangrams/104_37.png"",""/tangrams/152_121.png""]"
01JH64N1CSYJW6Q8BX2HJ87XRD,NA,01JH63H2JBTAXCR944FVZS2MSG,19,65,1,NA,/tangrams/21_297.png,4,19,"[""/tangrams/21_244.png"",""/tangrams/333_244.png"",""/tangrams/333_297.png"",""/tangrams/21_297.png""]"
01JH65VD4ZMTRRC60SVTJ9WJN5,NA,01JH63PE95NWS74AEFR2R546Q2,12,65,0,NA,/tangrams/189_266.png,13,12,"[""/tangrams/457_432.png"",""/tangrams/416_419.png"",""/tangrams/252_168.png"",""/tangrams/189_266.png""]"
01JH65VD5WFP7BW856Q45J633N,NA,01JH63PE95NWS74AEFR2R546Q2,41,65,2,NA,/tangrams/275_246.png,10,41,"[""/tangrams/94_162.png"",""/tangrams/335_143.png"",""/tangrams/377_373.png"",""/tangrams/275_246.png""]"
01JH65VD6WGAQKC7QW7GCEZBD9,NA,01JH63PE95NWS74AEFR2R546Q2,46,65,2,NA,/tangrams/189_266.png,15,46,"[""/tangrams/377_373.png"",""/tangrams/189_266.png"",""/tangrams/416_419.png"",""/tangrams/335_143.png""]"
01JH648XQ6N9X4SVT5PR3PFDEQ,TRUE,01JH63H2JBTAXCR944FHYGQ9CS,6,65,0,/tangrams/104_248.png,/tangrams/104_248.png,7,6,"[""/tangrams/370_121.png"",""/tangrams/152_446.png"",""/tangrams/109_37.png"",""/tangrams/104_248.png""]"
01JH64FF0VJM2W9BX8KT9K04V1,TRUE,01JH63H2JD2983R4N4PQHD9D3S,31,65,1,/tangrams/177_330.png,/tangrams/177_330.png,16,31,"[""/tangrams/387_466.png"",""/tangrams/343_388.png"",""/tangrams/119_1.png"",""/tangrams/177_330.png""]"
01JH64N1CDSSW1Y95NSSB83VRH,NA,01JH63H2JBTAXCR944FVZS2MSG,29,65,1,NA,/tangrams/439_244.png,14,29,"[""/tangrams/21_244.png"",""/tangrams/21_134.png"",""/tangrams/439_134.png"",""/tangrams/439_244.png""]"
01JH648XRDCSQJNMHSB2SC7834,TRUE,01JH63H2JBTAXCR944FHYGQ9CS,33,65,2,/tangrams/104_446.png,/tangrams/104_446.png,2,33,"[""/tangrams/370_248.png"",""/tangrams/152_121.png"",""/tangrams/104_446.png"",""/tangrams/109_37.png""]"
01JH65VD5989F1EWA123PY5C17,NA,01JH63PE95NWS74AEFR2R546Q2,23,65,1,NA,/tangrams/245_95.png,8,23,"[""/tangrams/66_249.png"",""/tangrams/247_434.png"",""/tangrams/245_95.png"",""/tangrams/416_419.png""]"
01JH67NCFYW0W9QZWAXPVMWC38,TRUE,01JH63PE95NWS74AEFRCJYXR75,27,65,1,/tangrams/134_442.png,/tangrams/134_442.png,12,27,"[""/tangrams/295_442.png"",""/tangrams/295_439.png"",""/tangrams/134_439.png"",""/tangrams/134_442.png""]"
