gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JJW83G3YGJNWV5ZXFKW4QCFC,2,01JJW83G2EFCP88P7610ZQF3YR,4,comp-between,ended,"[[343,41],[343,257],[343,367],[343,452],[443,41],[443,257],[443,367],[443,452],[293,41],[293,257],[293,367],[293,452],[220,41],[220,257],[220,367],[220,452]]",90
01JJW4HV8R62YR2ZZ6C6BMQPXA,2,01JJW4HV8C8T05YV74S8B9N1M1,4,comp-between,ended,"[[125,231],[125,451],[125,248],[125,246],[376,231],[376,451],[376,248],[376,246],[460,231],[460,451],[460,248],[460,246],[448,231],[448,451],[448,248],[448,246]]",270
01JJW4HWKSPG0D54BJW0R5WXKM,2,01JJW4HWKJGTBMG5NC5ATZ9XEW,4,comp-between,ended,"[[399,49],[399,417],[399,308],[399,204],[463,49],[463,417],[463,308],[463,204],[323,49],[323,417],[323,308],[323,204],[47,49],[47,417],[47,308],[47,204]]",180
01JJW4J0A6DF5EX9W9G36QRPC4,2,01JJW4J0A22HR8GHXZ0T16GJK3,4,comp-between,ended,"[[173,8],[173,446],[173,24],[173,42],[396,8],[396,446],[396,24],[396,42],[423,8],[423,446],[423,24],[423,42],[114,8],[114,446],[114,24],[114,42]]",0
01JJW4J2Z6QE05R8Y9G5R561BM,2,01JJW4J2Z0Y06Y82F7PDE0Y88Y,4,comp-between,ended,"[[32,13],[32,150],[32,386],[32,290],[195,13],[195,150],[195,386],[195,290],[279,13],[279,150],[279,386],[279,290],[341,13],[341,150],[341,386],[341,290]]",270
01JJW4J36J16KR3PTVPGQXRK61,2,01JJW4J36D6MVDFSHAJZQQ7JZN,4,comp-between,ended,"[[323,253],[323,360],[323,420],[323,355],[325,253],[325,360],[325,420],[325,355],[283,253],[283,360],[283,420],[283,355],[102,253],[102,360],[102,420],[102,355]]",180
01JJW4JBE8D0SAYJQDXZXDWBXM,2,01JJW4JBE1ZN79QGB9YWS6V4R9,4,comp-between,ended,"[[20,145],[20,447],[20,307],[20,382],[13,145],[13,447],[13,307],[13,382],[201,145],[201,447],[201,307],[201,382],[453,145],[453,447],[453,307],[453,382]]",90
01JJW83DM0A1Z1XX19FJ0E4AJ8,2,01JJW83DJW9EVM8K8NWJZSE4SP,4,comp-between,ended,"[[76,428],[76,131],[76,390],[76,347],[51,428],[51,131],[51,390],[51,347],[351,428],[351,131],[351,390],[351,347],[42,428],[42,131],[42,390],[42,347]]",0
01JJW4HYRRJHFX7JB28EDQ0K3G,2,01JJW4HYRJX25Y9432A0GPR07V,4,comp-between,ended,"[[367,15],[367,44],[367,293],[367,98],[315,15],[315,44],[315,293],[315,98],[250,15],[250,44],[250,293],[250,98],[420,15],[420,44],[420,293],[420,98]]",0
01JJW4HZTQACR99A2KBJNPPK6R,2,01JJW4HZTJD67ARBC5YN61V3MP,4,comp-between,ended,"[[40,7],[40,50],[40,178],[40,125],[338,7],[338,50],[338,178],[338,125],[98,7],[98,50],[98,178],[98,125],[394,7],[394,50],[394,178],[394,125]]",270
