id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JHGGY1ZM7X6TNEN4JJ3VWT6S,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:02.612797226Z,all games finished,2025-01-13T19:37:16.086736676Z,true,2025-01-13T19:06:02.621977792Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:02.612797226Z,ended,2025-01-13T19:37:16.086736676Z
01JHGGY54HNTA1WCZZ606PXMYN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:05.841845545Z,all games finished,2025-01-13T19:38:48.016730157Z,true,2025-01-13T19:06:05.84979037Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:05.841845545Z,ended,2025-01-13T19:38:48.016730157Z
01JHGGY7QSMR6XA2FG68FMS49Q,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:08.505739104Z,all games finished,2025-01-13T19:44:24.599851086Z,true,2025-01-13T19:06:08.512739501Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:08.505739104Z,ended,2025-01-13T19:44:24.599851086Z
01JHGGY8P0J66Y85GEZC6VQNWA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:09.472192618Z,all games finished,2025-01-13T19:38:47.748229932Z,true,2025-01-13T19:06:09.479654595Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:09.472192618Z,ended,2025-01-13T19:38:47.748229932Z
01JHGGYBNDXAG6H1CZVKP5V61Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:12.525751901Z,,,true,2025-01-13T19:06:12.533131563Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:12.525751901Z,running,2025-01-13T19:06:19.743667901Z
01JHGGYD2KFG1MREWX2P1X286Z,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:13.971886051Z,,,true,2025-01-13T19:06:13.979087506Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:13.971886051Z,running,2025-01-13T19:06:16.618059362Z
01JHGGXYZB35K2VWPVXQAWP6AZ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:05:59.531061107Z,all games finished,2025-01-13T19:38:08.977573585Z,true,2025-01-13T19:05:59.548683702Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:05:59.531061107Z,ended,2025-01-13T19:38:08.977573585Z
01JHGGY9WB16H3FY4RYRBP93C5,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:10.699747407Z,all games finished,2025-01-13T19:49:57.045140648Z,true,2025-01-13T19:06:10.707743859Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:10.699747407Z,ended,2025-01-13T19:49:57.045140648Z
01JHGGYB88AQ9N7KRP2T3SBDKH,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:12.104991757Z,,,true,2025-01-13T19:06:12.113675962Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:12.104991757Z,running,2025-01-13T19:06:20.388407099Z
01JHGGYCDSPBMPTNQBEJPB6EJA,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-comp-between"",""factors"":{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-13T19:06:13.306000616Z,,,true,2025-01-13T19:06:13.315660409Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-13T19:06:13.306000616Z,running,2025-01-13T19:06:18.014757655Z
