id,actualPlayerCount,actualPlayerCountLastChangedAt,batchID,batchIDLastChangedAt,bottomTangrams,bottomTangramsLastChangedAt,contextSize,contextSizeLastChangedAt,contextStructure,contextStructureLastChangedAt,ended,endedLastChangedAt,endedInactive,endedInactiveLastChangedAt,endedReason,endedReasonLastChangedAt,groupID,groupIDLastChangedAt,justStarted,justStartedLastChangedAt,maxTimeout,maxTimeoutLastChangedAt,numRoundsInactive,numRoundsInactiveLastChangedAt,rotation,rotationLastChangedAt,roundIndex,roundIndexLastChangedAt,showNegativeFeedback,showNegativeFeedbackLastChangedAt,stageID,stageIDLastChangedAt,start,startLastChangedAt,starting,startingLastChangedAt,status,statusLastChangedAt,targets,targetsLastChangedAt,topTangrams,topTangramsLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt
01JHGGYD2VBZ481WAASEHSBTBK,,,01JHGGYD2KFG1MREWX2P1X286Z,2025-01-13T19:06:13.979219832Z,,,,,,,false,2025-01-13T19:06:13.979219832Z,,,,,01JHGGYD36804CHNN0WMTDBM1H,2025-01-13T19:06:13.991714746Z,,,,,,,,,,,,,,,false,2025-01-13T19:06:13.979219832Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:13.979219832Z,full-comp-between,2025-01-13T19:06:13.979219832Z
01JHGGY73YKFPFR78HD0F9P5YC,2,2025-01-13T19:18:35.447308371Z,01JHGGY73QE3Z8WE6H9RAQ50RP,2025-01-13T19:06:07.87077182Z,"[41,137,88,81]",2025-01-13T19:18:35.871867822Z,4,2025-01-13T19:18:35.480411293Z,comp-between,2025-01-13T19:18:35.480411293Z,true,2025-01-13T19:42:15.291091479Z,false,2025-01-13T19:18:35.480411293Z,end of game,2025-01-13T19:42:15.336980029Z,01JHGGY74AM28K1JSZV2BKXV67,2025-01-13T19:06:07.885176186Z,false,2025-01-13T19:18:39.101696877Z,5,2025-01-13T19:18:35.480411293Z,0,2025-01-13T19:22:54.72212673Z,90,2025-01-13T19:18:35.480411293Z,63,2025-01-13T19:18:35.871867822Z,1,2025-01-13T19:18:35.480411293Z,null,2025-01-13T19:42:15.291091479Z,true,2025-01-13T19:18:35.447308371Z,true,2025-01-13T19:18:35.447308371Z,ended,2025-01-13T19:42:15.336980029Z,"[[38,41],[38,137],[38,88],[38,81],[450,41],[450,137],[450,88],[450,81],[277,41],[277,137],[277,88],[277,81],[23,41],[23,137],[23,88],[23,81]]",2025-01-13T19:18:35.871867822Z,"[38,450,277,23]",2025-01-13T19:18:35.871867822Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:07.87077182Z,full-comp-between,2025-01-13T19:06:07.87077182Z
01JHGGY7R091J93MX4XJMRYRF8,2,2025-01-13T19:19:22.058025201Z,01JHGGY7QSMR6XA2FG68FMS49Q,2025-01-13T19:06:08.512968116Z,"[17,216,278,212]",2025-01-13T19:19:22.634857001Z,4,2025-01-13T19:19:22.097007608Z,comp-between,2025-01-13T19:19:22.097007608Z,true,2025-01-13T19:44:24.538340447Z,false,2025-01-13T19:19:22.097007608Z,end of game,2025-01-13T19:44:24.576918037Z,01JHGGY7RDW2EDS6Q2C9RA61Q8,2025-01-13T19:06:08.527238457Z,false,2025-01-13T19:19:31.673029394Z,5,2025-01-13T19:19:22.097007608Z,0,2025-01-13T19:19:22.097007608Z,180,2025-01-13T19:19:22.097007608Z,63,2025-01-13T19:19:22.634857001Z,1,2025-01-13T19:19:22.097007608Z,null,2025-01-13T19:44:24.538340447Z,true,2025-01-13T19:19:22.058025201Z,true,2025-01-13T19:19:22.058025201Z,ended,2025-01-13T19:44:24.576918037Z,"[[81,17],[81,216],[81,278],[81,212],[266,17],[266,216],[266,278],[266,212],[408,17],[408,216],[408,278],[408,212],[424,17],[424,216],[424,278],[424,212]]",2025-01-13T19:19:22.634857001Z,"[81,266,408,424]",2025-01-13T19:19:22.634857001Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:08.512968116Z,full-comp-between,2025-01-13T19:06:08.512968116Z
01JHGGYCS451XAKQQ5AXY059NA,,,01JHGGYCRXZ79QXYPZKXNGJ8CW,2025-01-13T19:06:13.668539171Z,,,,,,,false,2025-01-13T19:06:13.668539171Z,,,,,01JHGGYCSGWW69Y3SW4NKMJ3JE,2025-01-13T19:06:13.681498443Z,,,,,,,,,,,,,,,false,2025-01-13T19:06:13.668539171Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:13.668539171Z,full-comp-between,2025-01-13T19:06:13.668539171Z
01JHGGYBNNQV5P1MRTY9EPHFHT,,,01JHGGYBNDXAG6H1CZVKP5V61Z,2025-01-13T19:06:12.533362437Z,,,,,,,false,2025-01-13T19:06:12.533362437Z,,,,,01JHGGYBP33DZPEH8NVNDFE8F3,2025-01-13T19:06:12.549214837Z,,,,,,,,,,,,,,,false,2025-01-13T19:06:12.533362437Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:12.533362437Z,full-comp-between,2025-01-13T19:06:12.533362437Z
01JHGGYCE4KJXBJJ1XFRKDXWEB,,,01JHGGYCDSPBMPTNQBEJPB6EJA,2025-01-13T19:06:13.316339256Z,,,,,,,false,2025-01-13T19:06:13.316339256Z,,,,,01JHGGYCERBHDMBQ7YMX4TQWBV,2025-01-13T19:06:13.338004634Z,,,,,,,,,,,,,,,false,2025-01-13T19:06:13.316339256Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:13.316339256Z,full-comp-between,2025-01-13T19:06:13.316339256Z
01JHGGY1ZYC1KM428A4XC87HN1,2,2025-01-13T19:12:53.961675994Z,01JHGGY1ZM7X6TNEN4JJ3VWT6S,2025-01-13T19:06:02.622171018Z,"[453,154,388,24]",2025-01-13T19:12:54.148652727Z,4,2025-01-13T19:12:53.984386621Z,comp-between,2025-01-13T19:12:53.984386621Z,true,2025-01-13T19:37:16.027902696Z,false,2025-01-13T19:12:53.984386621Z,end of game,2025-01-13T19:37:16.066199938Z,01JHGGY20E1GHTZENFWN9Q32BD,2025-01-13T19:06:02.640153912Z,false,2025-01-13T19:12:57.375023612Z,5,2025-01-13T19:12:53.984386621Z,0,2025-01-13T19:15:17.013877722Z,180,2025-01-13T19:12:53.984386621Z,63,2025-01-13T19:12:54.148652727Z,1,2025-01-13T19:12:53.984386621Z,null,2025-01-13T19:37:16.027902696Z,true,2025-01-13T19:12:53.961675994Z,true,2025-01-13T19:12:53.961675994Z,ended,2025-01-13T19:37:16.066199938Z,"[[341,453],[341,154],[341,388],[341,24],[375,453],[375,154],[375,388],[375,24],[298,453],[298,154],[298,388],[298,24],[293,453],[293,154],[293,388],[293,24]]",2025-01-13T19:12:54.148652727Z,"[341,375,298,293]",2025-01-13T19:12:54.148652727Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:02.622171018Z,full-comp-between,2025-01-13T19:06:02.622171018Z
01JHGGY54SXSZQW4TE12ZJHVE3,2,2025-01-13T19:14:47.398272105Z,01JHGGY54HNTA1WCZZ606PXMYN,2025-01-13T19:06:05.849388239Z,"[291,357,259,47]",2025-01-13T19:14:47.665191553Z,4,2025-01-13T19:14:47.430039095Z,comp-between,2025-01-13T19:14:47.430039095Z,true,2025-01-13T19:38:47.957571418Z,false,2025-01-13T19:14:47.430039095Z,end of game,2025-01-13T19:38:47.995629204Z,01JHGGY55484WEFYHA569PNT10,2025-01-13T19:06:05.862161488Z,false,2025-01-13T19:14:51.528657706Z,5,2025-01-13T19:14:47.430039095Z,0,2025-01-13T19:16:39.124044772Z,0,2025-01-13T19:14:47.430039095Z,63,2025-01-13T19:14:47.665191553Z,1,2025-01-13T19:14:47.430039095Z,null,2025-01-13T19:38:47.957571418Z,true,2025-01-13T19:14:47.398272105Z,true,2025-01-13T19:14:47.398272105Z,ended,2025-01-13T19:38:47.995629204Z,"[[203,291],[203,357],[203,259],[203,47],[249,291],[249,357],[249,259],[249,47],[459,291],[459,357],[459,259],[459,47],[78,291],[78,357],[78,259],[78,47]]",2025-01-13T19:14:47.665191553Z,"[203,249,459,78]",2025-01-13T19:14:47.665191553Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:05.849388239Z,full-comp-between,2025-01-13T19:06:05.849388239Z
01JHGGY8P7JEQPK3HA35DPTKZQ,2,2025-01-13T19:20:54.909991656Z,01JHGGY8P0J66Y85GEZC6VQNWA,2025-01-13T19:06:09.479093701Z,"[153,6,397,207]",2025-01-13T19:20:55.481172876Z,4,2025-01-13T19:20:54.957429125Z,comp-between,2025-01-13T19:20:54.957429125Z,true,2025-01-13T19:38:47.730418682Z,true,2025-01-13T19:38:47.712264369Z,timeOut,2025-01-13T19:38:47.712264369Z,01JHGGY8PJBAZSAGHZBKBA95J7,2025-01-13T19:06:09.491720231Z,false,2025-01-13T19:21:05.966737416Z,5,2025-01-13T19:20:54.957429125Z,5,2025-01-13T19:38:47.712264369Z,270,2025-01-13T19:20:54.957429125Z,63,2025-01-13T19:20:55.481172876Z,1,2025-01-13T19:20:54.957429125Z,null,2025-01-13T19:38:47.730418682Z,true,2025-01-13T19:20:54.909991656Z,true,2025-01-13T19:20:54.909991656Z,ended,2025-01-13T19:38:47.712264369Z,"[[117,153],[117,6],[117,397],[117,207],[360,153],[360,6],[360,397],[360,207],[30,153],[30,6],[30,397],[30,207],[103,153],[103,6],[103,397],[103,207]]",2025-01-13T19:20:55.481172876Z,"[117,360,30,103]",2025-01-13T19:20:55.481172876Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:09.479093701Z,full-comp-between,2025-01-13T19:06:09.479093701Z
01JHGGYC2XV8EC8SZCHF8Z55X6,,,01JHGGYC2P9ZNFPX4HXWP31BRJ,2025-01-13T19:06:12.957704301Z,,,,,,,false,2025-01-13T19:06:12.957704301Z,,,,,01JHGGYC3A0V7ADZHVBH456J4Q,2025-01-13T19:06:12.971557888Z,,,,,,,,,,,,,,,false,2025-01-13T19:06:12.957704301Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-13T19:06:12.957704301Z,full-comp-between,2025-01-13T19:06:12.957704301Z
