id,batchID,batchIDLastChangedAt,duration,durationLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,initialized,initializedLastChangedAt,name,nameLastChangedAt,roundID,roundIDLastChangedAt,start,startLastChangedAt,started,startedLastChangedAt,timerID,timerIDLastChangedAt
01JHGHBTRX84NJ66P9F0H6Y1VC,01JHGGY4ANFVCM9BZ7CZHAMKWE,2025-01-13T19:13:33.981403316Z,3,2025-01-13T19:13:33.981403316Z,true,2025-01-13T19:19:54.815574161Z,01JHGGY4AX2P47YBE9PNYAZSBA,2025-01-13T19:13:33.981403316Z,1,2025-01-13T19:13:33.981403316Z,true,2025-01-13T19:19:51.795656695Z,feedback,2025-01-13T19:13:33.981403316Z,01JHGHBTERE5Q4TB78BBGRCK7M,2025-01-13T19:13:33.981403316Z,true,2025-01-13T19:19:51.772019468Z,true,2025-01-13T19:19:51.812355807Z,01JHGHBTRTYQ3R141TZ9XYAS7B,2025-01-13T19:13:33.981403316Z
01JHGHBTYHR3PQYS2ZKCC8Z6H8,01JHGGY4ANFVCM9BZ7CZHAMKWE,2025-01-13T19:13:34.161039185Z,60,2025-01-13T19:13:34.161039185Z,true,2025-01-13T19:23:24.360180321Z,01JHGGY4AX2P47YBE9PNYAZSBA,2025-01-13T19:13:34.161039185Z,0,2025-01-13T19:13:34.161039185Z,true,2025-01-13T19:23:16.106523675Z,selection,2025-01-13T19:13:34.161039185Z,01JHGHBTGEEGB2669PEA2BJ1JY,2025-01-13T19:13:34.161039185Z,true,2025-01-13T19:23:16.075615888Z,true,2025-01-13T19:23:16.127881215Z,01JHGHBTYA0XCWE9CAK48159ND,2025-01-13T19:13:34.161039185Z
01JHGHBV3XXN5807ZD57GJ2ZFQ,01JHGGY4ANFVCM9BZ7CZHAMKWE,2025-01-13T19:13:34.333524167Z,60,2025-01-13T19:13:34.333524167Z,true,2025-01-13T19:26:17.477086872Z,01JHGGY4AX2P47YBE9PNYAZSBA,2025-01-13T19:13:34.333524167Z,0,2025-01-13T19:13:34.333524167Z,true,2025-01-13T19:26:09.314408097Z,selection,2025-01-13T19:13:34.333524167Z,01JHGHBTF7GE2Q9SPWJT8THZDG,2025-01-13T19:13:34.333524167Z,true,2025-01-13T19:26:09.264588584Z,true,2025-01-13T19:26:09.362971246Z,01JHGHBV3SS3ZX99KXFAP9YDWX,2025-01-13T19:13:34.333524167Z
01JHGHE3P1XE6ZXF2STKHYE5TR,01JHGGY54HNTA1WCZZ606PXMYN,2025-01-13T19:14:48.641565718Z,3,2025-01-13T19:14:48.641565718Z,true,2025-01-13T19:37:59.455915939Z,01JHGGY54SXSZQW4TE12ZJHVE3,2025-01-13T19:14:48.641565718Z,1,2025-01-13T19:14:48.641565718Z,true,2025-01-13T19:37:56.390753505Z,feedback,2025-01-13T19:14:48.641565718Z,01JHGHE2Q3NK5JG7JNABW54WKN,2025-01-13T19:14:48.641565718Z,true,2025-01-13T19:37:56.335235824Z,true,2025-01-13T19:37:56.45206885Z,01JHGHE3NS2QNWPHXXW7V7GRHH,2025-01-13T19:14:48.641565718Z
01JHGHYS565H4HFXMYQC7AJ3GA,01JHGGY9WB16H3FY4RYRBP93C5,2025-01-13T19:23:54.91828256Z,3,2025-01-13T19:23:54.91828256Z,true,2025-01-13T19:42:03.880245189Z,01JHGGY9WK95B71BMX502V4N0Q,2025-01-13T19:23:54.91828256Z,1,2025-01-13T19:23:54.91828256Z,true,2025-01-13T19:42:00.824296795Z,feedback,2025-01-13T19:23:54.91828256Z,01JHGHYQKRH157PAVTPMXJERAH,2025-01-13T19:23:54.91828256Z,true,2025-01-13T19:42:00.766901591Z,true,2025-01-13T19:42:00.8608959Z,01JHGHYS4XX7CA930Q6K9C26T7,2025-01-13T19:23:54.91828256Z
01JHGHSBN07NVNM58ZGVKS2TEA,01JHGGY8P0J66Y85GEZC6VQNWA,2025-01-13T19:20:57.248563335Z,3,2025-01-13T19:20:57.248563335Z,false,2025-01-13T19:20:57.248563335Z,01JHGGY8P7JEQPK3HA35DPTKZQ,2025-01-13T19:20:57.248563335Z,1,2025-01-13T19:20:57.248563335Z,,,feedback,2025-01-13T19:20:57.248563335Z,01JHGHS9WM0Z3N35WA1SCXS4HQ,2025-01-13T19:20:57.248563335Z,false,2025-01-13T19:20:57.248563335Z,,,01JHGHSBMPQ321HH6XBRSZXR02,2025-01-13T19:20:57.248563335Z
01JHGHA5K17X57VAZ9M04C4351,01JHGGXYZB35K2VWPVXQAWP6AZ,2025-01-13T19:12:39.521025412Z,60,2025-01-13T19:12:39.521025412Z,true,2025-01-13T19:22:53.034207276Z,01JHGGXYZWXD6VFDEGADATQMG8,2025-01-13T19:12:39.521025412Z,0,2025-01-13T19:12:39.521025412Z,true,2025-01-13T19:22:31.484100227Z,selection,2025-01-13T19:12:39.521025412Z,01JHGHA59JSCSS8MT76ZZXMZ00,2025-01-13T19:12:39.521025412Z,true,2025-01-13T19:22:31.451438965Z,true,2025-01-13T19:22:31.507184353Z,01JHGHA5JWCG51DW1FBHHBE101,2025-01-13T19:12:39.521025412Z
01JHGHAMDWBZ712MDRZGVJC2P3,01JHGGY1ZM7X6TNEN4JJ3VWT6S,2025-01-13T19:12:54.716330594Z,3,2025-01-13T19:12:54.716330594Z,true,2025-01-13T19:34:28.506723763Z,01JHGGY1ZYC1KM428A4XC87HN1,2025-01-13T19:12:54.716330594Z,1,2025-01-13T19:12:54.716330594Z,true,2025-01-13T19:34:25.456150387Z,feedback,2025-01-13T19:12:54.716330594Z,01JHGHAKS8D8MYTJ9N99M2TCNR,2025-01-13T19:12:54.716330594Z,true,2025-01-13T19:34:25.407403889Z,true,2025-01-13T19:34:25.491429027Z,01JHGHAMDSWX27GDK5KV1Z4VM2,2025-01-13T19:12:54.716330594Z
01JHGHE2YZ813WTPMAQPNB0DCY,01JHGGY54HNTA1WCZZ606PXMYN,2025-01-13T19:14:47.903891379Z,60,2025-01-13T19:14:47.903891379Z,true,2025-01-13T19:22:27.919393316Z,01JHGGY54SXSZQW4TE12ZJHVE3,2025-01-13T19:14:47.903891379Z,0,2025-01-13T19:14:47.903891379Z,true,2025-01-13T19:22:11.501516605Z,selection,2025-01-13T19:14:47.903891379Z,01JHGHE2JVG0YM705E15ZWKTVT,2025-01-13T19:14:47.903891379Z,true,2025-01-13T19:22:11.472426208Z,true,2025-01-13T19:22:11.525286775Z,01JHGHE2YW1HD93XRWJ48CSS8Z,2025-01-13T19:14:47.903891379Z
01JHGHG2QGVF63FCZT8NJ0EF39,01JHGGY5YQ8K6AW6SFNW35CN7K,2025-01-13T19:15:53.200691637Z,60,2025-01-13T19:15:53.200691637Z,true,2025-01-13T19:30:59.641403939Z,01JHGGY5Z05KJRNNNVJZMNX4RQ,2025-01-13T19:15:53.200691637Z,0,2025-01-13T19:15:53.200691637Z,true,2025-01-13T19:30:52.753745871Z,selection,2025-01-13T19:15:53.200691637Z,01JHGHG1V7Y7J0NKY27JKMWQDQ,2025-01-13T19:15:53.200691637Z,true,2025-01-13T19:30:52.695669493Z,true,2025-01-13T19:30:52.785427485Z,01JHGHG2QD04C7NPNVJR2F398W,2025-01-13T19:15:53.200691637Z
