prolificID,bonus
6339d33c8ee5d4d4b5607400,1.71
6663431aaa1f0d75810068d9,1.77
666c76a1a7c9a36310fb4f56,1.83
60314f566c0b9306e3956ebc,1.68
6441383d080463447d8a12b7,1.83
663b8bc33aab91d2ce20a5e2,1.62
677934b8a58b01a0fe4c5486,0.21
650602caaf8bfaea9b0ac6ae,1.77
55cf5cc434e9060005e56c39,1.83
6745c6d5e4d2b15fc36d7e86,0.15
663a5c3ef84d9c74ea3c07a1,1.14
60cfcdbc26779ff1d6bfb3a8,1.83
5cb6a087c515b0001a70d108,1.35
6658b2da7affbe300577b732,1.89
66a934ee4699d12335b4de09,0.99
673d2010da01a97107bab085,0.93
5a94d2e989de8200013ecab6,0.96
669677d986a5a20026bbf20e,0.96
671bb16313424a5056fa5c42,1.65
673f9955145332ad1dd2cce0,1.05
66c33cf5425d52a1afcc8263,1.83
6695328d26dc4de274a6125b,1.8
6317466e77a46dec7e2909b4,1.83
672ec0974c3738cb2faf4955,0.99
6757729691a63b9a91d31508,1.35
676ed3dabeadf0bff466f287,0.21
666ee5994b49ad9236867a62,1.68
67868f183574e5d505440843,1.83
574aff1b5bef980007af2745,1.05
64137cf15dfe79e9ff198054,1.68
65ae9254e5c5123454affb81,0.54
673e1365dd4456c908190114,1.44
6761eb2d6de6a2ce8e75f986,1.65
6543bd9e421ae38ae700049f,0.15
66d74b9d2a9bfcaf3ddbe8a3,1.38
67334911eb1de6dd02fc126a,1.38
60f69c70227ff30c0cf55e07,1.14
671bee185e23f895f7fa6b7d,1.44
5ce031fc7f65ee001a985a6b,1.71
6770417e7dce10f7886735c1,1.68
653ad51a96ba72b4243e5c07,1.92
6658b4ff0f6362e1f068dd84,1.8
67346c2dc049286fd1e81d8e,1.77
66afd057ed059fbf4202eb71,0.93
60fe1ac35857bd81dfd311d5,0.54
6714520a98e4785e4b2d3136,1.83
6660618932e574692a5055e0,1.92
62e2a0e05bd4529aba3503db,1.89
67405d16adfb6294e5958704,1.62
664a4d48ab3b04d724e3528e,1.77
