room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,1;2;3;4;5;6,1,1,18,3,FALSE,NA,order,1,24,4,263,4
1,1;2;3;4;5;6,1,1,13,3,FALSE,NA,order,1,25,5,264,5
1,1;2;3;4;5;6,4,1,14,3,FALSE,NA,order,1,25,5,265,5
1,1;2;3;4;5;6,2,1,15,3,FALSE,NA,order,1,25,5,266,5
1,1;2;3;4;5;6,6,1,16,3,FALSE,NA,order,1,25,5,267,5
1,1;2;3;4;5;6,5,1,17,3,FALSE,NA,order,1,25,5,268,5
1,1;2;3;4;5;6,3,1,18,3,FALSE,NA,order,1,25,5,269,5
1,1;2;3;4;5;6,2,1,13,3,FALSE,NA,order,1,26,6,270,6
1,1;2;3;4;5;6,5,1,14,3,FALSE,NA,order,1,26,6,271,6
1,1;2;3;4;5;6,3,1,15,3,FALSE,NA,order,1,26,6,272,6
1,1;2;3;4;5;6,1,1,16,3,FALSE,NA,order,1,26,6,273,6
1,1;2;3;4;5;6,6,1,17,3,FALSE,NA,order,1,26,6,274,6
1,1;2;3;4;5;6,4,1,18,3,FALSE,NA,order,1,26,6,275,6
1,1;2;3;4;5;6,3,1,13,3,FALSE,NA,order,1,27,7,276,7
1,1;2;3;4;5;6,2,1,14,3,FALSE,NA,order,1,27,7,277,7
1,1;2;3;4;5;6,5,1,15,3,FALSE,NA,order,1,27,7,278,7
1,1;2;3;4;5;6,6,1,16,3,FALSE,NA,order,1,27,7,279,7
1,1;2;3;4;5;6,4,1,17,3,FALSE,NA,order,1,27,7,280,7
1,1;2;3;4;5;6,1,1,18,3,FALSE,NA,order,1,27,7,281,7
1,1;2;3;4;5;6,1,1,13,3,FALSE,NA,order,1,28,8,282,8
1,1;2;3;4;5;6,3,1,14,3,FALSE,NA,order,1,28,8,283,8
1,1;2;3;4;5;6,6,1,15,3,FALSE,NA,order,1,28,8,284,8
1,1;2;3;4;5;6,5,1,16,3,FALSE,NA,order,1,28,8,285,8
1,1;2;3;4;5;6,2,1,17,3,FALSE,NA,order,1,28,8,286,8
1,1;2;3;4;5;6,4,1,18,3,FALSE,NA,order,1,28,8,287,8
1,1;2;3;4;5;6,3,1,13,3,FALSE,NA,order,1,29,9,288,9
1,1;2;3;4;5;6,4,1,14,3,FALSE,NA,order,1,29,9,289,9
1,1;2;3;4;5;6,1,1,15,3,FALSE,NA,order,1,29,9,290,9
1,1;2;3;4;5;6,2,1,16,3,FALSE,NA,order,1,29,9,291,9
1,1;2;3;4;5;6,6,1,17,3,FALSE,NA,order,1,29,9,292,9
1,1;2;3;4;5;6,5,1,18,3,FALSE,NA,order,1,29,9,293,9
1,1;2;3;4;5;6,5,1,13,3,FALSE,NA,order,1,30,10,294,10
1,1;2;3;4;5;6,4,1,14,3,FALSE,NA,order,1,30,10,295,10
1,1;2;3;4;5;6,1,1,15,3,FALSE,NA,order,1,30,10,296,10
1,1;2;3;4;5;6,6,1,16,3,FALSE,NA,order,1,30,10,297,10
1,1;2;3;4;5;6,2,1,17,3,FALSE,NA,order,1,30,10,298,10
1,1;2;3;4;5;6,3,1,18,3,FALSE,NA,order,1,30,10,299,10
1,1;2;3;4;5;6,5,1,13,3,FALSE,NA,order,1,31,11,300,11
1,1;2;3;4;5;6,2,1,14,3,FALSE,NA,order,1,31,11,301,11
1,1;2;3;4;5;6,3,1,15,3,FALSE,NA,order,1,31,11,302,11
1,1;2;3;4;5;6,4,1,16,3,FALSE,NA,order,1,31,11,303,11
1,1;2;3;4;5;6,1,1,17,3,FALSE,NA,order,1,31,11,304,11
1,1;2;3;4;5;6,6,1,18,3,FALSE,NA,order,1,31,11,305,11
1,1;2;3;4;5;6,4,1,13,3,FALSE,NA,order,1,32,12,306,12
1,1;2;3;4;5;6,3,1,14,3,FALSE,NA,order,1,32,12,307,12
1,1;2;3;4;5;6,2,1,15,3,FALSE,NA,order,1,32,12,308,12
1,1;2;3;4;5;6,6,1,16,3,FALSE,NA,order,1,32,12,309,12
1,1;2;3;4;5;6,5,1,17,3,FALSE,NA,order,1,32,12,310,12
1,1;2;3;4;5;6,1,1,18,3,FALSE,NA,order,1,32,12,311,12
1,1;2;3;4;5;6,6,1,13,3,FALSE,NA,order,1,33,13,312,13
1,1;2;3;4;5;6,2,1,14,3,FALSE,NA,order,1,33,13,313,13
1,1;2;3;4;5;6,4,1,15,3,FALSE,NA,order,1,33,13,314,13
1,1;2;3;4;5;6,3,1,16,3,FALSE,NA,order,1,33,13,315,13
1,1;2;3;4;5;6,1,1,17,3,FALSE,NA,order,1,33,13,316,13
1,1;2;3;4;5;6,5,1,18,3,FALSE,NA,order,1,33,13,317,13
1,1;2;3;4;5;6,5,1,13,3,FALSE,NA,order,1,34,14,318,14
1,1;2;3;4;5;6,6,1,14,3,FALSE,NA,order,1,34,14,319,14
1,1;2;3;4;5;6,4,1,15,3,FALSE,NA,order,1,34,14,320,14
1,1;2;3;4;5;6,2,1,16,3,FALSE,NA,order,1,34,14,321,14
1,1;2;3;4;5;6,3,1,17,3,FALSE,NA,order,1,34,14,322,14
1,1;2;3;4;5;6,1,1,18,3,FALSE,NA,order,1,34,14,323,14
1,1;2;3;4;5;6,2,1,13,3,FALSE,NA,order,1,35,15,324,15
