id,avatar,avatarLastChangedAt,bonus,bonusLastChangedAt,ended,endedLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,lobbyTimerGameID,lobbyTimerGameIDLastChangedAt,lobbyTimerID,lobbyTimerIDLastChangedAt,name,nameLastChangedAt,nameColor,nameColorLastChangedAt,participantID,participantIDLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,partner,partnerLastChangedAt,role,roleLastChangedAt,score,scoreLastChangedAt,src,srcLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt
01JJT2M3GTKSPT8S908C9HB8P1,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-29T22:26:34.293008636Z,1.920000,2025-01-29T22:46:32.717112691Z,game ended,2025-01-29T22:46:32.743788907Z,true,2025-01-29T22:47:42.408026201Z,"{""age"":""54"",""gender"":""Female"",""strategy"":""Be as simple as possible - use the other person's terminology"",""enjoy"":""Yeah, they seemed to be on my wavelength"",""feedback"":""No issues"",""education"":""master""}",2025-01-29T22:47:42.402935654Z,01JJT2DECZGZQSF5DCQRCGP5BW,2025-01-29T22:24:02.592079448Z,2,2025-01-29T22:25:36.066093576Z,true,2025-01-29T22:26:34.14682375Z,01JJT2DECZGZQSF5DCQRCGP5BW,2025-01-29T22:26:34.162927876Z,01JJT2RQHGT7W81QMF9G5QRBW0,2025-01-29T22:26:34.162927876Z,Minu,2025-01-29T22:26:34.293008636Z,#444EA1,2025-01-29T22:26:34.293008636Z,01JJT2M2SW24PNBS686ZN0GYM0,2025-01-29T22:24:02.586523637Z,5c9224087a7067000190b119,2025-01-29T22:24:02.586523637Z,01JJT2KJAXM2MS4GSCMHPZY6QW,2025-01-29T22:26:34.293008636Z,matcher,2025-01-29T22:46:15.541303333Z,1.920000,2025-01-29T22:46:32.717112691Z,/avatars/red.png,2025-01-29T22:26:34.293008636Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:24:02.592079448Z,full-comp-between,2025-01-29T22:24:02.592079448Z,"{""participantKey"":""5c9224087a7067000190b119"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aaa61dd039ae9bbe24e54""}",2025-01-29T22:24:03.015783268Z
01JJT4VTEK384HNKBMJA9FQ0KV,,,,,lobby timed out,2025-01-29T23:16:06.975414804Z,true,2025-01-29T23:17:11.873642018Z,"{""gamefailed"":""nogame""}",2025-01-29T23:17:11.877389085Z,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T23:03:12.606590338Z,2,2025-01-29T23:05:14.628806412Z,true,2025-01-29T23:13:06.959986116Z,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T23:13:06.972284042Z,01JJT5DYWST2QTZFJMDAM2AQH8,2025-01-29T23:13:06.972284042Z,,,,,01JJT4VSTBKM5SWSWVBPT30G78,2025-01-29T23:03:12.595959953Z,63c80a427dfa1305502df5a8,2025-01-29T23:03:12.595959953Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T23:03:12.606590338Z,full-comp-between,2025-01-29T23:03:12.606590338Z,"{""participantKey"":""63c80a427dfa1305502df5a8"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679ab385ffba62a7e265f3f3""}",2025-01-29T23:03:12.953726615Z
01JJT2P5CDF2NP3376EK9EFK5H,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-29T22:30:34.711714499Z,1.710000,2025-01-29T22:45:28.56199309Z,game ended,2025-01-29T22:45:28.583524645Z,true,2025-01-29T22:47:06.253246737Z,"{""age"":""25"",""gender"":""female"",""strategy"":""describing the objects as hats with different features."",""enjoy"":""I enjoyed working with my partner as we answered correctly on most rounds."",""feedback"":""no problems."",""education"":""high-school""}",2025-01-29T22:47:06.257069365Z,01JJT2DHDMRMP736JMM5WS1ZTG,2025-01-29T22:27:42.237420051Z,2,2025-01-29T22:27:11.542330404Z,true,2025-01-29T22:30:34.592122944Z,01JJT2DHDMRMP736JMM5WS1ZTG,2025-01-29T22:30:34.605677746Z,01JJT302BBJTEE27FAAPWDQRZ1,2025-01-29T22:30:34.605677746Z,Repi,2025-01-29T22:30:34.711714499Z,#29828D,2025-01-29T22:30:34.711714499Z,01JJT2P4T7RVQ893RFFFRH98K5,2025-01-29T22:25:10.029934342Z,5bdcdbe6ee652a0001eff5f2,2025-01-29T22:25:10.029934342Z,01JJT2SMD8X4V0W6ZYN0Z2775A,2025-01-29T22:30:34.711714499Z,director,2025-01-29T22:45:13.595106121Z,1.710000,2025-01-29T22:45:28.56199309Z,/avatars/blue.png,2025-01-29T22:30:34.711714499Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:25:10.034302633Z,full-comp-between,2025-01-29T22:25:10.034302633Z,"{""participantKey"":""5bdcdbe6ee652a0001eff5f2"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aaa9d1fe483f6c079094f""}",2025-01-29T22:25:10.343139465Z
01JJT335VPRYS8JGG66V0XHMDC,,,,,lobby timed out,2025-01-29T22:37:26.686279999Z,,,,,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T22:33:16.731357382Z,2,2025-01-29T22:33:05.803712942Z,true,2025-01-29T22:34:26.676453912Z,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T22:34:26.68367631Z,01JJT374ZSHX3DWQKBGBPBT92D,2025-01-29T22:34:26.68367631Z,,,,,01JJT3352CK1MRAZPPASNEKY2Q,2025-01-29T22:32:16.502754673Z,6569e71e2dc4cb2ac7e49e89,2025-01-29T22:32:16.502754673Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:32:16.50884474Z,full-comp-between,2025-01-29T22:32:16.50884474Z,"{""participantKey"":""6569e71e2dc4cb2ac7e49e89"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aaa5f9f11941a026d93ae""}",2025-01-29T22:32:16.882690545Z
01JJT2HSB7ZQ9Z28T1P7VMRPG0,,,,,null,2025-01-29T22:22:46.636067866Z,,,,,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T22:33:16.731357382Z,1,2025-01-29T22:22:51.913322183Z,,,,,,,,,,,01JJT2HS315HE498CWHW7R27PR,2025-01-29T22:22:46.631534616Z,663abe783376c55539118997,2025-01-29T22:22:46.631534616Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:22:46.636067866Z,full-comp-between,2025-01-29T22:22:46.636067866Z,"{""participantKey"":""663abe783376c55539118997"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679a8d15239c9019109a588b""}",2025-01-29T22:22:46.768260192Z
01JJT2QMYC4S486AT3FK5KP90G,https://api.dicebear.com/8.x/rings/svg?seed=Repi,2025-01-29T22:33:16.901142149Z,0.720000,2025-01-29T22:42:35.750626062Z,game ended,2025-01-29T22:47:51.358342778Z,,,,,01JJT2DKYPY3YJ4Q3CCD5B1A1F,2025-01-29T22:30:59.323314284Z,2,2025-01-29T22:30:56.389335273Z,true,2025-01-29T22:33:07.369738731Z,01JJT2DKYPY3YJ4Q3CCD5B1A1F,2025-01-29T22:33:07.377437587Z,01JJT34QHDXW56M1KE69E7T62R,2025-01-29T22:33:07.377437587Z,Repi,2025-01-29T22:33:16.901142149Z,#29828D,2025-01-29T22:33:16.901142149Z,01JJT2QM58G0EAEGCTHWQ7F1C1,2025-01-29T22:25:58.732706354Z,60fd14512de6e8dab5242343,2025-01-29T22:25:58.732706354Z,01JJT2XAQE74A5MJHV2QB5SR52,2025-01-29T22:33:16.901142149Z,matcher,2025-01-29T22:46:48.25452461Z,0.720000,2025-01-29T22:42:35.750626062Z,/avatars/blue.png,2025-01-29T22:33:16.901142149Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:25:58.737634737Z,full-comp-between,2025-01-29T22:25:58.737634737Z,"{""participantKey"":""60fd14512de6e8dab5242343"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aaae0f42fdfccf4b22551""}",2025-01-29T22:26:00.289626174Z
01JJT3VGVJJ1X16S2G9FBDWWJA,,,,,lobby timed out,2025-01-29T22:51:39.367911386Z,true,2025-01-29T22:52:43.121078083Z,"{""gamefailed"":""nogame""}",2025-01-29T22:52:43.116541311Z,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T22:45:34.201382152Z,2,2025-01-29T22:47:19.410072394Z,true,2025-01-29T22:48:39.355279791Z,01JJT2DNFA4KV5GC0J0GX0JNEE,2025-01-29T22:48:39.364075868Z,01JJT415P2PMHFP9NM27FQ3BS1,2025-01-29T22:48:39.364075868Z,,,,,01JJT3VGEJFMEZC45B051ZK562,2025-01-29T22:45:34.194503093Z,614a8c315301f6c3b736a6d3,2025-01-29T22:45:34.194503093Z,,,,,,,,,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:45:34.201382152Z,full-comp-between,2025-01-29T22:45:34.201382152Z,"{""participantKey"":""614a8c315301f6c3b736a6d3"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aad500f1c8e117db12ecb""}",2025-01-29T22:45:34.520200195Z
01JJT2SMD8X4V0W6ZYN0Z2775A,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-29T22:30:34.711714499Z,1.710000,2025-01-29T22:45:28.56199309Z,game ended,2025-01-29T22:45:28.583524645Z,true,2025-01-29T22:47:07.344321102Z,"{""age"":""35"",""gender"":""male"",""strategy"":""at first we made mistakes as we described things different, but after a few rounds we came up with words that we match to the shapes, such as 'hat' 'long nose' 'gun'"",""enjoy"":""it was nice, they kept to the words and was fast as me which I liked"",""feedback"":"""",""education"":""high-school""}",2025-01-29T22:47:07.347469984Z,01JJT2DHDMRMP736JMM5WS1ZTG,2025-01-29T22:27:42.237420051Z,2,2025-01-29T22:28:34.135409679Z,true,2025-01-29T22:29:30.224605511Z,01JJT2DHDMRMP736JMM5WS1ZTG,2025-01-29T22:29:30.231836647Z,01JJT2Y3FM6W9R5HQBKP04F841,2025-01-29T22:29:30.231836647Z,Minu,2025-01-29T22:30:34.711714499Z,#444EA1,2025-01-29T22:30:34.711714499Z,01JJT2SKTRP1HCPSS4Y9HFJ3KN,2025-01-29T22:27:03.72079526Z,63eb3891e11552f1afb46066,2025-01-29T22:27:03.72079526Z,01JJT2P5CDF2NP3376EK9EFK5H,2025-01-29T22:30:34.711714499Z,matcher,2025-01-29T22:45:13.595106121Z,1.710000,2025-01-29T22:45:28.56199309Z,/avatars/red.png,2025-01-29T22:30:34.711714499Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:27:03.726871638Z,full-comp-between,2025-01-29T22:27:03.726871638Z,"{""participantKey"":""63eb3891e11552f1afb46066"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aab120bc8f1261c360e09""}",2025-01-29T22:27:04.044217058Z
01JJT2STAPW8HKSHF3B1206NDW,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-29T22:30:59.451560439Z,1.770000,2025-01-29T22:51:50.203558792Z,game ended,2025-01-29T22:51:50.225453557Z,true,2025-01-29T22:53:15.095370521Z,"{""age"":""30"",""gender"":""Male"",""strategy"":""Assign a code word to each shape and simply refer to them as such on each round."",""enjoy"":""Really enjoyed playing with partner as we developed code words fairly quickly for each image."",""feedback"":"""",""education"":""master""}",2025-01-29T22:53:15.091385369Z,01JJT2DHZW0D7CNFJK4DZQY442,2025-01-29T22:30:34.60039504Z,2,2025-01-29T22:29:28.047226731Z,true,2025-01-29T22:30:59.315966112Z,01JJT2DHZW0D7CNFJK4DZQY442,2025-01-29T22:30:59.328086033Z,01JJT30TFYJ8DAZX6JCRNXQC8M,2025-01-29T22:30:59.328086033Z,Minu,2025-01-29T22:30:59.451560439Z,#444EA1,2025-01-29T22:30:59.451560439Z,01JJT2SSPR4KG1GK1M3GA56HQW,2025-01-29T22:27:09.782353374Z,67045f273ed1a494b6504788,2025-01-29T22:27:09.782353374Z,01JJT2QSHT45FM2K384GH6B9B0,2025-01-29T22:30:59.451560439Z,matcher,2025-01-29T22:51:28.638857123Z,1.770000,2025-01-29T22:51:50.203558792Z,/avatars/red.png,2025-01-29T22:30:59.451560439Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:27:09.786764183Z,full-comp-between,2025-01-29T22:27:09.786764183Z,"{""participantKey"":""67045f273ed1a494b6504788"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aab1692cfd231bc845f39""}",2025-01-29T22:27:10.135154036Z
01JJT2XAQE74A5MJHV2QB5SR52,https://api.dicebear.com/8.x/rings/svg?seed=Minu,2025-01-29T22:33:16.901142149Z,0.720000,2025-01-29T22:42:35.750626062Z,game ended,2025-01-29T22:47:51.358342778Z,true,2025-01-29T22:49:28.883371661Z,"{""age"":""42"",""gender"":""Female"",""strategy"":""Describe small parts of the item."",""enjoy"":""Yes, we kept the descriptions short so the game could go faster."",""feedback"":""Got disconnected during the second round and therefore could not achieve the highest bonus possible."",""education"":""high-school""}",2025-01-29T22:49:28.888012267Z,01JJT2DKYPY3YJ4Q3CCD5B1A1F,2025-01-29T22:30:59.323314284Z,2,2025-01-29T22:32:13.891918969Z,true,2025-01-29T22:33:16.725787704Z,01JJT2DKYPY3YJ4Q3CCD5B1A1F,2025-01-29T22:33:16.735680101Z,01JJT350NYRNTNF5GXRM07033D,2025-01-29T22:33:16.735680101Z,Minu,2025-01-29T22:33:16.901142149Z,#444EA1,2025-01-29T22:33:16.901142149Z,01JJT2XAC508BSRHCEASAD6KTX,2025-01-29T22:29:04.878758132Z,5654171504212700054a12ad,2025-01-29T22:29:04.878758132Z,01JJT2QMYC4S486AT3FK5KP90G,2025-01-29T22:33:16.901142149Z,director,2025-01-29T22:46:48.25452461Z,0.720000,2025-01-29T22:42:35.750626062Z,/avatars/red.png,2025-01-29T22:33:16.901142149Z,"{""contextSize"":4,""contextStructure"":""comp-between"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}",2025-01-29T22:29:04.884134324Z,full-comp-between,2025-01-29T22:29:04.884134324Z,"{""participantKey"":""5654171504212700054a12ad"",""STUDY_ID"":""679a85b7c94ca860bd278a71"",""SESSION_ID"":""679aab8a46b7362131712914""}",2025-01-29T22:29:05.067801875Z
