room_num,option_set,target,stage_num,trial_num,rep_num,exclude,exclusion_reason,order_match,condition_id,describer,matchers,trial_id,game_id
1,walk;hold,walk,1,8,2,NA,NA,match,1,19,18,101,10
1,walk;jump,walk,1,9,3,NA,NA,match,1,18,19,102,10
1,swim;jump,swim,1,10,3,NA,NA,match,1,19,18,103,10
1,hold;swim,hold,1,11,3,NA,NA,match,1,18,19,104,10
1,jump;walk,jump,1,12,3,NA,NA,match,1,19,18,105,10
1,swim;jump,swim,1,1,1,NA,NA,match,1,20,21,106,11
1,jump;walk,jump,1,2,1,NA,NA,match,1,21,20,107,11
1,walk;hold,walk,1,3,1,NA,NA,match,1,20,21,108,11
1,hold;jump,hold,1,4,1,NA,NA,match,1,21,20,109,11
1,walk;hold,walk,1,5,2,NA,NA,match,1,20,21,110,11
1,jump;walk,jump,1,6,2,NA,NA,match,1,21,20,111,11
1,hold;swim,hold,1,7,2,NA,NA,match,1,20,21,112,11
1,swim;jump,swim,1,8,2,NA,NA,match,1,21,20,113,11
1,jump;walk,jump,1,9,3,NA,NA,match,1,20,21,114,11
1,walk;hold,walk,1,10,3,NA,NA,match,1,21,20,115,11
1,swim;hold,swim,1,11,3,NA,NA,match,1,20,21,116,11
1,hold;jump,hold,1,12,3,NA,NA,match,1,21,20,117,11
1,hold;walk,hold,1,1,1,NA,NA,match,1,22,23,118,12
1,walk;hold,walk,1,2,1,NA,NA,match,1,23,22,119,12
1,jump;walk,jump,1,3,1,NA,NA,match,1,22,23,120,12
1,swim;jump,swim,1,4,1,NA,NA,match,1,23,22,121,12
1,walk;jump,walk,1,5,2,NA,NA,match,1,22,23,122,12
1,hold;walk,hold,1,6,2,NA,NA,match,1,23,22,123,12
1,swim;jump,swim,1,7,2,NA,NA,match,1,22,23,124,12
1,jump;hold,jump,1,8,2,NA,NA,match,1,23,22,125,12
1,hold;swim,hold,1,9,3,NA,NA,match,1,22,23,126,12
1,swim;walk,swim,1,10,3,NA,NA,match,1,23,22,127,12
1,walk;jump,walk,1,11,3,NA,NA,match,1,22,23,128,12
1,jump;walk,jump,1,12,3,NA,NA,match,1,23,22,129,12
1,swim;jump,swim,1,1,1,NA,NA,match,1,24,25,130,13
1,jump;walk,jump,1,2,1,NA,NA,match,1,25,24,131,13
1,hold;walk,hold,1,4,1,NA,NA,match,1,25,24,132,13
1,hold;walk,hold,1,5,2,NA,NA,match,1,24,25,133,13
1,swim;hold,swim,1,6,2,NA,NA,match,1,25,24,134,13
1,walk;jump,walk,1,7,2,NA,NA,match,1,24,25,135,13
1,jump;swim,jump,1,8,2,NA,NA,match,1,25,24,136,13
1,walk;jump,walk,1,9,3,NA,NA,match,1,24,25,137,13
1,jump;walk,jump,1,10,3,NA,NA,match,1,25,24,138,13
1,hold;jump,hold,1,11,3,NA,NA,match,1,24,25,139,13
1,swim;walk,swim,1,12,3,NA,NA,match,1,25,24,140,13
1,walk;hold,walk,1,1,1,NA,NA,match,1,26,27,141,14
1,swim;jump,swim,1,2,1,NA,NA,match,1,27,26,142,14
1,hold;walk,hold,1,3,1,NA,NA,match,1,26,27,143,14
1,jump;hold,jump,1,4,1,NA,NA,match,1,27,26,144,14
1,jump;swim,jump,1,5,2,NA,NA,match,1,26,27,145,14
1,swim;hold,swim,1,6,2,NA,NA,match,1,27,26,146,14
1,hold;swim,hold,1,7,2,NA,NA,match,1,26,27,147,14
1,walk;jump,walk,1,8,2,NA,NA,match,1,27,26,148,14
1,jump;walk,jump,1,9,3,NA,NA,match,1,26,27,149,14
1,hold;jump,hold,1,10,3,NA,NA,match,1,27,26,150,14
1,swim;hold,swim,1,11,3,NA,NA,match,1,26,27,151,14
1,walk;swim,walk,1,12,3,NA,NA,match,1,27,26,152,14
1,hold;swim,hold,1,1,1,NA,NA,match,1,28,29,153,15
1,swim;hold,swim,1,2,1,NA,NA,match,1,29,28,154,15
1,jump;hold,jump,1,3,1,NA,NA,match,1,28,29,155,15
1,walk;jump,walk,1,4,1,NA,NA,match,1,29,28,156,15
1,jump;walk,jump,1,5,2,NA,NA,match,1,28,29,157,15
1,swim;hold,swim,1,6,2,NA,NA,match,1,29,28,158,15
1,walk;swim,walk,1,7,2,NA,NA,match,1,28,29,159,15
1,hold;walk,hold,1,8,2,NA,NA,match,1,29,28,160,15
1,walk;hold,walk,1,9,3,NA,NA,match,1,28,29,161,15
1,swim;hold,swim,1,10,3,NA,NA,match,1,29,28,162,15
1,jump;hold,jump,1,11,3,NA,NA,match,1,28,29,163,15
1,hold;swim,hold,1,12,3,NA,NA,match,1,29,28,164,15
1,swim;jump,swim,1,1,1,NA,NA,match,1,30,31,165,16
