condition_label,dataset_id,full_cite,short_cite,group_size,prior_relationship,partner_constancy,role_constancy,population,confederates,modality,feedback,backchannel,language,condition_id
expt1,boyce2025_preschoolers,"Boyce, V., Sparks, R., Mofor, Y., & Frank, M. C. Preschoolers can form conventional pacts with each other to communicate about novel referents. Preprint. 2025.",Boyce et al. (2025),2,yes,yes,no,child,no,oral-in-person,full,full,English,1
expt2,boyce2025_preschoolers,"Boyce, V., Sparks, R., Mofor, Y., & Frank, M. C. Preschoolers can form conventional pacts with each other to communicate about novel referents. Preprint. 2025.",Boyce et al. (2025),2,yes,yes,no,child,no,oral-in-person,full,full,English,2
expt3,boyce2025_preschoolers,"Boyce, V., Sparks, R., Mofor, Y., & Frank, M. C. Preschoolers can form conventional pacts with each other to communicate about novel referents. Preprint. 2025.",Boyce et al. (2025),2,yes,yes,no,child,no,oral-in-person,full,full,English,3
