prolificID,bonus
5af99bfc33b0ee00011eeb2d,1.86
62f3b543dce069211e8e982c,1.74
6680071d60b3642bcf5dad37,0.87
5e766b0ba02ca51dfa1de797,1.74
6631974094690f6997799b7c,1.65
673c8683b1c8a4c8a79d02d8,0.87
5c17c149f596b100011ca8b8,0.09
5e3c759575109a055e99b38a,1.86
650072ae8de93bfe76ee318d,0.06
678969200a76abe09fd2a75c,1.68
669a9e052cc32d5a552d2fe8,1.89
596e1edd39e9d00001b7bb98,1.83
663abe859bcc3ea8ef9bbdf3,1.68
66e32aaad05615cfd9fcbe48,1.74
671609ab4a3f2c6c76dfe9d8,0.09
66904bbd1eb9bb790b9b0f6f,1.86
6658bbc6589d777bab78b02c,1.74
66d9547a9df3044a616f2cfd,1.83
5eadaff848b26f4483ae62d9,1.89
678201fd68120cff1a71a191,0.06
651abcc13ecbad9f2062ac4f,1.47
672ceecd4b982fd2123fa32f,1.65
66b799c39798fd79dd188ed0,1.86
6704539fe462b87182866f14,1.65
6725006b1128706bbaf567d4,1.65
5a219133b4665b00011fd87a,1.47
