gameID,actualPlayerCount,batchID,contextSize,contextStructure,status,targets,rotation
01JH948RPDHFAEEN4VF0CFS1SZ,2,01JH948RP55QQWFTTDRTXFFA02,4,comp-within,ended,"[[189,465],[189,405],[189,251],[189,469],[298,465],[298,405],[298,251],[298,469],[320,465],[320,405],[320,251],[320,469],[287,465],[287,405],[287,251],[287,469]]",0
01JH948J2PSSRQGFZK293TEAX3,2,01JH948J26GWGZAN81E342HDFF,4,comp-within,ended,"[[461,43],[461,136],[461,83],[461,216],[456,43],[456,136],[456,83],[456,216],[396,43],[396,136],[396,83],[396,216],[10,43],[10,136],[10,83],[10,216]]",0
01JH948PWZG0M8DCR83N58AC6E,NA,01JH948PWP1FASX8KBFSS22NQF,NA,NA,terminated,NA,NA
01JH948QFE9AZ834M8MQ1VNDA4,2,01JH948QF555RZDJAY7VWT5SNP,4,comp-within,ended,"[[430,453],[430,448],[430,395],[430,25],[161,453],[161,448],[161,395],[161,25],[402,453],[402,448],[402,395],[402,25],[55,453],[55,448],[55,395],[55,25]]",270
01JH948SS6MZP7TCD7NSMYPJW3,2,01JH948SRXKV194H1VJDSV4FT8,4,comp-within,ended,"[[193,3],[193,218],[193,162],[193,17],[133,3],[133,218],[133,162],[133,17],[336,3],[336,218],[336,162],[336,17],[370,3],[370,218],[370,162],[370,17]]",180
01JH96B8M7TJTC9TS95PVK81Q7,2,01JH96B8JPGZ4X7BGJKEXQN0VC,4,comp-within,ended,"[[326,358],[326,181],[326,257],[326,256],[361,358],[361,181],[361,257],[361,256],[461,358],[461,181],[461,257],[461,256],[348,358],[348,181],[348,257],[348,256]]",270
01JH96MYY1CJ8YDJYFJW1HTGS5,2,01JH96MYW0JR15ABDN2YVGEPZC,4,comp-within,ended,"[[368,402],[368,154],[368,458],[368,307],[55,402],[55,154],[55,458],[55,307],[444,402],[444,154],[444,458],[444,307],[18,402],[18,154],[18,458],[18,307]]",0
01JH977BJAJ0104FQKJ15KQF9D,NA,01JH977BFB5DD6N8E5WW5VEQME,NA,NA,terminated,NA,NA
01JH948R03G2H7EC827CPTFQ6Q,2,01JH948QZVMWV85ECGFD8GZ2AY,4,comp-within,ended,"[[442,420],[442,431],[442,232],[442,401],[447,420],[447,431],[447,232],[447,401],[446,420],[446,431],[446,232],[446,401],[80,420],[80,431],[80,232],[80,401]]",270
01JH948TSF7DSSS6ARG6XY4Q51,2,01JH948TS8BC83X9H3ZBM18S0R,4,comp-within,ended,"[[323,22],[323,69],[323,404],[323,5],[207,22],[207,69],[207,404],[207,5],[237,22],[237,69],[237,404],[237,5],[86,22],[86,69],[86,404],[86,5]]",0
01JH96CMS9P61B98B26M87PECF,2,01JH96CAS4K7RF2S0Y508WDPBY,4,comp-within,ended,"[[453,56],[453,385],[453,277],[453,123],[241,56],[241,385],[241,277],[241,123],[82,56],[82,385],[82,277],[82,123],[354,56],[354,385],[354,277],[354,123]]",0
01JH96YR0KG3JSEF81635CPBP0,NA,01JH96YQXVPK68QN3TCPZ4EYWN,NA,NA,terminated,NA,NA
01JH948MRFR5E05CZ7TCHNPZB7,2,01JH948MR41AB66SKN3CTMYMPG,4,comp-within,ended,"[[57,438],[57,260],[57,69],[57,129],[55,438],[55,260],[55,69],[55,129],[300,438],[300,260],[300,69],[300,129],[232,438],[232,260],[232,69],[232,129]]",90
01JH948NA8KKJKKSMX6KRG2FP1,2,01JH948N9ZFDDZYMR5BKG5EH4B,4,comp-within,ended,"[[372,5],[372,341],[372,434],[372,348],[426,5],[426,341],[426,434],[426,348],[360,5],[360,341],[360,434],[360,348],[340,5],[340,341],[340,434],[340,348]]",270
01JH948NV31FJCH4AC890NNMB2,NA,01JH948NTTVBP5R235GD169N2G,NA,NA,terminated,NA,NA
01JH957YRZT49JYWGK6ZVT9RSH,2,01JH957YR4XPF712ZW4Y9YBKQ6,4,comp-within,ended,"[[341,201],[341,287],[341,224],[341,193],[327,201],[327,287],[327,224],[327,193],[189,201],[189,287],[189,224],[189,193],[15,201],[15,287],[15,224],[15,193]]",180
