id,config,configLastChangedAt,endedReason,endedReasonLastChangedAt,initialized,initializedLastChangedAt,lobbyConfig,lobbyConfigLastChangedAt,status,statusLastChangedAt
01JJSTDCSKHG81W01HC5C02MYX,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:34.099395849Z,all games finished,2025-01-29T21:02:08.593142667Z,true,2025-01-29T20:00:34.104183278Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:34.099395849Z,ended,2025-01-29T21:02:08.593142667Z
01JJSTDDR3TR06GN5VXCQ6EXVE,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:35.07598612Z,all games finished,2025-01-29T21:20:21.528020951Z,true,2025-01-29T20:00:35.080267554Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:35.07598612Z,ended,2025-01-29T21:20:21.528020951Z
01JJSTD4PCF9MJQ6HQEBYY86WN,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:25.80457881Z,all games finished,2025-01-29T20:53:31.533713495Z,true,2025-01-29T20:00:25.818912054Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:25.80457881Z,ended,2025-01-29T20:53:31.533713495Z
01JJSTD93CH28BA1N4R79B4378,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:30.316865247Z,all games finished,2025-01-29T20:28:49.520943006Z,true,2025-01-29T20:00:30.324859959Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:30.316865247Z,ended,2025-01-29T20:28:49.520943006Z
01JJSTDA2NZPZ47N4KFMC8313D,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:31.317801233Z,all games finished,2025-01-29T20:49:16.449910482Z,true,2025-01-29T20:00:31.323212537Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:31.317801233Z,ended,2025-01-29T20:49:16.449910482Z
01JJSTDAMZCXY5B7V4KSX43ST2,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:31.903786633Z,all games finished,2025-01-29T20:57:58.25137918Z,true,2025-01-29T20:00:31.909674479Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:31.903786633Z,ended,2025-01-29T20:57:58.25137918Z
01JJSTDAZYJQYRP9JSM2Q3SBZQ,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:32.25457795Z,all games finished,2025-01-29T21:12:46.524385834Z,true,2025-01-29T20:00:32.259613365Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:32.25457795Z,ended,2025-01-29T21:12:46.524385834Z
01JJSW2H9T8P5S8X4VT18E0796,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:29:35.418857609Z,all games finished,2025-01-29T21:10:08.162068375Z,true,2025-01-29T20:29:35.440266Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:29:35.418857609Z,ended,2025-01-29T21:10:08.162068375Z
01JJSTD7NMJ89HDM2MD53WKCZT,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:28.852023522Z,all games finished,2025-01-29T20:43:11.03966049Z,true,2025-01-29T20:00:28.858556821Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:28.852023522Z,ended,2025-01-29T20:43:11.03966049Z
01JJSTDCESQ395HD6JVEZQJA0T,"{""kind"":""complete"",""config"":{""treatments"":[{""treatment"":{""name"":""full-noncomp"",""factors"":{""contextSize"":4,""contextStructure"":""noncomp"",""feedbackDuration"":3,""maxTimeout"":5,""numRepetitionsWithPartner"":4,""playerCount"":2,""selectionDuration"":60,""showNegativeFeedback"":1}},""count"":1}]}}",2025-01-29T20:00:33.753580999Z,all games finished,2025-01-29T21:02:22.171187456Z,true,2025-01-29T20:00:33.758418008Z,"{""name"":""3m individual kick"",""kind"":""individual"",""duration"":180000000000,""strategy"":""ignore""}",2025-01-29T20:00:33.753580999Z,ended,2025-01-29T21:02:22.171187456Z
